ダウンロードした時刻：2024/07/10 01:10:28

,横浜,横浜,横浜,横浜,横浜,横浜
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1991/7/15,23.7,8,1,27.2,8,1
1991/7/16,23.9,8,1,25.5,8,1
1991/7/17,27.2,8,1,31.6,8,1
1991/7/18,25.0,8,1,28.9,8,1
1991/7/19,23.9,8,1,28.0,8,1
1991/7/20,24.2,8,1,27.0,8,1
1991/7/21,27.3,8,1,33.7,8,1
1991/7/22,27.1,8,1,31.2,8,1
1991/7/23,28.2,8,1,32.9,8,1
1991/7/24,29.8,8,1,35.7,8,1
1991/7/25,29.6,8,1,34.8,8,1
1991/7/26,28.6,8,1,32.7,8,1
1991/7/27,28.0,8,1,32.8,8,1
1991/7/28,28.4,8,1,32.3,8,1
1991/7/29,28.9,8,1,34.0,8,1
1991/7/30,27.0,8,1,30.4,8,1
1991/7/31,29.5,8,1,34.3,8,1
1991/8/1,28.7,8,1,34.8,8,1
1991/8/2,29.0,8,1,33.7,8,1
1991/8/3,28.7,8,1,32.3,8,1
1991/8/4,25.3,8,1,29.2,8,1
1991/8/5,22.1,8,1,25.0,8,1
1991/8/6,21.1,8,1,22.6,8,1
1991/8/7,22.9,8,1,26.5,8,1
1991/8/8,25.5,8,1,29.8,8,1
1991/8/9,25.5,8,1,30.0,8,1
1991/8/10,23.6,8,1,25.9,8,1
1991/8/11,25.2,8,1,29.8,8,1
1991/8/12,26.6,8,1,31.5,8,1
1991/8/13,24.3,8,1,27.2,8,1
1991/8/14,23.8,8,1,27.5,8,1
1991/8/15,24.3,8,1,27.9,8,1
1991/8/16,23.8,8,1,28.6,8,1
1991/8/17,24.1,8,1,28.6,8,1
1991/8/18,25.3,8,1,29.3,8,1
1991/8/19,25.9,8,1,29.0,8,1
1991/8/20,25.3,8,1,26.4,8,1
1991/8/21,27.2,8,1,31.1,8,1
1991/8/22,28.2,8,1,32.0,8,1
1991/8/23,28.1,8,1,32.6,8,1
1991/8/24,22.2,8,1,25.2,8,1
1991/8/25,22.9,8,1,27.3,8,1
1991/8/26,24.7,8,1,30.1,8,1
1991/8/27,24.0,8,1,27.2,8,1
1991/8/28,23.9,8,1,27.1,8,1
1991/8/29,23.7,8,1,25.9,8,1
1991/8/30,26.9,8,1,30.3,8,1
1991/8/31,27.6,8,1,32.0,8,1
1991/9/1,27.7,8,1,31.0,8,1
1991/9/2,26.9,8,1,31.1,8,1
1991/9/3,27.0,8,1,31.1,8,1
1991/9/4,28.1,8,1,32.4,8,1
1991/9/5,27.8,8,1,31.9,8,1
1991/9/6,27.7,8,1,31.6,8,1
1991/9/7,27.7,8,1,31.3,8,1
1991/9/8,24.0,8,1,25.3,8,1
1991/9/9,24.9,8,1,27.3,8,1
1991/9/10,23.7,8,1,27.3,8,1
1991/9/11,22.0,8,1,24.4,8,1
1991/9/12,24.9,8,1,28.6,8,1
1991/9/13,21.5,8,1,24.2,8,1
1991/9/14,24.4,8,1,29.1,8,1
1991/9/15,23.2,8,1,27.1,8,1
1991/9/16,19.8,8,1,20.6,8,1
1991/9/17,21.5,8,1,23.3,8,1
1991/9/18,20.0,8,1,21.3,8,1
1991/9/19,22.7,8,1,25.7,8,1
1991/9/20,20.8,8,1,24.2,8,1
1991/9/21,17.8,8,1,18.7,8,1
1991/9/22,21.1,8,1,24.5,8,1
1991/9/23,22.5,8,1,26.9,8,1
1991/9/24,22.1,8,1,25.5,8,1
1991/9/25,21.4,8,1,24.9,8,1
1991/9/26,19.7,8,1,21.6,8,1
1991/9/27,22.1,8,1,25.9,8,1
1991/9/28,26.5,8,1,30.0,8,1
1991/9/29,21.8,8,1,23.6,8,1
1991/9/30,20.6,8,1,23.6,8,1
1991/10/1,17.3,8,1,18.4,8,1
1991/10/2,20.8,8,1,24.0,8,1
1991/10/3,22.4,8,1,26.3,8,1
1991/10/4,23.5,8,1,27.1,8,1
1991/10/5,22.7,8,1,25.8,8,1
1991/10/6,17.9,8,1,19.9,8,1
1991/10/7,17.4,8,1,18.2,8,1
1991/10/8,17.6,8,1,18.5,8,1
1991/10/9,16.1,8,1,17.6,8,1
1991/10/10,16.8,8,1,18.7,8,1
1991/10/11,16.8,8,1,17.2,8,1
1991/10/12,18.2,8,1,19.7,8,1
1991/10/13,20.2,8,1,25.1,8,1
1991/10/14,16.9,8,1,19.9,8,1
1991/10/15,16.9,8,1,21.9,8,1
1991/10/16,16.3,8,1,20.4,8,1
1991/10/17,16.5,8,1,21.0,8,1
1991/10/18,18.3,8,1,22.2,8,1
1991/10/19,17.9,8,1,20.4,8,1
1991/10/20,17.4,8,1,20.3,8,1
1991/10/21,17.3,8,1,20.5,8,1
1991/10/22,17.5,8,1,21.6,8,1
1991/10/23,16.5,8,1,19.6,8,1
1991/10/24,16.3,8,1,19.8,8,1
1991/10/25,14.6,8,1,16.1,8,1
1991/10/26,15.9,8,1,18.3,8,1
1991/10/27,16.3,8,1,18.2,8,1
1991/10/28,17.7,8,1,20.0,8,1
1991/10/29,17.0,8,1,20.1,8,1
1991/10/30,15.9,8,1,17.2,8,1
1991/10/31,15.7,8,1,17.4,8,1
1991/11/1,13.1,8,1,14.8,8,1
1991/11/2,14.2,8,1,18.0,8,1
1991/11/3,14.7,8,1,17.7,8,1
1991/11/4,15.3,8,1,20.3,8,1
1991/11/5,13.7,8,1,16.8,8,1
1991/11/6,12.3,8,1,16.1,8,1
1991/11/7,14.0,8,1,18.5,8,1
1991/11/8,13.0,8,1,14.0,8,1
1991/11/9,15.9,8,1,19.9,8,1
1991/11/10,14.0,8,1,16.5,8,1
1991/11/11,13.7,8,1,17.8,8,1
1991/11/12,12.2,8,1,15.6,8,1
1991/11/13,12.8,8,1,17.6,8,1
1991/11/14,12.2,8,1,14.9,8,1
1991/11/15,12.4,8,1,16.3,8,1
1991/11/16,11.7,8,1,14.4,8,1
1991/11/17,12.6,8,1,15.7,8,1
1991/11/18,12.7,8,1,16.2,8,1
1991/11/19,14.0,8,1,18.7,8,1
1991/11/20,14.5,8,1,18.9,8,1
1991/11/21,10.9,8,1,13.6,8,1
1991/11/22,10.0,8,1,13.5,8,1
1991/11/23,12.0,8,1,15.4,8,1
1991/11/24,12.8,8,1,17.5,8,1
1991/11/25,9.0,8,1,13.5,8,1
1991/11/26,8.3,8,1,12.2,8,1
1991/11/27,10.3,8,1,13.3,8,1
1991/11/28,11.7,8,1,20.7,8,1
1991/11/29,15.8,8,1,20.5,8,1
1991/11/30,13.5,8,1,17.2,8,1
1991/12/1,12.1,8,1,15.6,8,1
1991/12/2,12.0,8,1,15.8,8,1
1991/12/3,11.7,8,1,15.7,8,1
1991/12/4,11.5,8,1,15.2,8,1
1991/12/5,12.0,8,1,15.2,8,1
1991/12/6,11.8,8,1,15.1,8,1
1991/12/7,13.3,8,1,17.6,8,1
1991/12/8,10.8,8,1,12.0,8,1
1991/12/9,8.9,8,1,11.4,8,1
1991/12/10,8.0,8,1,10.7,8,1
1991/12/11,13.2,8,1,17.7,8,1
1991/12/12,7.3,8,1,13.5,8,1
1991/12/13,6.9,8,1,11.0,8,1
1991/12/14,8.7,8,1,13.0,8,1
1991/12/15,8.7,8,1,12.6,8,1
1991/12/16,9.6,8,1,14.8,8,1
1991/12/17,10.2,8,1,13.9,8,1
1991/12/18,12.5,8,1,18.7,8,1
1991/12/19,9.4,8,1,11.9,8,1
1991/12/20,7.0,8,1,8.7,8,1
1991/12/21,7.0,8,1,10.5,8,1
1991/12/22,8.6,8,1,13.7,8,1
1991/12/23,9.9,8,1,13.4,8,1
1991/12/24,11.5,8,1,16.0,8,1
1991/12/25,8.4,8,1,11.3,8,1
1991/12/26,3.0,8,1,4.2,8,1
1991/12/27,2.5,8,1,4.2,8,1
1991/12/28,6.0,8,1,11.7,8,1
1991/12/29,5.0,8,1,9.0,8,1
1991/12/30,4.0,8,1,8.5,8,1
1991/12/31,6.2,8,1,9.5,8,1
1992/1/1,6.9,8,1,11.0,8,1
1992/1/2,7.4,8,1,11.3,8,1
1992/1/3,7.5,8,1,11.3,8,1
1992/1/4,7.7,8,1,12.4,8,1
1992/1/5,7.5,8,1,11.3,8,1
1992/1/6,5.9,8,1,8.1,8,1
1992/1/7,5.1,8,1,6.4,8,1
1992/1/8,9.3,8,1,15.3,8,1
1992/1/9,5.7,8,1,8.3,8,1
1992/1/10,6.3,8,1,10.9,8,1
1992/1/11,6.5,8,1,9.6,8,1
1992/1/12,5.3,8,1,10.0,8,1
1992/1/13,8.6,8,1,13.3,8,1
1992/1/14,6.8,8,1,10.8,8,1
1992/1/15,3.8,8,1,6.5,8,1
1992/1/16,3.8,8,1,7.0,8,1
1992/1/17,7.5,8,1,13.6,8,1
1992/1/18,6.6,8,1,10.5,8,1
1992/1/19,5.2,8,1,10.2,8,1
1992/1/20,5.2,8,1,10.2,8,1
1992/1/21,4.9,8,1,8.5,8,1
1992/1/22,6.7,8,1,11.0,8,1
1992/1/23,6.5,8,1,9.9,8,1
1992/1/24,5.5,8,1,9.2,8,1
1992/1/25,5.1,8,1,9.2,8,1
1992/1/26,6.8,8,1,10.0,8,1
1992/1/27,8.6,8,1,11.8,8,1
1992/1/28,8.4,8,1,12.1,8,1
1992/1/29,10.2,8,1,16.0,8,1
1992/1/30,7.6,8,1,9.2,8,1
1992/1/31,3.7,8,1,7.1,8,1
1992/2/1,2.4,8,1,6.3,8,1
1992/2/2,4.2,8,1,9.2,8,1
1992/2/3,7.3,8,1,13.4,8,1
1992/2/4,10.1,8,1,15.0,8,1
1992/2/5,6.5,8,1,9.9,8,1
1992/2/6,6.3,8,1,9.9,8,1
1992/2/7,8.0,8,1,14.5,8,1
1992/2/8,5.1,8,1,9.1,8,1
1992/2/9,4.9,8,1,9.0,8,1
1992/2/10,5.8,8,1,10.9,8,1
1992/2/11,6.8,8,1,11.5,8,1
1992/2/12,7.3,8,1,12.6,8,1
1992/2/13,9.1,8,1,13.3,8,1
1992/2/14,7.7,8,1,12.3,8,1
1992/2/15,7.5,8,1,10.9,8,1
1992/2/16,8.9,8,1,15.7,8,1
1992/2/17,7.0,8,1,11.2,8,1
1992/2/18,6.9,8,1,9.9,8,1
1992/2/19,6.9,8,1,11.2,8,1
1992/2/20,5.4,8,1,8.1,8,1
1992/2/21,3.6,8,1,7.0,8,1
1992/2/22,4.4,8,1,8.5,8,1
1992/2/23,5.8,8,1,10.9,8,1
1992/2/24,4.7,8,1,6.3,8,1
1992/2/25,5.7,8,1,9.8,8,1
1992/2/26,6.0,8,1,10.9,8,1
1992/2/27,7.6,8,1,13.2,8,1
1992/2/28,11.1,8,1,15.4,8,1
1992/2/29,15.6,8,1,19.8,8,1
1992/3/1,16.2,8,1,19.0,8,1
1992/3/2,9.4,8,1,12.7,8,1
1992/3/3,5.2,8,1,6.6,8,1
1992/3/4,7.1,8,1,11.0,8,1
1992/3/5,5.1,8,1,8.2,8,1
1992/3/6,7.1,8,1,9.7,8,1
1992/3/7,8.0,8,1,12.1,8,1
1992/3/8,7.7,8,1,11.6,8,1
1992/3/9,9.9,8,1,14.3,8,1
1992/3/10,10.3,8,1,14.8,8,1
1992/3/11,11.6,8,1,14.9,8,1
1992/3/12,10.1,8,1,12.0,8,1
1992/3/13,12.3,8,1,17.2,8,1
1992/3/14,13.6,8,1,18.4,8,1
1992/3/15,16.3,8,1,20.3,8,1
1992/3/16,11.4,8,1,15.8,8,1
1992/3/17,3.9,8,1,6.9,8,1
1992/3/18,3.6,8,1,6.8,8,1
1992/3/19,9.0,8,1,11.3,8,1
1992/3/20,11.0,8,1,15.2,8,1
1992/3/21,4.7,8,1,9.8,8,1
1992/3/22,6.6,8,1,12.4,8,1
1992/3/23,3.7,8,1,5.5,8,1
1992/3/24,8.4,8,1,13.7,8,1
1992/3/25,10.2,8,1,13.9,8,1
1992/3/26,10.6,8,1,11.6,8,1
1992/3/27,9.8,8,1,10.4,8,1
1992/3/28,10.4,8,1,13.2,8,1
1992/3/29,9.7,8,1,10.7,8,1
1992/3/30,13.8,8,1,19.5,8,1
1992/3/31,13.5,8,1,17.9,8,1
1992/4/1,11.9,8,1,14.3,8,1
1992/4/2,16.9,8,1,22.5,8,1
1992/4/3,15.4,8,1,20.1,8,1
1992/4/4,14.6,8,1,19.6,8,1
1992/4/5,12.2,8,1,13.5,8,1
1992/4/6,15.1,8,1,20.2,8,1
1992/4/7,12.4,8,1,15.7,8,1
1992/4/8,11.9,8,1,15.6,8,1
1992/4/9,18.8,8,1,24.2,8,1
1992/4/10,11.0,8,1,16.3,8,1
1992/4/11,10.0,8,1,11.6,8,1
1992/4/12,11.5,8,1,16.7,8,1
1992/4/13,11.2,8,1,17.2,8,1
1992/4/14,11.5,8,1,15.6,8,1
1992/4/15,12.1,8,1,16.9,8,1
1992/4/16,13.6,8,1,16.6,8,1
1992/4/17,14.0,8,1,18.5,8,1
1992/4/18,15.7,8,1,20.9,8,1
1992/4/19,15.2,8,1,20.2,8,1
1992/4/20,15.1,8,1,20.1,8,1
1992/4/21,16.0,8,1,20.3,8,1
1992/4/22,16.9,8,1,20.1,8,1
1992/4/23,17.2,8,1,22.0,8,1
1992/4/24,18.1,8,1,21.4,8,1
1992/4/25,18.0,8,1,22.4,8,1
1992/4/26,16.0,8,1,20.8,8,1
1992/4/27,18.5,8,1,24.5,8,1
1992/4/28,19.1,8,1,23.7,8,1
1992/4/29,20.1,8,1,24.7,8,1
1992/4/30,12.5,8,1,18.0,8,1
1992/5/1,14.2,8,1,19.1,8,1
1992/5/2,15.8,8,1,20.5,8,1
1992/5/3,17.5,8,1,21.9,8,1
1992/5/4,17.7,8,1,22.7,8,1
1992/5/5,16.0,8,1,21.4,8,1
1992/5/6,13.3,8,1,17.2,8,1
1992/5/7,13.6,8,1,15.8,8,1
1992/5/8,21.0,8,1,25.1,8,1
1992/5/9,20.1,8,1,20.7,8,1
1992/5/10,13.1,8,1,19.6,8,1
1992/5/11,13.7,8,1,17.7,8,1
1992/5/12,14.4,8,1,19.6,8,1
1992/5/13,15.8,8,1,19.7,8,1
1992/5/14,19.3,8,1,22.8,8,1
1992/5/15,18.4,8,1,21.8,8,1
1992/5/16,14.5,8,1,15.8,8,1
1992/5/17,17.6,8,1,23.1,8,1
1992/5/18,15.8,8,1,17.7,8,1
1992/5/19,18.7,8,1,22.6,8,1
1992/5/20,18.9,8,1,21.7,8,1
1992/5/21,19.3,8,1,24.2,8,1
1992/5/22,20.6,8,1,26.9,8,1
1992/5/23,19.0,8,1,24.7,8,1
1992/5/24,19.2,8,1,22.4,8,1
1992/5/25,18.6,8,1,24.0,8,1
1992/5/26,16.6,8,1,20.2,8,1
1992/5/27,17.8,8,1,22.4,8,1
1992/5/28,17.1,8,1,21.0,8,1
1992/5/29,18.7,8,1,24.1,8,1
1992/5/30,16.0,8,1,17.5,8,1
1992/5/31,16.0,8,1,20.3,8,1
1992/6/1,18.0,8,1,22.3,8,1
1992/6/2,19.9,8,1,25.0,8,1
1992/6/3,21.4,8,1,27.2,8,1
1992/6/4,21.5,8,1,26.8,8,1
1992/6/5,21.3,8,1,25.1,8,1
1992/6/6,22.0,8,1,28.7,8,1
1992/6/7,22.0,8,1,24.6,8,1
1992/6/8,23.0,8,1,25.0,8,1
1992/6/9,22.7,8,1,27.1,8,1
1992/6/10,19.1,8,1,21.2,8,1
1992/6/11,20.3,8,1,22.5,8,1
1992/6/12,22.4,8,1,26.0,8,1
1992/6/13,21.1,8,1,23.2,8,1
1992/6/14,22.0,8,1,25.2,8,1
1992/6/15,19.7,8,1,22.0,8,1
1992/6/16,21.1,8,1,25.4,8,1
1992/6/17,20.2,8,1,22.2,8,1
1992/6/18,17.4,8,1,19.8,8,1
1992/6/19,18.8,8,1,21.5,8,1
1992/6/20,17.7,8,1,19.4,8,1
1992/6/21,18.1,8,1,21.1,8,1
1992/6/22,19.0,8,1,23.6,8,1
1992/6/23,16.1,8,1,17.3,8,1
1992/6/24,16.7,8,1,19.3,8,1
1992/6/25,18.1,8,1,21.9,8,1
1992/6/26,20.6,8,1,24.8,8,1
1992/6/27,20.3,8,1,23.9,8,1
1992/6/28,21.0,8,1,24.6,8,1
1992/6/29,21.6,8,1,25.3,8,1
1992/6/30,18.6,8,1,21.3,8,1
1992/7/1,23.1,8,1,28.1,8,1
1992/7/2,20.1,8,1,22.8,8,1
1992/7/3,21.6,8,1,24.9,8,1
1992/7/4,23.5,8,1,28.4,8,1
1992/7/5,22.8,8,1,26.9,8,1
1992/7/6,23.1,8,1,26.5,8,1
1992/7/7,22.2,8,1,26.5,8,1
1992/7/8,23.6,8,1,27.6,8,1
1992/7/9,24.8,8,1,30.3,8,1
1992/7/10,25.7,8,1,29.9,8,1
1992/7/11,23.8,8,1,26.6,8,1
1992/7/12,22.4,8,1,26.5,8,1
1992/7/13,20.2,8,1,21.4,8,1
1992/7/14,20.6,8,1,22.1,8,1
1992/7/15,21.5,8,1,24.1,8,1
1992/7/16,21.2,8,1,24.4,8,1
1992/7/17,21.3,8,1,22.5,8,1
1992/7/18,22.8,8,1,25.2,8,1
1992/7/19,26.9,8,1,32.1,8,1
1992/7/20,27.5,8,1,32.5,8,1
1992/7/21,26.5,8,1,31.1,8,1
1992/7/22,26.7,8,1,29.6,8,1
1992/7/23,27.5,8,1,31.4,8,1
1992/7/24,27.7,8,1,32.0,8,1
1992/7/25,27.3,8,1,32.2,8,1
1992/7/26,27.4,8,1,31.4,8,1
1992/7/27,28.5,8,1,34.3,8,1
1992/7/28,28.1,8,1,31.9,8,1
1992/7/29,28.3,8,1,32.6,8,1
1992/7/30,28.1,8,1,33.1,8,1
1992/7/31,28.3,8,1,32.6,8,1
1992/8/1,26.8,8,1,32.2,8,1
1992/8/2,21.1,8,1,22.4,8,1
1992/8/3,21.3,8,1,23.0,8,1
1992/8/4,19.9,8,1,21.5,8,1
1992/8/5,21.8,8,1,24.6,8,1
1992/8/6,26.6,8,1,31.3,8,1
1992/8/7,27.5,8,1,31.1,8,1
1992/8/8,27.2,8,1,30.5,8,1
1992/8/9,26.7,8,1,29.4,8,1
1992/8/10,27.1,8,1,31.3,8,1
1992/8/11,25.1,8,1,28.9,8,1
1992/8/12,23.2,8,1,24.9,8,1
1992/8/13,26.2,8,1,27.9,8,1
1992/8/14,27.6,8,1,31.2,8,1
1992/8/15,27.6,8,1,31.6,8,1
1992/8/16,28.0,8,1,32.6,8,1
1992/8/17,27.4,8,1,31.8,8,1
1992/8/18,27.2,8,1,31.4,8,1
1992/8/19,27.0,8,1,31.3,8,1
1992/8/20,27.3,8,1,32.0,8,1
1992/8/21,26.3,8,1,29.7,8,1
1992/8/22,27.3,8,1,31.8,8,1
1992/8/23,28.3,8,1,32.5,8,1
1992/8/24,27.8,8,1,31.7,8,1
1992/8/25,28.3,8,1,32.4,8,1
1992/8/26,28.1,8,1,32.7,8,1
1992/8/27,27.3,8,1,31.7,8,1
1992/8/28,28.1,8,1,33.1,8,1
1992/8/29,27.9,8,1,33.8,8,1
1992/8/30,27.5,8,1,32.3,8,1
1992/8/31,27.4,8,1,31.9,8,1
1992/9/1,27.4,8,1,32.4,8,1
1992/9/2,27.6,8,1,31.6,8,1
1992/9/3,29.9,8,1,34.8,8,1
1992/9/4,29.6,8,1,35.5,8,1
1992/9/5,27.6,8,1,33.4,8,1
1992/9/6,23.0,8,1,26.6,8,1
1992/9/7,22.3,8,1,26.9,8,1
1992/9/8,23.0,8,1,27.6,8,1
1992/9/9,24.3,8,1,29.7,8,1
1992/9/10,24.8,8,1,29.1,8,1
1992/9/11,26.7,8,1,32.5,8,1
1992/9/12,23.0,8,1,27.0,8,1
1992/9/13,22.7,8,1,27.7,8,1
1992/9/14,22.6,8,1,27.1,8,1
1992/9/15,20.7,8,1,22.5,8,1
1992/9/16,23.6,8,1,28.1,8,1
1992/9/17,22.9,8,1,25.9,8,1
1992/9/18,21.9,8,1,24.2,8,1
1992/9/19,19.5,8,1,22.1,8,1
1992/9/20,21.3,8,1,26.2,8,1
1992/9/21,19.9,8,1,23.5,8,1
1992/9/22,20.2,8,1,25.1,8,1
1992/9/23,21.1,8,1,26.1,8,1
1992/9/24,22.6,8,1,27.1,8,1
1992/9/25,25.0,8,1,28.1,8,1
1992/9/26,21.2,8,1,24.4,8,1
1992/9/27,19.0,8,1,22.6,8,1
1992/9/28,17.9,8,1,20.8,8,1
1992/9/29,17.7,8,1,19.9,8,1
1992/9/30,19.3,8,1,23.3,8,1
1992/10/1,19.6,8,1,21.3,8,1
1992/10/2,18.7,8,1,21.6,8,1
1992/10/3,20.4,8,1,22.9,8,1
1992/10/4,23.3,8,1,28.3,8,1
1992/10/5,13.8,8,1,21.0,8,1
1992/10/6,14.0,8,1,19.0,8,1
1992/10/7,15.2,8,1,19.2,8,1
1992/10/8,15.3,8,1,19.2,8,1
1992/10/9,18.6,8,1,23.4,8,1
1992/10/10,20.0,8,1,26.6,8,1
1992/10/11,17.7,8,1,20.8,8,1
1992/10/12,16.6,8,1,18.9,8,1
1992/10/13,17.4,8,1,18.1,8,1
1992/10/14,17.7,8,1,19.1,8,1
1992/10/15,16.4,8,1,17.0,8,1
1992/10/16,17.7,8,1,21.4,8,1
1992/10/17,18.1,8,1,21.6,8,1
1992/10/18,16.9,8,1,20.0,8,1
1992/10/19,15.1,8,1,16.8,8,1
1992/10/20,14.7,8,1,15.6,8,1
1992/10/21,15.9,8,1,20.0,8,1
1992/10/22,15.0,8,1,19.1,8,1
1992/10/23,16.4,8,1,21.7,8,1
1992/10/24,16.2,8,1,17.2,8,1
1992/10/25,17.6,8,1,21.4,8,1
1992/10/26,16.0,8,1,22.3,8,1
1992/10/27,15.7,8,1,19.8,8,1
1992/10/28,15.3,8,1,19.6,8,1
1992/10/29,11.8,8,1,13.4,8,1
1992/10/30,16.8,8,1,21.2,8,1
1992/10/31,17.1,8,1,21.5,8,1
1992/11/1,14.1,8,1,19.5,8,1
1992/11/2,12.0,8,1,15.9,8,1
1992/11/3,13.2,8,1,17.8,8,1
1992/11/4,18.4,8,1,22.8,8,1
1992/11/5,15.9,8,1,19.7,8,1
1992/11/6,14.9,8,1,16.4,8,1
1992/11/7,14.6,8,1,15.3,8,1
1992/11/8,13.6,8,1,16.5,8,1
1992/11/9,10.8,8,1,12.0,8,1
1992/11/10,14.9,8,1,21.6,8,1
1992/11/11,14.1,8,1,18.0,8,1
1992/11/12,13.0,8,1,18.0,8,1
1992/11/13,13.7,8,1,17.3,8,1
1992/11/14,15.3,8,1,19.0,8,1
1992/11/15,14.2,8,1,17.4,8,1
1992/11/16,15.2,8,1,20.8,8,1
1992/11/17,13.1,8,1,14.5,8,1
1992/11/18,12.2,8,1,15.9,8,1
1992/11/19,13.5,8,1,17.4,8,1
1992/11/20,16.3,8,1,20.4,8,1
1992/11/21,10.0,8,1,12.2,8,1
1992/11/22,9.4,8,1,12.8,8,1
1992/11/23,12.4,8,1,18.8,8,1
1992/11/24,12.8,8,1,17.2,8,1
1992/11/25,14.0,8,1,20.1,8,1
1992/11/26,11.8,8,1,17.4,8,1
1992/11/27,7.2,8,1,10.7,8,1
1992/11/28,5.3,8,1,6.6,8,1
1992/11/29,10.1,8,1,16.0,8,1
1992/11/30,11.9,8,1,16.4,8,1
1992/12/1,11.0,8,1,12.7,8,1
1992/12/2,12.3,8,1,17.7,8,1
1992/12/3,9.7,8,1,11.7,8,1
1992/12/4,10.0,8,1,14.5,8,1
1992/12/5,9.3,8,1,12.0,8,1
1992/12/6,7.6,8,1,9.9,8,1
1992/12/7,10.9,8,1,15.5,8,1
1992/12/8,16.8,8,1,21.5,8,1
1992/12/9,13.3,8,1,16.4,8,1
1992/12/10,13.7,8,1,17.7,8,1
1992/12/11,12.2,8,1,15.8,8,1
1992/12/12,8.3,8,1,11.9,8,1
1992/12/13,10.5,8,1,15.7,8,1
1992/12/14,10.8,8,1,13.4,8,1
1992/12/15,6.4,8,1,9.9,8,1
1992/12/16,6.6,8,1,9.9,8,1
1992/12/17,6.8,8,1,11.3,8,1
1992/12/18,6.9,8,1,11.8,8,1
1992/12/19,7.2,8,1,10.1,8,1
1992/12/20,7.3,8,1,10.4,8,1
1992/12/21,9.5,8,1,13.0,8,1
1992/12/22,10.2,8,1,14.3,8,1
1992/12/23,9.6,8,1,14.2,8,1
1992/12/24,5.2,8,1,9.7,8,1
1992/12/25,4.9,8,1,9.8,8,1
1992/12/26,7.0,8,1,11.8,8,1
1992/12/27,8.6,8,1,13.1,8,1
1992/12/28,9.2,8,1,12.2,8,1
1992/12/29,9.9,8,1,12.1,8,1
1992/12/30,8.3,8,1,11.5,8,1
1992/12/31,7.4,8,1,12.5,8,1
1993/1/1,6.8,8,1,11.2,8,1
1993/1/2,5.3,8,1,8.7,8,1
1993/1/3,7.8,8,1,12.9,8,1
1993/1/4,7.8,8,1,10.6,8,1
1993/1/5,6.1,8,1,10.5,8,1
1993/1/6,5.6,8,1,8.5,8,1
1993/1/7,5.5,8,1,8.4,8,1
1993/1/8,8.8,8,1,12.4,8,1
1993/1/9,4.4,8,1,5.8,8,1
1993/1/10,5.5,8,1,8.7,8,1
1993/1/11,6.7,8,1,8.5,8,1
1993/1/12,7.2,8,1,10.2,8,1
1993/1/13,7.1,8,1,11.0,8,1
1993/1/14,6.0,8,1,8.0,8,1
1993/1/15,3.6,8,1,4.3,8,1
1993/1/16,4.3,8,1,5.3,8,1
1993/1/17,6.8,8,1,11.4,8,1
1993/1/18,4.5,8,1,6.7,8,1
1993/1/19,5.5,8,1,9.9,8,1
1993/1/20,6.3,8,1,10.6,8,1
1993/1/21,5.4,8,1,9.7,8,1
1993/1/22,5.0,8,1,9.7,8,1
1993/1/23,2.8,8,1,3.9,8,1
1993/1/24,3.2,8,1,5.4,8,1
1993/1/25,5.5,8,1,6.6,8,1
1993/1/26,6.4,8,1,9.5,8,1
1993/1/27,7.7,8,1,11.4,8,1
1993/1/28,5.4,8,1,9.0,8,1
1993/1/29,6.0,8,1,11.2,8,1
1993/1/30,7.0,8,1,12.3,8,1
1993/1/31,7.5,8,1,12.5,8,1
1993/2/1,4.8,8,1,8.7,8,1
1993/2/2,4.3,8,1,8.3,8,1
1993/2/3,6.1,8,1,10.3,8,1
1993/2/4,7.4,8,1,13.4,8,1
1993/2/5,6.6,8,1,9.9,8,1
1993/2/6,12.2,8,1,19.8,8,1
1993/2/7,16.3,8,1,20.9,8,1
1993/2/8,6.2,8,1,9.8,8,1
1993/2/9,5.0,8,1,8.1,8,1
1993/2/10,5.9,8,1,11.1,8,1
1993/2/11,5.3,8,1,9.5,8,1
1993/2/12,6.5,8,1,11.8,8,1
1993/2/13,7.6,8,1,11.1,8,1
1993/2/14,6.7,8,1,10.3,8,1
1993/2/15,5.3,8,1,9.3,8,1
1993/2/16,9.2,8,1,13.8,8,1
1993/2/17,9.0,8,1,13.9,8,1
1993/2/18,10.3,8,1,13.5,8,1
1993/2/19,7.5,8,1,12.1,8,1
1993/2/20,6.8,8,1,10.6,8,1
1993/2/21,4.8,8,1,6.8,8,1
1993/2/22,9.4,8,1,14.1,8,1
1993/2/23,7.6,8,1,11.8,8,1
1993/2/24,6.2,8,1,10.8,8,1
1993/2/25,6.0,8,1,10.7,8,1
1993/2/26,6.7,8,1,11.2,8,1
1993/2/27,9.1,8,1,14.1,8,1
1993/2/28,9.0,8,1,15.1,8,1
1993/3/1,8.4,8,1,12.1,8,1
1993/3/2,5.8,8,1,10.4,8,1
1993/3/3,6.8,8,1,11.1,8,1
1993/3/4,8.2,8,1,12.4,8,1
1993/3/5,9.8,8,1,14.7,8,1
1993/3/6,12.0,8,1,18.0,8,1
1993/3/7,12.7,8,1,16.2,8,1
