ダウンロードした時刻：2024/07/10 01:10:28

,横浜,横浜,横浜,横浜,横浜,横浜
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1989/11/20,10.8,8,1,15.8,8,1
1989/11/21,11.9,8,1,17.5,8,1
1989/11/22,12.1,8,1,17.6,8,1
1989/11/23,12.2,8,1,15.7,8,1
1989/11/24,12.0,8,1,16.8,8,1
1989/11/25,11.0,8,1,14.7,8,1
1989/11/26,10.9,8,1,16.0,8,1
1989/11/27,9.3,8,1,11.8,8,1
1989/11/28,13.8,8,1,19.2,8,1
1989/11/29,10.1,8,1,14.3,8,1
1989/11/30,8.6,8,1,13.0,8,1
1989/12/1,8.9,8,1,13.3,8,1
1989/12/2,10.0,8,1,15.5,8,1
1989/12/3,11.4,8,1,17.5,8,1
1989/12/4,13.9,8,1,20.2,8,1
1989/12/5,13.3,8,1,16.6,8,1
1989/12/6,12.4,8,1,16.8,8,1
1989/12/7,10.5,8,1,12.9,8,1
1989/12/8,9.5,8,1,14.2,8,1
1989/12/9,7.5,8,1,13.1,8,1
1989/12/10,7.3,8,1,12.3,8,1
1989/12/11,8.4,8,1,13.3,8,1
1989/12/12,8.6,8,1,11.1,8,1
1989/12/13,7.1,8,1,9.8,8,1
1989/12/14,5.3,8,1,6.9,8,1
1989/12/15,8.6,8,1,13.7,8,1
1989/12/16,9.9,8,1,13.0,8,1
1989/12/17,10.0,8,1,15.5,8,1
1989/12/18,9.3,8,1,13.4,8,1
1989/12/19,5.3,8,1,8.4,8,1
1989/12/20,6.6,8,1,12.2,8,1
1989/12/21,7.3,8,1,11.1,8,1
1989/12/22,7.5,8,1,10.9,8,1
1989/12/23,9.1,8,1,13.3,8,1
1989/12/24,5.8,8,1,8.8,8,1
1989/12/25,6.9,8,1,8.8,8,1
1989/12/26,8.3,8,1,10.5,8,1
1989/12/27,9.7,8,1,12.1,8,1
1989/12/28,7.6,8,1,10.5,8,1
1989/12/29,7.4,8,1,10.3,8,1
1989/12/30,6.4,8,1,10.1,8,1
1989/12/31,6.0,8,1,11.2,8,1
1990/1/1,5.2,8,1,9.3,8,1
1990/1/2,5.7,8,1,9.1,8,1
1990/1/3,5.8,8,1,10.3,8,1
1990/1/4,5.7,8,1,10.1,8,1
1990/1/5,5.9,8,1,10.2,8,1
1990/1/6,9.1,8,1,15.7,8,1
1990/1/7,6.0,8,1,9.6,8,1
1990/1/8,5.9,8,1,10.4,8,1
1990/1/9,6.1,8,1,10.8,8,1
1990/1/10,9.0,8,1,16.2,8,1
1990/1/11,9.7,8,1,12.8,8,1
1990/1/12,7.2,8,1,10.5,8,1
1990/1/13,5.7,8,1,9.7,8,1
1990/1/14,3.4,8,1,5.8,8,1
1990/1/15,5.3,8,1,8.8,8,1
1990/1/16,1.0,8,1,5.2,8,1
1990/1/17,3.4,8,1,7.5,8,1
1990/1/18,8.1,8,1,14.7,8,1
1990/1/19,8.8,8,1,15.0,8,1
1990/1/20,4.1,8,1,5.3,8,1
1990/1/21,3.2,8,1,6.5,8,1
1990/1/22,5.9,8,1,11.6,8,1
1990/1/23,3.3,8,1,7.8,8,1
1990/1/24,2.9,8,1,8.2,8,1
1990/1/25,2.5,8,1,6.6,8,1
1990/1/26,2.1,8,1,6.1,8,1
1990/1/27,2.0,8,1,6.6,8,1
1990/1/28,3.4,8,1,7.4,8,1
1990/1/29,5.3,8,1,11.7,8,1
1990/1/30,7.1,8,1,12.2,8,1
1990/1/31,1.3,8,1,3.3,8,1
1990/2/1,0.7,8,1,1.0,8,1
1990/2/2,2.6,8,1,5.6,8,1
1990/2/3,2.8,8,1,6.3,8,1
1990/2/4,4.0,8,1,5.6,8,1
1990/2/5,3.2,8,1,5.1,8,1
1990/2/6,4.7,8,1,7.7,8,1
1990/2/7,5.4,8,1,7.0,8,1
1990/2/8,7.4,8,1,10.4,8,1
1990/2/9,5.0,8,1,8.5,8,1
1990/2/10,4.8,8,1,7.6,8,1
1990/2/11,13.0,8,1,16.8,8,1
1990/2/12,11.0,8,1,15.1,8,1
1990/2/13,7.7,8,1,10.5,8,1
1990/2/14,3.9,8,1,6.3,8,1
1990/2/15,4.3,8,1,6.1,8,1
1990/2/16,5.7,8,1,6.7,8,1
1990/2/17,8.1,8,1,13.0,8,1
1990/2/18,8.9,8,1,12.5,8,1
1990/2/19,7.9,8,1,9.6,8,1
1990/2/20,12.5,8,1,16.8,8,1
1990/2/21,12.3,8,1,16.9,8,1
1990/2/22,12.3,8,1,16.9,8,1
1990/2/23,11.6,8,1,14.1,8,1
1990/2/24,13.0,8,1,17.7,8,1
1990/2/25,11.3,8,1,13.9,8,1
1990/2/26,9.2,8,1,10.6,8,1
1990/2/27,7.6,8,1,9.3,8,1
1990/2/28,7.7,8,1,10.4,8,1
1990/3/1,7.3,8,1,9.3,8,1
1990/3/2,7.1,8,1,8.4,8,1
1990/3/3,7.2,8,1,9.0,8,1
1990/3/4,10.1,8,1,15.1,8,1
1990/3/5,9.3,8,1,11.4,8,1
1990/3/6,8.6,8,1,11.4,8,1
1990/3/7,9.4,8,1,14.8,8,1
1990/3/8,7.0,8,1,12.2,8,1
1990/3/9,9.3,8,1,14.0,8,1
1990/3/10,11.0,8,1,15.0,8,1
1990/3/11,13.0,8,1,17.2,8,1
1990/3/12,14.2,8,1,19.7,8,1
1990/3/13,8.0,8,1,13.7,8,1
1990/3/14,9.6,8,1,13.7,8,1
1990/3/15,14.8,8,1,20.7,8,1
1990/3/16,11.8,8,1,16.1,8,1
1990/3/17,10.3,8,1,14.0,8,1
1990/3/18,9.1,8,1,13.5,8,1
1990/3/19,11.2,8,1,15.9,8,1
1990/3/20,12.4,8,1,19.1,8,1
1990/3/21,11.0,8,1,16.4,8,1
1990/3/22,11.5,8,1,16.6,8,1
1990/3/23,13.2,8,1,18.5,8,1
1990/3/24,15.8,8,1,20.1,8,1
1990/3/25,9.8,8,1,13.6,8,1
1990/3/26,8.0,8,1,13.0,8,1
1990/3/27,9.9,8,1,14.3,8,1
1990/3/28,12.6,8,1,16.7,8,1
1990/3/29,8.9,8,1,11.7,8,1
1990/3/30,11.2,8,1,14.8,8,1
1990/3/31,10.0,8,1,11.2,8,1
1990/4/1,15.9,8,1,21.9,8,1
1990/4/2,14.0,8,1,16.8,8,1
1990/4/3,16.1,8,1,21.9,8,1
1990/4/4,15.9,8,1,18.4,8,1
1990/4/5,10.2,8,1,13.8,8,1
1990/4/6,11.5,8,1,17.0,8,1
1990/4/7,13.1,8,1,16.4,8,1
1990/4/8,15.5,8,1,18.9,8,1
1990/4/9,14.4,8,1,18.8,8,1
1990/4/10,16.4,8,1,21.7,8,1
1990/4/11,15.7,8,1,20.8,8,1
1990/4/12,15.8,8,1,21.0,8,1
1990/4/13,16.3,8,1,18.3,8,1
1990/4/14,14.6,8,1,19.4,8,1
1990/4/15,12.7,8,1,17.8,8,1
1990/4/16,9.9,8,1,13.3,8,1
1990/4/17,10.2,8,1,13.8,8,1
1990/4/18,9.6,8,1,13.9,8,1
1990/4/19,11.4,8,1,15.1,8,1
1990/4/20,12.0,8,1,15.3,8,1
1990/4/21,12.8,8,1,14.9,8,1
1990/4/22,14.8,8,1,16.7,8,1
1990/4/23,18.0,8,1,22.2,8,1
1990/4/24,15.5,8,1,21.4,8,1
1990/4/25,14.1,8,1,18.0,8,1
1990/4/26,16.0,8,1,20.6,8,1
1990/4/27,17.2,8,1,21.7,8,1
1990/4/28,18.1,8,1,23.3,8,1
1990/4/29,16.2,8,1,23.5,8,1
1990/4/30,14.8,8,1,20.6,8,1
1990/5/1,15.4,8,1,21.5,8,1
1990/5/2,12.3,8,1,13.5,8,1
1990/5/3,14.6,8,1,18.5,8,1
1990/5/4,16.4,8,1,19.3,8,1
1990/5/5,18.3,8,1,20.7,8,1
1990/5/6,18.0,8,1,22.2,8,1
1990/5/7,16.5,8,1,20.0,8,1
1990/5/8,18.8,8,1,23.8,8,1
1990/5/9,19.6,8,1,24.7,8,1
1990/5/10,20.6,8,1,25.4,8,1
1990/5/11,20.5,8,1,25.1,8,1
1990/5/12,19.2,8,1,22.4,8,1
1990/5/13,20.0,8,1,22.4,8,1
1990/5/14,19.0,8,1,23.6,8,1
1990/5/15,18.6,8,1,23.2,8,1
1990/5/16,16.7,8,1,20.8,8,1
1990/5/17,17.7,8,1,22.0,8,1
1990/5/18,18.9,8,1,22.4,8,1
1990/5/19,19.8,8,1,22.7,8,1
1990/5/20,19.9,8,1,23.7,8,1
1990/5/21,18.3,8,1,19.9,8,1
1990/5/22,19.6,8,1,23.7,8,1
1990/5/23,18.7,8,1,22.3,8,1
1990/5/24,17.5,8,1,21.0,8,1
1990/5/25,16.1,8,1,20.0,8,1
1990/5/26,17.8,8,1,23.0,8,1
1990/5/27,20.3,8,1,26.7,8,1
1990/5/28,21.2,8,1,27.0,8,1
1990/5/29,20.8,8,1,26.2,8,1
1990/5/30,21.4,8,1,27.9,8,1
1990/5/31,21.3,8,1,25.3,8,1
1990/6/1,20.7,8,1,24.6,8,1
1990/6/2,19.8,8,1,23.7,8,1
1990/6/3,22.3,8,1,26.5,8,1
1990/6/4,20.8,8,1,24.2,8,1
1990/6/5,18.5,8,1,21.3,8,1
1990/6/6,20.7,8,1,26.1,8,1
1990/6/7,22.1,8,1,26.8,8,1
1990/6/8,21.6,8,1,25.2,8,1
1990/6/9,21.0,8,1,23.1,8,1
1990/6/10,22.8,8,1,27.2,8,1
1990/6/11,22.6,8,1,25.0,8,1
1990/6/12,22.4,8,1,26.7,8,1
1990/6/13,21.6,8,1,24.2,8,1
1990/6/14,23.0,8,1,26.5,8,1
1990/6/15,23.1,8,1,25.4,8,1
1990/6/16,24.5,8,1,27.6,8,1
1990/6/17,24.7,8,1,30.0,8,1
1990/6/18,24.7,8,1,30.1,8,1
1990/6/19,24.1,8,1,28.0,8,1
1990/6/20,24.0,8,1,26.2,8,1
1990/6/21,24.7,8,1,29.1,8,1
1990/6/22,28.6,8,1,34.2,8,1
1990/6/23,26.2,8,1,30.2,8,1
1990/6/24,25.6,8,1,29.8,8,1
1990/6/25,25.9,8,1,28.4,8,1
1990/6/26,23.1,8,1,25.8,8,1
1990/6/27,21.1,8,1,23.5,8,1
1990/6/28,19.2,8,1,20.4,8,1
1990/6/29,18.6,8,1,20.8,8,1
1990/6/30,20.3,8,1,23.5,8,1
1990/7/1,20.0,8,1,22.0,8,1
1990/7/2,21.8,8,1,25.3,8,1
1990/7/3,22.0,8,1,23.9,8,1
1990/7/4,22.8,8,1,25.0,8,1
1990/7/5,25.2,8,1,29.3,8,1
1990/7/6,25.3,8,1,29.6,8,1
1990/7/7,23.5,8,1,27.6,8,1
1990/7/8,21.8,8,1,24.2,8,1
1990/7/9,21.9,8,1,25.4,8,1
1990/7/10,21.2,8,1,24.0,8,1
1990/7/11,23.7,8,1,28.2,8,1
1990/7/12,19.9,8,1,22.0,8,1
1990/7/13,20.6,8,1,24.3,8,1
1990/7/14,24.7,8,1,28.8,8,1
1990/7/15,27.4,8,1,30.0,8,1
1990/7/16,28.7,8,1,32.1,8,1
1990/7/17,29.6,8,1,33.9,8,1
1990/7/18,29.5,8,1,34.0,8,1
1990/7/19,29.5,8,1,34.5,8,1
1990/7/20,27.0,8,1,31.1,8,1
1990/7/21,25.3,8,1,30.0,8,1
1990/7/22,27.2,8,1,31.8,8,1
1990/7/23,27.9,8,1,32.1,8,1
1990/7/24,28.0,8,1,32.5,8,1
1990/7/25,27.1,8,1,30.4,8,1
1990/7/26,27.7,8,1,32.2,8,1
1990/7/27,27.1,8,1,31.4,8,1
1990/7/28,25.4,8,1,29.7,8,1
1990/7/29,25.4,8,1,30.0,8,1
1990/7/30,26.2,8,1,31.2,8,1
1990/7/31,25.6,8,1,29.8,8,1
1990/8/1,25.9,8,1,29.6,8,1
1990/8/2,27.4,8,1,32.4,8,1
1990/8/3,27.8,8,1,31.7,8,1
1990/8/4,27.4,8,1,31.4,8,1
1990/8/5,28.1,8,1,32.5,8,1
1990/8/6,28.5,8,1,34.0,8,1
1990/8/7,28.3,8,1,33.7,8,1
1990/8/8,28.9,8,1,32.9,8,1
1990/8/9,26.7,8,1,30.0,8,1
1990/8/10,26.3,8,1,28.2,8,1
1990/8/11,28.9,8,1,31.6,8,1
1990/8/12,29.2,8,1,33.4,8,1
1990/8/13,28.6,8,1,32.3,8,1
1990/8/14,28.8,8,1,32.1,8,1
1990/8/15,28.7,8,1,31.7,8,1
1990/8/16,29.0,8,1,33.0,8,1
1990/8/17,28.4,8,1,31.2,8,1
1990/8/18,26.8,8,1,31.9,8,1
1990/8/19,26.6,8,1,30.4,8,1
1990/8/20,28.1,8,1,32.2,8,1
1990/8/21,29.0,8,1,33.4,8,1
1990/8/22,29.0,8,1,31.6,8,1
1990/8/23,29.3,8,1,32.8,8,1
1990/8/24,30.3,8,1,34.3,8,1
1990/8/25,28.6,8,1,32.5,8,1
1990/8/26,27.7,8,1,32.3,8,1
1990/8/27,26.2,8,1,31.3,8,1
1990/8/28,25.7,8,1,29.8,8,1
1990/8/29,25.9,8,1,30.0,8,1
1990/8/30,27.1,8,1,30.5,8,1
1990/8/31,28.3,8,1,33.3,8,1
1990/9/1,27.8,8,1,31.8,8,1
1990/9/2,26.0,8,1,29.8,8,1
1990/9/3,26.3,8,1,28.8,8,1
1990/9/4,28.7,8,1,32.7,8,1
1990/9/5,25.5,8,1,28.2,8,1
1990/9/6,26.3,8,1,30.3,8,1
1990/9/7,21.0,8,1,24.6,8,1
1990/9/8,23.1,8,1,28.3,8,1
1990/9/9,23.6,8,1,27.5,8,1
1990/9/10,24.9,8,1,29.7,8,1
1990/9/11,27.0,8,1,31.4,8,1
1990/9/12,29.0,8,1,32.3,8,1
1990/9/13,26.3,8,1,31.1,8,1
1990/9/14,23.0,8,1,24.4,8,1
1990/9/15,24.3,8,1,27.4,8,1
1990/9/16,21.9,8,1,23.0,8,1
1990/9/17,22.8,8,1,25.4,8,1
1990/9/18,26.8,8,1,30.0,8,1
1990/9/19,27.0,8,1,30.6,8,1
1990/9/20,26.6,8,1,32.6,8,1
1990/9/21,22.5,8,1,25.3,8,1
1990/9/22,22.2,8,1,27.0,8,1
1990/9/23,23.1,8,1,28.2,8,1
1990/9/24,24.8,8,1,29.3,8,1
1990/9/25,24.5,8,1,27.3,8,1
1990/9/26,19.4,8,1,22.3,8,1
1990/9/27,19.4,8,1,22.5,8,1
1990/9/28,21.5,8,1,25.1,8,1
1990/9/29,22.3,8,1,24.5,8,1
1990/9/30,20.0,8,1,21.3,8,1
1990/10/1,22.7,8,1,27.4,8,1
1990/10/2,21.5,8,1,23.7,8,1
1990/10/3,21.6,8,1,25.7,8,1
1990/10/4,22.9,8,1,24.9,8,1
1990/10/5,24.2,8,1,26.6,8,1
1990/10/6,24.0,8,1,27.8,8,1
1990/10/7,19.5,8,1,22.1,8,1
1990/10/8,18.4,8,1,21.0,8,1
1990/10/9,19.6,8,1,22.9,8,1
1990/10/10,16.4,8,1,20.1,8,1
1990/10/11,15.9,8,1,20.4,8,1
1990/10/12,17.3,8,1,21.1,8,1
1990/10/13,16.8,8,1,18.0,8,1
1990/10/14,21.7,8,1,25.9,8,1
1990/10/15,20.9,8,1,23.9,8,1
1990/10/16,20.2,8,1,23.5,8,1
1990/10/17,20.1,8,1,22.5,8,1
1990/10/18,20.6,8,1,24.2,8,1
1990/10/19,19.4,8,1,23.1,8,1
1990/10/20,18.5,8,1,23.2,8,1
1990/10/21,17.8,8,1,22.7,8,1
1990/10/22,16.7,8,1,20.9,8,1
1990/10/23,16.2,8,1,19.1,8,1
1990/10/24,15.8,8,1,18.1,8,1
1990/10/25,17.0,8,1,20.6,8,1
1990/10/26,17.4,8,1,22.1,8,1
1990/10/27,18.0,8,1,23.8,8,1
1990/10/28,15.9,8,1,18.7,8,1
1990/10/29,16.2,8,1,19.7,8,1
1990/10/30,13.2,8,1,16.8,8,1
1990/10/31,16.6,8,1,22.1,8,1
1990/11/1,16.5,8,1,20.6,8,1
1990/11/2,16.7,8,1,22.0,8,1
1990/11/3,17.1,8,1,21.4,8,1
1990/11/4,16.0,8,1,20.1,8,1
1990/11/5,19.7,8,1,24.5,8,1
1990/11/6,17.5,8,1,21.9,8,1
1990/11/7,18.3,8,1,24.2,8,1
1990/11/8,17.4,8,1,22.1,8,1
1990/11/9,15.2,8,1,21.0,8,1
1990/11/10,18.0,8,1,22.4,8,1
1990/11/11,11.9,8,1,16.2,8,1
1990/11/12,13.2,8,1,19.0,8,1
1990/11/13,15.3,8,1,19.9,8,1
1990/11/14,15.8,8,1,19.8,8,1
1990/11/15,15.2,8,1,19.5,8,1
1990/11/16,14.0,8,1,17.3,8,1
1990/11/17,15.5,8,1,21.0,8,1
1990/11/18,15.3,8,1,18.9,8,1
1990/11/19,15.4,8,1,17.8,8,1
1990/11/20,16.2,8,1,19.7,8,1
1990/11/21,12.4,8,1,19.5,8,1
1990/11/22,9.9,8,1,14.0,8,1
1990/11/23,10.8,8,1,15.5,8,1
1990/11/24,10.2,8,1,14.5,8,1
1990/11/25,11.4,8,1,16.8,8,1
1990/11/26,13.7,8,1,18.8,8,1
1990/11/27,13.8,8,1,17.2,8,1
1990/11/28,11.5,8,1,12.3,8,1
1990/11/29,12.0,8,1,12.6,8,1
1990/11/30,15.7,8,1,21.2,8,1
1990/12/1,19.6,8,1,23.3,8,1
1990/12/2,14.6,8,1,18.1,8,1
1990/12/3,11.5,8,1,15.4,8,1
1990/12/4,10.7,8,1,15.8,8,1
1990/12/5,9.9,8,1,14.2,8,1
1990/12/6,9.8,8,1,13.8,8,1
1990/12/7,10.1,8,1,14.5,8,1
1990/12/8,10.9,8,1,15.6,8,1
1990/12/9,10.0,8,1,12.8,8,1
1990/12/10,12.0,8,1,15.8,8,1
1990/12/11,12.0,8,1,16.5,8,1
1990/12/12,11.9,8,1,16.4,8,1
1990/12/13,10.0,8,1,13.5,8,1
1990/12/14,11.8,8,1,16.6,8,1
1990/12/15,11.4,8,1,14.4,8,1
1990/12/16,8.0,8,1,10.7,8,1
1990/12/17,7.5,8,1,10.9,8,1
1990/12/18,7.0,8,1,10.2,8,1
1990/12/19,8.5,8,1,12.2,8,1
1990/12/20,7.3,8,1,10.4,8,1
1990/12/21,7.0,8,1,8.8,8,1
1990/12/22,10.6,8,1,16.3,8,1
1990/12/23,11.2,8,1,13.7,8,1
1990/12/24,7.7,8,1,12.6,8,1
1990/12/25,8.2,8,1,12.4,8,1
1990/12/26,8.6,8,1,13.1,8,1
1990/12/27,7.0,8,1,12.2,8,1
1990/12/28,6.9,8,1,11.2,8,1
1990/12/29,7.3,8,1,11.6,8,1
1990/12/30,6.9,8,1,11.8,8,1
1990/12/31,6.4,8,1,9.7,8,1
1991/1/1,6.1,8,1,8.3,8,1
1991/1/2,8.6,8,1,10.3,8,1
1991/1/3,8.8,8,1,11.2,8,1
1991/1/4,6.7,8,1,11.2,8,1
1991/1/5,6.2,8,1,10.3,8,1
1991/1/6,5.0,8,1,9.3,8,1
1991/1/7,5.0,8,1,8.9,8,1
1991/1/8,6.5,8,1,11.8,8,1
1991/1/9,5.6,8,1,10.1,8,1
1991/1/10,6.8,8,1,11.3,8,1
1991/1/11,7.3,8,1,11.1,8,1
1991/1/12,3.9,8,1,6.9,8,1
1991/1/13,5.5,8,1,10.8,8,1
1991/1/14,6.7,8,1,11.3,8,1
1991/1/15,5.1,8,1,9.7,8,1
1991/1/16,5.4,8,1,9.3,8,1
1991/1/17,5.9,8,1,12.8,8,1
1991/1/18,5.1,8,1,8.9,8,1
1991/1/19,7.4,8,1,11.6,8,1
1991/1/20,7.5,8,1,13.6,8,1
1991/1/21,4.9,8,1,7.3,8,1
1991/1/22,7.3,8,1,9.7,8,1
1991/1/23,4.4,8,1,7.2,8,1
1991/1/24,4.3,8,1,8.3,8,1
1991/1/25,7.3,8,1,13.4,8,1
1991/1/26,7.1,8,1,11.0,8,1
1991/1/27,5.9,8,1,9.1,8,1
1991/1/28,4.6,8,1,8.6,8,1
1991/1/29,4.4,8,1,8.4,8,1
1991/1/30,5.2,8,1,9.7,8,1
1991/1/31,5.4,8,1,9.7,8,1
1991/2/1,5.8,8,1,10.7,8,1
1991/2/2,5.3,8,1,9.7,8,1
1991/2/3,5.6,8,1,10.3,8,1
1991/2/4,6.5,8,1,10.5,8,1
1991/2/5,5.5,8,1,10.4,8,1
1991/2/6,5.6,8,1,9.8,8,1
1991/2/7,6.6,8,1,10.3,8,1
1991/2/8,5.7,8,1,12.1,8,1
1991/2/9,5.9,8,1,10.7,8,1
1991/2/10,4.8,8,1,6.7,8,1
1991/2/11,8.7,8,1,13.9,8,1
1991/2/12,7.5,8,1,11.3,8,1
1991/2/13,7.1,8,1,11.4,8,1
1991/2/14,7.8,8,1,11.9,8,1
1991/2/15,6.7,8,1,11.0,8,1
1991/2/16,12.1,8,1,16.9,8,1
1991/2/17,6.9,8,1,10.2,8,1
1991/2/18,4.9,8,1,7.8,8,1
1991/2/19,5.3,8,1,10.5,8,1
1991/2/20,4.2,8,1,7.4,8,1
1991/2/21,5.2,8,1,9.7,8,1
1991/2/22,4.9,8,1,8.9,8,1
1991/2/23,4.1,8,1,7.2,8,1
1991/2/24,3.3,8,1,8.2,8,1
1991/2/25,3.8,8,1,8.9,8,1
1991/2/26,6.1,8,1,11.9,8,1
1991/2/27,7.5,8,1,11.7,8,1
1991/2/28,13.1,8,1,16.1,8,1
1991/3/1,4.8,8,1,10.7,8,1
1991/3/2,6.5,8,1,8.8,8,1
1991/3/3,7.4,8,1,11.9,8,1
1991/3/4,8.3,8,1,13.3,8,1
1991/3/5,11.0,8,1,15.3,8,1
1991/3/6,11.3,8,1,16.6,8,1
1991/3/7,11.8,8,1,17.2,8,1
1991/3/8,5.6,8,1,9.2,8,1
1991/3/9,7.6,8,1,11.6,8,1
1991/3/10,10.5,8,1,14.1,8,1
1991/3/11,5.0,8,1,7.6,8,1
1991/3/12,7.6,8,1,10.0,8,1
1991/3/13,9.0,8,1,11.7,8,1
1991/3/14,5.6,8,1,7.9,8,1
1991/3/15,5.6,8,1,9.4,8,1
1991/3/16,5.1,8,1,7.4,8,1
1991/3/17,8.0,8,1,12.6,8,1
1991/3/18,8.8,8,1,12.5,8,1
1991/3/19,11.6,8,1,17.5,8,1
1991/3/20,17.7,8,1,20.9,8,1
1991/3/21,10.4,8,1,17.6,8,1
1991/3/22,6.4,8,1,8.0,8,1
1991/3/23,10.8,8,1,15.1,8,1
1991/3/24,13.9,8,1,18.7,8,1
1991/3/25,11.6,8,1,14.5,8,1
1991/3/26,13.6,8,1,18.2,8,1
1991/3/27,8.8,8,1,12.6,8,1
1991/3/28,8.7,8,1,9.6,8,1
1991/3/29,9.8,8,1,12.2,8,1
1991/3/30,12.4,8,1,15.8,8,1
1991/3/31,10.0,8,1,12.0,8,1
1991/4/1,6.5,8,1,9.2,8,1
1991/4/2,7.1,8,1,9.3,8,1
1991/4/3,9.1,8,1,13.4,8,1
1991/4/4,11.6,8,1,17.2,8,1
1991/4/5,13.9,8,1,17.7,8,1
1991/4/6,14.8,8,1,20.4,8,1
1991/4/7,13.3,8,1,14.9,8,1
1991/4/8,11.4,8,1,13.0,8,1
1991/4/9,16.0,8,1,22.5,8,1
1991/4/10,16.0,8,1,19.2,8,1
1991/4/11,16.5,8,1,19.1,8,1
1991/4/12,16.2,8,1,20.2,8,1
1991/4/13,15.5,8,1,17.8,8,1
1991/4/14,15.8,8,1,19.2,8,1
1991/4/15,16.0,8,1,20.4,8,1
1991/4/16,17.1,8,1,23.6,8,1
1991/4/17,18.3,8,1,22.9,8,1
1991/4/18,19.0,8,1,22.9,8,1
1991/4/19,14.6,8,1,18.2,8,1
1991/4/20,15.3,8,1,19.4,8,1
1991/4/21,15.6,8,1,20.4,8,1
1991/4/22,15.9,8,1,20.4,8,1
1991/4/23,16.0,8,1,19.0,8,1
1991/4/24,16.8,8,1,20.5,8,1
1991/4/25,12.7,8,1,14.2,8,1
1991/4/26,17.6,8,1,22.7,8,1
1991/4/27,17.0,8,1,20.9,8,1
1991/4/28,16.4,8,1,21.4,8,1
1991/4/29,15.8,8,1,20.0,8,1
1991/4/30,17.3,8,1,22.0,8,1
1991/5/1,17.4,8,1,20.5,8,1
1991/5/2,15.3,8,1,20.8,8,1
1991/5/3,12.5,8,1,16.8,8,1
1991/5/4,12.2,8,1,17.0,8,1
1991/5/5,14.1,8,1,18.5,8,1
1991/5/6,15.7,8,1,21.9,8,1
1991/5/7,17.2,8,1,21.6,8,1
1991/5/8,18.0,8,1,21.8,8,1
1991/5/9,17.7,8,1,19.6,8,1
1991/5/10,18.9,8,1,23.3,8,1
1991/5/11,19.5,8,1,25.2,8,1
1991/5/12,17.6,8,1,20.9,8,1
1991/5/13,18.0,8,1,23.1,8,1
1991/5/14,20.0,8,1,24.6,8,1
1991/5/15,18.1,8,1,21.2,8,1
1991/5/16,18.8,8,1,21.5,8,1
1991/5/17,20.9,8,1,24.4,8,1
1991/5/18,20.0,8,1,24.5,8,1
1991/5/19,20.8,8,1,27.4,8,1
1991/5/20,20.6,8,1,25.5,8,1
1991/5/21,20.2,8,1,25.2,8,1
1991/5/22,20.7,8,1,25.9,8,1
1991/5/23,22.3,8,1,27.4,8,1
1991/5/24,18.2,8,1,21.2,8,1
1991/5/25,22.4,8,1,25.9,8,1
1991/5/26,23.1,8,1,27.0,8,1
1991/5/27,15.1,8,1,19.6,8,1
1991/5/28,16.6,8,1,21.0,8,1
1991/5/29,17.5,8,1,21.4,8,1
1991/5/30,18.9,8,1,23.4,8,1
1991/5/31,17.2,8,1,19.1,8,1
1991/6/1,17.6,8,1,19.3,8,1
1991/6/2,18.9,8,1,22.1,8,1
1991/6/3,18.7,8,1,20.0,8,1
1991/6/4,20.5,8,1,29.0,8,1
1991/6/5,20.1,8,1,24.3,8,1
1991/6/6,21.8,8,1,25.1,8,1
1991/6/7,22.3,8,1,26.8,8,1
1991/6/8,22.8,8,1,28.6,8,1
1991/6/9,22.6,8,1,26.9,8,1
1991/6/10,22.3,8,1,24.4,8,1
1991/6/11,24.8,8,1,30.0,8,1
1991/6/12,26.3,8,1,30.6,8,1
1991/6/13,25.9,8,1,29.2,8,1
1991/6/14,24.5,8,1,28.4,8,1
1991/6/15,22.6,8,1,24.6,8,1
1991/6/16,21.5,8,1,24.8,8,1
1991/6/17,22.0,8,1,25.3,8,1
1991/6/18,22.9,8,1,25.9,8,1
1991/6/19,22.9,8,1,26.9,8,1
1991/6/20,20.9,8,1,21.4,8,1
1991/6/21,20.9,8,1,22.4,8,1
1991/6/22,19.6,8,1,20.3,8,1
1991/6/23,21.0,8,1,23.0,8,1
1991/6/24,21.0,8,1,22.0,8,1
1991/6/25,23.8,8,1,27.3,8,1
1991/6/26,26.9,8,1,31.6,8,1
1991/6/27,27.8,8,1,33.0,8,1
1991/6/28,27.2,8,1,32.1,8,1
1991/6/29,26.2,8,1,30.5,8,1
1991/6/30,26.0,8,1,29.0,8,1
1991/7/1,24.6,8,1,27.0,8,1
1991/7/2,22.8,8,1,27.6,8,1
1991/7/3,22.5,8,1,26.6,8,1
1991/7/4,23.8,8,1,27.7,8,1
1991/7/5,25.1,8,1,29.4,8,1
1991/7/6,22.3,8,1,25.1,8,1
1991/7/7,24.1,8,1,28.8,8,1
1991/7/8,28.0,8,1,32.9,8,1
1991/7/9,25.7,8,1,30.1,8,1
1991/7/10,23.8,8,1,28.0,8,1
1991/7/11,27.3,8,1,32.3,8,1
1991/7/12,25.6,8,1,27.9,8,1
1991/7/13,22.8,8,1,25.2,8,1
1991/7/14,21.9,8,1,24.3,8,1
