ダウンロードした時刻：2024/07/09 16:09:27

,浜松,浜松,浜松,浜松,浜松,浜松
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1996/8/2,28.3,8,1,32.8,8,1
1996/8/3,27.4,8,1,30.6,8,1
1996/8/4,29.1,8,1,35.2,8,1
1996/8/5,29.6,8,1,35.3,8,1
1996/8/6,27.2,8,1,31.3,8,1
1996/8/7,25.7,8,1,28.9,8,1
1996/8/8,24.9,8,1,28.7,8,1
1996/8/9,25.4,8,1,29.3,8,1
1996/8/10,26.4,8,1,30.3,8,1
1996/8/11,27.1,8,1,31.7,8,1
1996/8/12,27.3,8,1,31.4,8,1
1996/8/13,25.4,8,1,28.8,8,1
1996/8/14,27.3,8,1,31.0,8,1
1996/8/15,29.8,8,1,34.7,8,1
1996/8/16,29.6,8,1,34.6,8,1
1996/8/17,27.0,8,1,30.7,8,1
1996/8/18,26.8,8,1,31.2,8,1
1996/8/19,26.8,8,1,30.7,8,1
1996/8/20,25.6,8,1,30.0,8,1
1996/8/21,24.8,8,1,29.0,8,1
1996/8/22,26.1,8,1,30.4,8,1
1996/8/23,27.1,8,1,30.6,8,1
1996/8/24,26.8,8,1,31.8,8,1
1996/8/25,24.2,8,1,27.3,8,1
1996/8/26,23.8,8,1,27.1,8,1
1996/8/27,21.5,8,1,23.2,8,1
1996/8/28,20.1,8,1,21.4,8,1
1996/8/29,24.0,8,1,27.1,8,1
1996/8/30,25.7,8,1,30.0,8,1
1996/8/31,25.8,8,1,29.1,8,1
1996/9/1,26.6,8,1,31.4,8,1
1996/9/2,27.5,8,1,33.1,8,1
1996/9/3,25.6,8,1,29.7,8,1
1996/9/4,24.5,8,1,29.3,8,1
1996/9/5,24.9,8,1,29.4,8,1
1996/9/6,25.0,8,1,28.8,8,1
1996/9/7,25.5,8,1,28.5,8,1
1996/9/8,24.7,8,1,28.2,8,1
1996/9/9,22.5,8,1,24.5,8,1
1996/9/10,22.3,8,1,25.5,8,1
1996/9/11,23.4,8,1,27.5,8,1
1996/9/12,23.3,8,1,28.4,8,1
1996/9/13,20.7,8,1,24.4,8,1
1996/9/14,22.8,8,1,27.9,8,1
1996/9/15,24.1,8,1,27.7,8,1
1996/9/16,23.7,8,1,27.1,8,1
1996/9/17,23.2,8,1,27.9,8,1
1996/9/18,22.9,8,1,27.0,8,1
1996/9/19,24.0,8,1,28.4,8,1
1996/9/20,24.0,8,1,27.8,8,1
1996/9/21,22.4,8,1,25.5,8,1
1996/9/22,20.6,8,1,23.5,8,1
1996/9/23,23.7,8,1,28.7,8,1
1996/9/24,23.2,8,1,27.4,8,1
1996/9/25,20.2,8,1,24.0,8,1
1996/9/26,19.6,8,1,21.0,8,1
1996/9/27,21.6,8,1,28.3,8,1
1996/9/28,19.2,8,1,23.8,8,1
1996/9/29,19.5,8,1,24.5,8,1
1996/9/30,17.3,8,1,20.5,8,1
1996/10/1,17.5,8,1,19.5,8,1
1996/10/2,20.4,8,1,25.5,8,1
1996/10/3,19.1,8,1,24.8,8,1
1996/10/4,19.9,8,1,25.2,8,1
1996/10/5,21.2,8,1,26.1,8,1
1996/10/6,21.7,8,1,26.4,8,1
1996/10/7,22.8,8,1,27.1,8,1
1996/10/8,19.1,8,1,21.5,8,1
1996/10/9,18.5,8,1,23.8,8,1
1996/10/10,18.5,8,1,22.0,8,1
1996/10/11,17.7,8,1,20.6,8,1
1996/10/12,18.8,8,1,24.3,8,1
1996/10/13,18.8,8,1,22.9,8,1
1996/10/14,17.6,8,1,18.4,8,1
1996/10/15,19.1,8,1,23.8,8,1
1996/10/16,16.9,8,1,21.4,8,1
1996/10/17,16.6,8,1,22.3,8,1
1996/10/18,18.2,8,1,23.7,8,1
1996/10/19,19.7,8,1,24.5,8,1
1996/10/20,17.1,8,1,21.4,8,1
1996/10/21,15.3,8,1,20.4,8,1
1996/10/22,16.3,8,1,21.5,8,1
1996/10/23,16.8,8,1,22.2,8,1
1996/10/24,18.4,8,1,24.5,8,1
1996/10/25,19.5,8,1,25.6,8,1
1996/10/26,16.8,8,1,22.5,8,1
1996/10/27,13.8,8,1,19.5,8,1
1996/10/28,15.0,8,1,17.4,8,1
1996/10/29,18.3,8,1,24.6,8,1
1996/10/30,18.1,8,1,24.3,8,1
1996/10/31,17.1,8,1,21.3,8,1
1996/11/1,18.3,8,1,21.7,8,1
1996/11/2,20.8,8,1,25.2,8,1
1996/11/3,17.9,8,1,21.0,8,1
1996/11/4,16.8,8,1,22.2,8,1
1996/11/5,18.3,8,1,22.1,8,1
1996/11/6,16.8,8,1,22.1,8,1
1996/11/7,14.0,8,1,17.9,8,1
1996/11/8,14.2,8,1,15.5,8,1
1996/11/9,18.0,8,1,22.6,8,1
1996/11/10,18.9,8,1,22.3,8,1
1996/11/11,16.9,8,1,19.6,8,1
1996/11/12,16.0,8,1,17.5,8,1
1996/11/13,10.6,8,1,14.2,8,1
1996/11/14,10.9,8,1,16.3,8,1
1996/11/15,11.6,8,1,16.0,8,1
1996/11/16,9.4,8,1,14.5,8,1
1996/11/17,10.7,8,1,14.6,8,1
1996/11/18,12.3,8,1,16.1,8,1
1996/11/19,11.9,8,1,17.0,8,1
1996/11/20,11.1,8,1,13.7,8,1
1996/11/21,13.7,8,1,19.3,8,1
1996/11/22,12.6,8,1,16.8,8,1
1996/11/23,11.8,8,1,16.5,8,1
1996/11/24,12.8,8,1,17.1,8,1
1996/11/25,13.5,8,1,19.3,8,1
1996/11/26,12.9,8,1,16.7,8,1
1996/11/27,13.2,8,1,14.4,8,1
1996/11/28,11.5,8,1,16.2,8,1
1996/11/29,8.9,8,1,14.5,8,1
1996/11/30,6.6,8,1,10.0,8,1
1996/12/1,4.7,8,1,7.3,8,1
1996/12/2,4.5,8,1,8.9,8,1
1996/12/3,6.8,8,1,12.5,8,1
1996/12/4,7.9,8,1,13.4,8,1
1996/12/5,13.9,8,1,18.9,8,1
1996/12/6,7.2,8,1,9.9,8,1
1996/12/7,5.1,8,1,9.7,8,1
1996/12/8,5.9,8,1,9.8,8,1
1996/12/9,7.5,8,1,12.4,8,1
1996/12/10,9.7,8,1,14.9,8,1
1996/12/11,10.4,8,1,14.6,8,1
1996/12/12,10.2,8,1,14.5,8,1
1996/12/13,10.3,8,1,15.5,8,1
1996/12/14,10.6,8,1,15.4,8,1
1996/12/15,10.7,8,1,16.7,8,1
1996/12/16,11.9,8,1,17.5,8,1
1996/12/17,13.4,8,1,16.9,8,1
1996/12/18,11.8,8,1,15.4,8,1
1996/12/19,6.8,8,1,10.5,8,1
1996/12/20,5.3,8,1,9.8,8,1
1996/12/21,7.2,8,1,12.5,8,1
1996/12/22,7.6,8,1,12.8,8,1
1996/12/23,6.9,8,1,9.9,8,1
1996/12/24,5.7,8,1,10.6,8,1
1996/12/25,8.6,8,1,13.3,8,1
1996/12/26,9.2,8,1,13.2,8,1
1996/12/27,7.3,8,1,12.6,8,1
1996/12/28,8.4,8,1,13.6,8,1
1996/12/29,7.5,8,1,13.0,8,1
1996/12/30,8.8,8,1,16.1,8,1
1996/12/31,9.5,8,1,15.2,8,1
1997/1/1,10.9,8,1,17.0,8,1
1997/1/2,8.7,8,1,15.9,8,1
1997/1/3,5.1,8,1,8.2,8,1
1997/1/4,5.6,8,1,9.5,8,1
1997/1/5,5.7,8,1,10.9,8,1
1997/1/6,6.7,8,1,10.0,8,1
1997/1/7,6.1,8,1,10.6,8,1
1997/1/8,5.2,8,1,10.8,8,1
1997/1/9,5.2,8,1,10.0,8,1
1997/1/10,5.4,8,1,10.7,8,1
1997/1/11,5.5,8,1,11.5,8,1
1997/1/12,5.4,8,1,11.1,8,1
1997/1/13,5.6,8,1,11.1,8,1
1997/1/14,7.3,8,1,12.5,8,1
1997/1/15,6.8,8,1,10.9,8,1
1997/1/16,5.7,8,1,10.5,8,1
1997/1/17,6.3,8,1,11.9,8,1
1997/1/18,7.7,8,1,12.4,8,1
1997/1/19,7.4,8,1,12.1,8,1
1997/1/20,6.9,8,1,11.5,8,1
1997/1/21,5.0,8,1,11.2,8,1
1997/1/22,-0.4,8,1,4.1,8,1
1997/1/23,5.3,8,1,9.5,8,1
1997/1/24,4.9,8,1,8.4,8,1
1997/1/25,4.1,8,1,6.6,8,1
1997/1/26,4.6,8,1,8.2,8,1
1997/1/27,6.4,8,1,11.5,8,1
1997/1/28,6.6,8,1,11.8,8,1
1997/1/29,4.6,8,1,8.1,8,1
1997/1/30,3.0,8,1,7.2,8,1
1997/1/31,3.7,8,1,8.3,8,1
1997/2/1,4.2,8,1,8.6,8,1
1997/2/2,5.8,8,1,9.9,8,1
1997/2/3,6.0,8,1,12.1,8,1
1997/2/4,3.6,8,1,7.6,8,1
1997/2/5,5.0,8,1,11.1,8,1
1997/2/6,6.2,8,1,11.3,8,1
1997/2/7,6.7,8,1,12.4,8,1
1997/2/8,8.0,8,1,13.6,8,1
1997/2/9,8.0,8,1,13.6,8,1
1997/2/10,7.7,8,1,14.8,8,1
1997/2/11,5.4,8,1,10.5,8,1
1997/2/12,4.2,8,1,9.1,8,1
1997/2/13,4.0,8,1,9.5,8,1
1997/2/14,5.1,8,1,10.4,8,1
1997/2/15,6.8,8,1,12.1,8,1
1997/2/16,8.8,8,1,13.6,8,1
1997/2/17,5.8,8,1,10.4,8,1
1997/2/18,4.8,8,1,9.5,8,1
1997/2/19,3.7,8,1,7.6,8,1
1997/2/20,5.7,8,1,10.7,8,1
1997/2/21,4.5,8,1,9.3,8,1
1997/2/22,1.1,8,1,6.0,8,1
1997/2/23,3.6,8,1,10.4,8,1
1997/2/24,6.6,8,1,14.3,8,1
1997/2/25,9.0,8,1,15.5,8,1
1997/2/26,12.2,8,1,16.3,8,1
1997/2/27,10.1,8,1,14.7,8,1
1997/2/28,11.1,8,1,13.8,8,1
1997/3/1,11.5,8,1,17.5,8,1
1997/3/2,8.2,8,1,13.1,8,1
1997/3/3,6.9,8,1,9.4,8,1
1997/3/4,7.7,8,1,13.3,8,1
1997/3/5,10.8,8,1,16.5,8,1
1997/3/6,11.2,8,1,17.6,8,1
1997/3/7,13.8,8,1,19.3,8,1
1997/3/8,11.3,8,1,16.5,8,1
1997/3/9,10.0,8,1,15.7,8,1
1997/3/10,8.8,8,1,14.1,8,1
1997/3/11,12.1,8,1,18.9,8,1
1997/3/12,9.2,8,1,14.8,8,1
1997/3/13,11.1,8,1,16.5,8,1
1997/3/14,13.0,8,1,17.4,8,1
1997/3/15,11.1,8,1,12.7,8,1
1997/3/16,9.7,8,1,11.8,8,1
1997/3/17,9.9,8,1,15.0,8,1
1997/3/18,9.1,8,1,14.9,8,1
1997/3/19,11.7,8,1,17.7,8,1
1997/3/20,11.3,8,1,14.4,8,1
1997/3/21,11.3,8,1,16.2,8,1
1997/3/22,12.3,8,1,17.0,8,1
1997/3/23,11.1,8,1,16.1,8,1
1997/3/24,7.4,8,1,12.6,8,1
1997/3/25,9.0,8,1,16.4,8,1
1997/3/26,13.2,8,1,17.7,8,1
1997/3/27,12.0,8,1,16.8,8,1
1997/3/28,11.8,8,1,16.9,8,1
1997/3/29,12.5,8,1,16.3,8,1
1997/3/30,14.3,8,1,18.7,8,1
1997/3/31,10.1,8,1,15.1,8,1
1997/4/1,10.9,8,1,16.1,8,1
1997/4/2,13.1,8,1,19.6,8,1
1997/4/3,15.5,8,1,17.9,8,1
1997/4/4,15.4,8,1,17.5,8,1
1997/4/5,17.1,8,1,18.6,8,1
1997/4/6,17.1,8,1,18.3,8,1
1997/4/7,13.0,8,1,16.1,8,1
1997/4/8,14.2,8,1,20.4,8,1
1997/4/9,15.5,8,1,20.7,8,1
1997/4/10,14.6,8,1,19.1,8,1
1997/4/11,14.2,8,1,19.3,8,1
1997/4/12,13.3,8,1,19.5,8,1
1997/4/13,14.8,8,1,21.5,8,1
1997/4/14,16.4,8,1,22.7,8,1
1997/4/15,14.1,8,1,16.1,8,1
1997/4/16,12.4,8,1,17.0,8,1
1997/4/17,13.6,8,1,19.0,8,1
1997/4/18,15.6,8,1,20.9,8,1
1997/4/19,15.2,8,1,22.0,8,1
1997/4/20,14.9,8,1,19.4,8,1
1997/4/21,15.8,8,1,20.7,8,1
1997/4/22,15.7,8,1,19.1,8,1
1997/4/23,16.4,8,1,22.3,8,1
1997/4/24,14.0,8,1,20.3,8,1
1997/4/25,14.2,8,1,19.9,8,1
1997/4/26,14.7,8,1,21.0,8,1
1997/4/27,16.6,8,1,23.2,8,1
1997/4/28,15.2,8,1,16.5,8,1
1997/4/29,18.2,8,1,24.0,8,1
1997/4/30,18.0,8,1,23.7,8,1
1997/5/1,18.1,8,1,22.8,8,1
1997/5/2,19.0,8,1,23.5,8,1
1997/5/3,17.2,8,1,19.4,8,1
1997/5/4,18.5,8,1,23.9,8,1
1997/5/5,21.4,8,1,28.1,8,1
1997/5/6,21.7,8,1,26.3,8,1
1997/5/7,22.3,8,1,27.4,8,1
1997/5/8,20.8,8,1,22.0,8,1
1997/5/9,14.9,8,1,19.6,8,1
1997/5/10,16.2,8,1,20.6,8,1
1997/5/11,18.6,8,1,22.7,8,1
1997/5/12,19.3,8,1,23.7,8,1
1997/5/13,18.8,8,1,21.7,8,1
1997/5/14,17.4,8,1,18.0,8,1
1997/5/15,19.3,8,1,23.8,8,1
1997/5/16,21.6,8,1,25.7,8,1
1997/5/17,21.6,8,1,26.0,8,1
1997/5/18,18.8,8,1,24.9,8,1
1997/5/19,18.6,8,1,21.5,8,1
1997/5/20,16.2,8,1,21.2,8,1
1997/5/21,16.7,8,1,21.5,8,1
1997/5/22,16.8,8,1,21.6,8,1
1997/5/23,17.5,8,1,22.6,8,1
1997/5/24,15.8,8,1,17.0,8,1
1997/5/25,18.4,8,1,23.6,8,1
1997/5/26,17.3,8,1,23.1,8,1
1997/5/27,17.9,8,1,23.5,8,1
1997/5/28,18.0,8,1,22.5,8,1
1997/5/29,18.8,8,1,23.1,8,1
1997/5/30,20.0,8,1,23.9,8,1
1997/5/31,20.1,8,1,25.0,8,1
1997/6/1,20.9,8,1,24.7,8,1
1997/6/2,21.8,8,1,25.6,8,1
1997/6/3,21.8,8,1,25.3,8,1
1997/6/4,20.0,8,1,22.3,8,1
1997/6/5,22.5,8,1,28.7,8,1
1997/6/6,19.9,8,1,23.5,8,1
1997/6/7,20.8,8,1,24.3,8,1
1997/6/8,20.4,8,1,25.2,8,1
1997/6/9,18.8,8,1,20.5,8,1
1997/6/10,23.3,8,1,29.2,8,1
1997/6/11,19.7,8,1,21.9,8,1
1997/6/12,21.1,8,1,25.5,8,1
1997/6/13,21.0,8,1,25.0,8,1
1997/6/14,22.1,8,1,26.4,8,1
1997/6/15,20.6,8,1,23.8,8,1
1997/6/16,21.1,8,1,24.1,8,1
1997/6/17,22.1,8,1,26.0,8,1
1997/6/18,19.9,8,1,21.0,8,1
1997/6/19,22.4,8,1,27.2,8,1
1997/6/20,22.9,8,1,25.7,8,1
1997/6/21,25.0,8,1,30.4,8,1
1997/6/22,21.2,8,1,22.8,8,1
1997/6/23,20.7,8,1,24.4,8,1
1997/6/24,22.2,8,1,26.2,8,1
1997/6/25,23.1,8,1,26.5,8,1
1997/6/26,24.4,8,1,27.4,8,1
1997/6/27,24.9,8,1,30.2,8,1
1997/6/28,23.6,8,1,26.1,8,1
1997/6/29,25.3,8,1,30.8,8,1
1997/6/30,23.3,8,1,27.4,8,1
1997/7/1,23.0,8,1,26.2,8,1
1997/7/2,23.5,8,1,27.4,8,1
1997/7/3,26.9,8,1,32.7,8,1
1997/7/4,27.2,8,1,33.5,8,1
1997/7/5,26.3,8,1,30.3,8,1
1997/7/6,26.2,8,1,30.8,8,1
1997/7/7,25.5,8,1,28.6,8,1
1997/7/8,24.9,8,1,27.3,8,1
1997/7/9,24.9,8,1,27.5,8,1
1997/7/10,23.4,8,1,25.5,8,1
1997/7/11,23.2,8,1,24.4,8,1
1997/7/12,23.6,8,1,24.9,8,1
1997/7/13,23.9,8,1,25.3,8,1
1997/7/14,26.2,8,1,31.4,8,1
1997/7/15,26.8,8,1,31.4,8,1
1997/7/16,27.3,8,1,30.8,8,1
1997/7/17,25.5,8,1,28.5,8,1
1997/7/18,22.9,8,1,24.7,8,1
1997/7/19,23.3,8,1,27.6,8,1
1997/7/20,24.5,8,1,28.6,8,1
1997/7/21,25.1,8,1,29.4,8,1
1997/7/22,25.7,8,1,30.1,8,1
1997/7/23,26.1,8,1,31.0,8,1
1997/7/24,26.3,8,1,30.4,8,1
1997/7/25,26.8,8,1,31.6,8,1
1997/7/26,25.2,8,1,27.0,8,1
1997/7/27,25.1,8,1,27.7,8,1
1997/7/28,24.5,8,1,26.6,8,1
1997/7/29,23.8,8,1,26.7,8,1
1997/7/30,25.5,8,1,29.9,8,1
1997/7/31,26.4,8,1,29.2,8,1
1997/8/1,26.3,8,1,29.9,8,1
1997/8/2,26.9,8,1,30.2,8,1
1997/8/3,27.4,8,1,32.1,8,1
1997/8/4,27.4,8,1,31.3,8,1
1997/8/5,24.4,8,1,27.6,8,1
1997/8/6,24.1,8,1,28.2,8,1
1997/8/7,26.2,8,1,31.3,8,1
1997/8/8,26.6,8,1,28.9,8,1
1997/8/9,27.3,8,1,30.2,8,1
1997/8/10,26.8,8,1,28.9,8,1
1997/8/11,27.3,8,1,30.2,8,1
1997/8/12,27.1,8,1,30.5,8,1
1997/8/13,27.5,8,1,31.3,8,1
1997/8/14,27.4,8,1,30.9,8,1
1997/8/15,25.9,8,1,30.4,8,1
1997/8/16,25.1,8,1,29.9,8,1
1997/8/17,24.8,8,1,28.8,8,1
1997/8/18,26.7,8,1,31.5,8,1
1997/8/19,26.9,8,1,30.5,8,1
1997/8/20,26.4,8,1,29.6,8,1
1997/8/21,26.7,8,1,30.1,8,1
1997/8/22,27.4,8,1,32.0,8,1
1997/8/23,29.0,8,1,34.6,8,1
1997/8/24,27.0,8,1,31.4,8,1
1997/8/25,26.9,8,1,31.5,8,1
1997/8/26,26.5,8,1,30.7,8,1
1997/8/27,27.4,8,1,33.3,8,1
1997/8/28,27.1,8,1,33.9,8,1
1997/8/29,26.8,8,1,31.2,8,1
1997/8/30,28.1,8,1,33.4,8,1
1997/8/31,26.5,8,1,31.0,8,1
1997/9/1,27.3,8,1,31.0,8,1
1997/9/2,26.9,8,1,31.0,8,1
1997/9/3,28.7,8,1,34.4,8,1
1997/9/4,27.8,8,1,33.4,8,1
1997/9/5,25.3,8,1,30.1,8,1
1997/9/6,25.2,8,1,29.3,8,1
1997/9/7,26.4,8,1,30.4,8,1
1997/9/8,26.6,8,1,31.0,8,1
1997/9/9,26.4,8,1,30.2,8,1
1997/9/10,27.5,8,1,32.6,8,1
1997/9/11,26.1,8,1,30.1,8,1
1997/9/12,26.1,8,1,30.3,8,1
1997/9/13,26.8,8,1,31.5,8,1
1997/9/14,24.8,8,1,27.7,8,1
1997/9/15,20.6,8,1,23.6,8,1
1997/9/16,21.5,8,1,25.4,8,1
1997/9/17,24.1,8,1,26.2,8,1
1997/9/18,26.4,8,1,30.8,8,1
1997/9/19,25.4,8,1,29.8,8,1
1997/9/20,22.6,8,1,26.2,8,1
1997/9/21,22.4,8,1,27.5,8,1
1997/9/22,22.5,8,1,25.4,8,1
1997/9/23,20.1,8,1,22.0,8,1
1997/9/24,20.4,8,1,23.9,8,1
1997/9/25,21.0,8,1,24.4,8,1
1997/9/26,20.3,8,1,23.6,8,1
1997/9/27,20.6,8,1,23.2,8,1
1997/9/28,20.0,8,1,24.9,8,1
1997/9/29,19.4,8,1,24.9,8,1
1997/9/30,19.0,8,1,23.9,8,1
1997/10/1,19.7,8,1,25.2,8,1
1997/10/2,16.9,8,1,20.4,8,1
1997/10/3,19.6,8,1,25.0,8,1
1997/10/4,17.9,8,1,20.9,8,1
1997/10/5,20.0,8,1,25.1,8,1
1997/10/6,20.0,8,1,24.5,8,1
1997/10/7,19.7,8,1,23.6,8,1
1997/10/8,18.7,8,1,24.0,8,1
1997/10/9,17.8,8,1,22.9,8,1
1997/10/10,19.4,8,1,24.1,8,1
1997/10/11,19.3,8,1,24.1,8,1
1997/10/12,16.0,8,1,20.3,8,1
1997/10/13,16.2,8,1,21.3,8,1
1997/10/14,17.6,8,1,22.3,8,1
1997/10/15,18.4,8,1,23.7,8,1
1997/10/16,17.3,8,1,21.8,8,1
1997/10/17,17.4,8,1,21.4,8,1
1997/10/18,18.8,8,1,24.7,8,1
1997/10/19,18.5,8,1,24.4,8,1
1997/10/20,19.0,8,1,25.5,8,1
1997/10/21,20.3,8,1,26.0,8,1
1997/10/22,20.3,8,1,27.2,8,1
1997/10/23,19.0,8,1,24.3,8,1
1997/10/24,20.1,8,1,25.4,8,1
1997/10/25,20.3,8,1,25.7,8,1
1997/10/26,14.4,8,1,18.2,8,1
1997/10/27,12.4,8,1,16.6,8,1
1997/10/28,13.9,8,1,18.7,8,1
1997/10/29,14.7,8,1,19.7,8,1
1997/10/30,15.7,8,1,20.0,8,1
1997/10/31,13.4,8,1,17.6,8,1
1997/11/1,11.3,8,1,16.4,8,1
1997/11/2,13.1,8,1,18.3,8,1
1997/11/3,14.6,8,1,21.0,8,1
1997/11/4,13.8,8,1,20.2,8,1
1997/11/5,14.7,8,1,21.5,8,1
1997/11/6,13.5,8,1,19.2,8,1
1997/11/7,13.9,8,1,19.1,8,1
1997/11/8,14.0,8,1,18.8,8,1
1997/11/9,13.4,8,1,19.5,8,1
1997/11/10,15.0,8,1,20.1,8,1
1997/11/11,15.7,8,1,21.3,8,1
1997/11/12,15.4,8,1,21.7,8,1
1997/11/13,17.0,8,1,21.3,8,1
1997/11/14,16.6,8,1,18.5,8,1
1997/11/15,17.3,8,1,20.1,8,1
1997/11/16,16.2,8,1,18.9,8,1
1997/11/17,15.8,8,1,18.3,8,1
1997/11/18,10.8,8,1,14.0,8,1
1997/11/19,11.0,8,1,17.0,8,1
1997/11/20,12.3,8,1,16.2,8,1
1997/11/21,15.2,8,1,19.2,8,1
1997/11/22,15.7,8,1,17.7,8,1
1997/11/23,13.6,8,1,17.0,8,1
1997/11/24,11.3,8,1,16.9,8,1
1997/11/25,13.1,8,1,17.3,8,1
1997/11/26,17.4,8,1,20.4,8,1
1997/11/27,16.4,8,1,20.4,8,1
1997/11/28,14.2,8,1,18.3,8,1
1997/11/29,16.6,8,1,20.2,8,1
1997/11/30,16.3,8,1,20.1,8,1
1997/12/1,12.5,8,1,16.3,8,1
1997/12/2,8.6,8,1,12.9,8,1
1997/12/3,4.4,8,1,8.4,8,1
1997/12/4,5.9,8,1,12.0,8,1
1997/12/5,7.7,8,1,13.5,8,1
1997/12/6,11.1,8,1,17.5,8,1
1997/12/7,15.9,8,1,20.1,8,1
1997/12/8,15.3,8,1,17.4,8,1
1997/12/9,11.4,8,1,14.2,8,1
1997/12/10,7.3,8,1,11.1,8,1
1997/12/11,4.9,8,1,8.6,8,1
1997/12/12,6.1,8,1,9.3,8,1
1997/12/13,7.6,8,1,12.9,8,1
1997/12/14,7.4,8,1,12.8,8,1
1997/12/15,8.8,8,1,13.4,8,1
1997/12/16,9.7,8,1,14.1,8,1
1997/12/17,9.7,8,1,13.7,8,1
1997/12/18,11.4,8,1,16.6,8,1
1997/12/19,11.4,8,1,17.4,8,1
1997/12/20,12.5,8,1,16.8,8,1
1997/12/21,12.4,8,1,17.5,8,1
1997/12/22,8.6,8,1,11.1,8,1
1997/12/23,8.6,8,1,10.6,8,1
1997/12/24,8.2,8,1,12.1,8,1
1997/12/25,7.5,8,1,13.7,8,1
1997/12/26,8.5,8,1,13.5,8,1
1997/12/27,12.1,8,1,17.2,8,1
1997/12/28,10.8,8,1,15.2,8,1
1997/12/29,9.4,8,1,13.5,8,1
1997/12/30,8.2,8,1,9.9,8,1
1997/12/31,8.4,8,1,12.7,8,1
1998/1/1,7.5,8,1,12.4,8,1
1998/1/2,9.6,8,1,14.4,8,1
1998/1/3,8.9,8,1,14.6,8,1
1998/1/4,8.4,8,1,12.1,8,1
1998/1/5,5.9,8,1,9.0,8,1
1998/1/6,5.4,8,1,10.8,8,1
1998/1/7,6.0,8,1,10.4,8,1
1998/1/8,6.1,8,1,7.2,8,1
1998/1/9,7.2,8,1,11.6,8,1
1998/1/10,6.1,8,1,9.9,8,1
1998/1/11,5.4,8,1,8.0,8,1
1998/1/12,4.7,8,1,5.6,8,1
1998/1/13,5.8,8,1,11.6,8,1
1998/1/14,7.5,8,1,11.4,8,1
1998/1/15,7.8,8,1,9.1,8,1
1998/1/16,8.0,8,1,13.1,8,1
1998/1/17,8.0,8,1,12.2,8,1
1998/1/18,10.7,8,1,13.5,8,1
1998/1/19,5.5,8,1,9.8,8,1
1998/1/20,3.0,8,1,6.9,8,1
1998/1/21,4.9,8,1,10.7,8,1
1998/1/22,4.9,8,1,8.9,8,1
1998/1/23,5.1,8,1,9.0,8,1
1998/1/24,2.8,8,1,6.3,8,1
1998/1/25,1.8,8,1,6.6,8,1
1998/1/26,4.2,8,1,8.2,8,1
1998/1/27,5.2,8,1,10.0,8,1
1998/1/28,5.5,8,1,8.8,8,1
1998/1/29,4.1,8,1,8.5,8,1
1998/1/30,5.1,8,1,11.0,8,1
1998/1/31,6.8,8,1,11.8,8,1
1998/2/1,4.8,8,1,8.3,8,1
1998/2/2,6.2,8,1,11.9,8,1
1998/2/3,7.2,8,1,11.9,8,1
1998/2/4,6.3,8,1,11.0,8,1
1998/2/5,4.6,8,1,10.2,8,1
1998/2/6,6.0,8,1,12.3,8,1
1998/2/7,6.6,8,1,13.2,8,1
1998/2/8,5.2,8,1,10.6,8,1
1998/2/9,4.5,8,1,9.1,8,1
1998/2/10,5.4,8,1,11.1,8,1
1998/2/11,5.1,8,1,11.1,8,1
1998/2/12,9.9,8,1,16.1,8,1
1998/2/13,14.9,8,1,21.4,8,1
1998/2/14,13.9,8,1,18.6,8,1
1998/2/15,7.4,8,1,11.4,8,1
1998/2/16,6.9,8,1,12.6,8,1
1998/2/17,6.8,8,1,12.5,8,1
1998/2/18,6.3,8,1,11.4,8,1
1998/2/19,10.9,8,1,15.8,8,1
1998/2/20,11.6,8,1,13.7,8,1
1998/2/21,10.5,8,1,13.0,8,1
1998/2/22,7.6,8,1,11.3,8,1
1998/2/23,9.4,8,1,15.1,8,1
1998/2/24,9.6,8,1,11.9,8,1
1998/2/25,9.2,8,1,10.2,8,1
1998/2/26,10.0,8,1,13.2,8,1
1998/2/27,11.0,8,1,16.8,8,1
1998/2/28,10.7,8,1,17.4,8,1
1998/3/1,8.7,8,1,12.5,8,1
1998/3/2,9.6,8,1,15.3,8,1
1998/3/3,9.7,8,1,16.3,8,1
1998/3/4,10.9,8,1,16.6,8,1
1998/3/5,8.0,8,1,10.5,8,1
1998/3/6,9.5,8,1,14.8,8,1
1998/3/7,8.0,8,1,12.3,8,1
1998/3/8,7.1,8,1,13.4,8,1
1998/3/9,11.3,8,1,17.2,8,1
1998/3/10,9.3,8,1,11.1,8,1
1998/3/11,9.9,8,1,13.1,8,1
1998/3/12,11.5,8,1,14.9,8,1
1998/3/13,10.9,8,1,15.3,8,1
1998/3/14,11.4,8,1,16.2,8,1
1998/3/15,7.8,8,1,12.2,8,1
1998/3/16,7.0,8,1,11.9,8,1
1998/3/17,9.2,8,1,15.1,8,1
1998/3/18,7.7,8,1,13.3,8,1
1998/3/19,11.4,8,1,15.8,8,1
1998/3/20,13.8,8,1,16.7,8,1
1998/3/21,10.3,8,1,14.4,8,1
1998/3/22,9.9,8,1,15.4,8,1
1998/3/23,8.7,8,1,14.6,8,1
1998/3/24,10.3,8,1,15.1,8,1
1998/3/25,11.5,8,1,15.7,8,1
1998/3/26,12.5,8,1,18.0,8,1
