ダウンロードした時刻：2024/07/10 01:11:24

,横浜,横浜,横浜,横浜,横浜,横浜
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1975/8/3,28.1,8,1,33.1,8,1
1975/8/4,28.4,8,1,33.2,8,1
1975/8/5,29.0,8,1,33.1,8,1
1975/8/6,27.9,8,1,32.5,8,1
1975/8/7,25.1,8,1,26.5,8,1
1975/8/8,25.4,8,1,29.3,8,1
1975/8/9,24.3,8,1,28.7,8,1
1975/8/10,23.9,8,1,27.0,8,1
1975/8/11,25.2,8,1,29.4,8,1
1975/8/12,25.1,8,1,30.0,8,1
1975/8/13,25.7,8,1,31.5,8,1
1975/8/14,26.6,8,1,31.6,8,1
1975/8/15,26.6,8,1,32.0,8,1
1975/8/16,27.2,8,1,31.3,8,1
1975/8/17,27.0,8,1,30.2,8,1
1975/8/18,27.7,8,1,31.0,8,1
1975/8/19,26.7,8,1,29.7,8,1
1975/8/20,27.9,8,1,31.3,8,1
1975/8/21,28.0,8,1,31.9,8,1
1975/8/22,27.0,8,1,28.7,8,1
1975/8/23,26.4,8,1,28.1,8,1
1975/8/24,26.8,8,1,32.0,8,1
1975/8/25,25.2,8,1,29.7,8,1
1975/8/26,24.3,8,1,27.6,8,1
1975/8/27,23.9,8,1,29.4,8,1
1975/8/28,25.2,8,1,30.4,8,1
1975/8/29,25.5,8,1,30.6,8,1
1975/8/30,25.9,8,1,31.2,8,1
1975/8/31,26.1,8,1,31.0,8,1
1975/9/1,26.5,8,1,32.1,8,1
1975/9/2,26.4,8,1,31.5,8,1
1975/9/3,26.3,8,1,31.0,8,1
1975/9/4,26.3,8,1,30.6,8,1
1975/9/5,26.1,8,1,31.3,8,1
1975/9/6,26.4,8,1,30.8,8,1
1975/9/7,26.2,8,1,31.0,8,1
1975/9/8,25.9,8,1,30.7,8,1
1975/9/9,26.0,8,1,30.5,8,1
1975/9/10,24.8,8,1,29.5,8,1
1975/9/11,24.9,8,1,30.3,8,1
1975/9/12,27.1,8,1,32.2,8,1
1975/9/13,27.7,8,1,32.0,8,1
1975/9/14,25.2,8,1,28.2,8,1
1975/9/15,25.6,8,1,29.0,8,1
1975/9/16,27.7,8,1,31.8,8,1
1975/9/17,27.6,8,1,31.3,8,1
1975/9/18,26.5,8,1,29.6,8,1
1975/9/19,24.8,8,1,29.9,8,1
1975/9/20,26.3,8,1,30.4,8,1
1975/9/21,27.4,8,1,30.7,8,1
1975/9/22,27.5,8,1,32.5,8,1
1975/9/23,20.8,8,1,24.0,8,1
1975/9/24,19.3,8,1,20.8,8,1
1975/9/25,20.4,8,1,25.5,8,1
1975/9/26,21.3,8,1,26.1,8,1
1975/9/27,21.9,8,1,26.1,8,1
1975/9/28,21.8,8,1,24.7,8,1
1975/9/29,17.6,8,1,19.6,8,1
1975/9/30,18.6,8,1,21.1,8,1
1975/10/1,18.1,8,1,22.5,8,1
1975/10/2,18.7,8,1,21.9,8,1
1975/10/3,17.4,8,1,18.3,8,1
1975/10/4,21.4,8,1,24.9,8,1
1975/10/5,21.5,8,1,24.6,8,1
1975/10/6,21.5,8,1,25.4,8,1
1975/10/7,21.1,8,1,22.9,8,1
1975/10/8,21.2,8,1,25.1,8,1
1975/10/9,21.0,8,1,24.6,8,1
1975/10/10,19.5,8,1,23.0,8,1
1975/10/11,18.5,8,1,21.1,8,1
1975/10/12,16.7,8,1,19.3,8,1
1975/10/13,16.0,8,1,17.1,8,1
1975/10/14,17.3,8,1,21.0,8,1
1975/10/15,16.3,8,1,19.7,8,1
1975/10/16,13.9,8,1,16.6,8,1
1975/10/17,14.4,8,1,16.5,8,1
1975/10/18,14.2,8,1,15.0,8,1
1975/10/19,15.7,8,1,17.9,8,1
1975/10/20,17.9,8,1,21.8,8,1
1975/10/21,17.8,8,1,22.0,8,1
1975/10/22,16.2,8,1,20.2,8,1
1975/10/23,15.1,8,1,18.5,8,1
1975/10/24,14.9,8,1,17.7,8,1
1975/10/25,14.5,8,1,16.0,8,1
1975/10/26,13.8,8,1,17.7,8,1
1975/10/27,14.5,8,1,18.7,8,1
1975/10/28,13.3,8,1,14.5,8,1
1975/10/29,20.6,8,1,24.6,8,1
1975/10/30,13.6,8,1,21.8,8,1
1975/10/31,9.0,8,1,11.5,8,1
1975/11/1,12.4,8,1,15.5,8,1
1975/11/2,13.3,8,1,16.8,8,1
1975/11/3,12.7,8,1,17.1,8,1
1975/11/4,12.1,8,1,16.8,8,1
1975/11/5,13.3,8,1,15.5,8,1
1975/11/6,11.8,8,1,12.3,8,1
1975/11/7,17.4,8,1,23.1,8,1
1975/11/8,15.8,8,1,19.7,8,1
1975/11/9,13.6,8,1,17.0,8,1
1975/11/10,11.4,8,1,14.3,8,1
1975/11/11,10.7,8,1,12.5,8,1
1975/11/12,12.2,8,1,15.7,8,1
1975/11/13,12.4,8,1,15.7,8,1
1975/11/14,13.5,8,1,15.4,8,1
1975/11/15,14.0,8,1,15.7,8,1
1975/11/16,19.2,8,1,24.3,8,1
1975/11/17,16.6,8,1,21.0,8,1
1975/11/18,13.7,8,1,17.4,8,1
1975/11/19,12.5,8,1,13.7,8,1
1975/11/20,12.2,8,1,15.4,8,1
1975/11/21,8.6,8,1,10.4,8,1
1975/11/22,11.2,8,1,12.9,8,1
1975/11/23,10.1,8,1,13.6,8,1
1975/11/24,9.0,8,1,12.5,8,1
1975/11/25,9.0,8,1,13.8,8,1
1975/11/26,10.4,8,1,14.9,8,1
1975/11/27,9.8,8,1,13.3,8,1
1975/11/28,12.6,8,1,16.6,8,1
1975/11/29,12.1,8,1,15.4,8,1
1975/11/30,9.1,8,1,13.9,8,1
1975/12/1,7.5,8,1,10.0,8,1
1975/12/2,6.5,8,1,10.6,8,1
1975/12/3,7.4,8,1,11.7,8,1
1975/12/4,10.4,8,1,15.3,8,1
1975/12/5,10.9,8,1,16.8,8,1
1975/12/6,10.2,8,1,12.9,8,1
1975/12/7,9.8,8,1,12.7,8,1
1975/12/8,6.8,8,1,11.0,8,1
1975/12/9,4.9,8,1,6.1,8,1
1975/12/10,6.0,8,1,8.2,8,1
1975/12/11,5.6,8,1,8.6,8,1
1975/12/12,6.7,8,1,11.2,8,1
1975/12/13,6.0,8,1,9.3,8,1
1975/12/14,5.0,8,1,7.8,8,1
1975/12/15,6.7,8,1,10.6,8,1
1975/12/16,6.6,8,1,11.8,8,1
1975/12/17,5.8,8,1,10.3,8,1
1975/12/18,5.3,8,1,10.0,8,1
1975/12/19,5.4,8,1,11.0,8,1
1975/12/20,6.0,8,1,9.9,8,1
1975/12/21,5.5,8,1,9.8,8,1
1975/12/22,7.2,8,1,12.7,8,1
1975/12/23,6.9,8,1,11.7,8,1
1975/12/24,6.9,8,1,11.4,8,1
1975/12/25,5.5,8,1,11.3,8,1
1975/12/26,6.2,8,1,11.0,8,1
1975/12/27,6.2,8,1,9.7,8,1
1975/12/28,5.3,8,1,9.5,8,1
1975/12/29,4.6,8,1,8.0,8,1
1975/12/30,6.0,8,1,10.6,8,1
1975/12/31,4.8,8,1,9.9,8,1
1976/1/1,4.1,8,1,8.8,8,1
1976/1/2,7.1,8,1,14.5,8,1
1976/1/3,6.7,8,1,11.6,8,1
1976/1/4,10.1,8,1,15.6,8,1
1976/1/5,11.0,8,1,17.2,8,1
1976/1/6,6.7,8,1,11.6,8,1
1976/1/7,6.4,8,1,11.1,8,1
1976/1/8,8.3,8,1,14.1,8,1
1976/1/9,8.0,8,1,10.9,8,1
1976/1/10,4.5,8,1,7.9,8,1
1976/1/11,3.7,8,1,8.2,8,1
1976/1/12,4.0,8,1,8.6,8,1
1976/1/13,5.1,8,1,9.5,8,1
1976/1/14,6.6,8,1,12.4,8,1
1976/1/15,4.1,8,1,8.2,8,1
1976/1/16,4.0,8,1,8.2,8,1
1976/1/17,8.2,8,1,14.0,8,1
1976/1/18,7.5,8,1,12.5,8,1
1976/1/19,3.7,8,1,8.6,8,1
1976/1/20,2.9,8,1,7.7,8,1
1976/1/21,1.4,8,1,4.4,8,1
1976/1/22,1.2,8,1,7.3,8,1
1976/1/23,1.1,8,1,6.5,8,1
1976/1/24,2.5,8,1,7.0,8,1
1976/1/25,2.9,8,1,7.3,8,1
1976/1/26,4.9,8,1,9.4,8,1
1976/1/27,3.9,8,1,9.4,8,1
1976/1/28,4.5,8,1,8.9,8,1
1976/1/29,5.3,8,1,10.0,8,1
1976/1/30,5.5,8,1,10.2,8,1
1976/1/31,4.6,8,1,8.2,8,1
1976/2/1,5.1,8,1,9.2,8,1
1976/2/2,6.7,8,1,12.1,8,1
1976/2/3,7.6,8,1,13.8,8,1
1976/2/4,8.3,8,1,12.4,8,1
1976/2/5,3.8,8,1,7.8,8,1
1976/2/6,5.0,8,1,9.8,8,1
1976/2/7,3.4,8,1,8.3,8,1
1976/2/8,3.8,8,1,7.6,8,1
1976/2/9,5.3,8,1,10.6,8,1
1976/2/10,5.9,8,1,10.6,8,1
1976/2/11,4.4,8,1,8.8,8,1
1976/2/12,2.2,8,1,5.8,8,1
1976/2/13,1.9,8,1,4.8,8,1
1976/2/14,2.9,8,1,5.5,8,1
1976/2/15,11.4,8,1,17.1,8,1
1976/2/16,9.8,8,1,16.4,8,1
1976/2/17,8.3,8,1,11.3,8,1
1976/2/18,7.5,8,1,10.9,8,1
1976/2/19,8.2,8,1,9.4,8,1
1976/2/20,4.8,8,1,7.3,8,1
1976/2/21,4.9,8,1,9.1,8,1
1976/2/22,5.8,8,1,8.8,8,1
1976/2/23,7.1,8,1,10.5,8,1
1976/2/24,6.6,8,1,11.3,8,1
1976/2/25,6.3,8,1,9.4,8,1
1976/2/26,7.0,8,1,10.5,8,1
1976/2/27,9.6,8,1,15.4,8,1
1976/2/28,14.6,8,1,17.6,8,1
1976/2/29,13.1,8,1,18.5,8,1
1976/3/1,7.2,8,1,8.0,8,1
1976/3/2,4.7,8,1,7.2,8,1
1976/3/3,5.8,8,1,8.5,8,1
1976/3/4,7.8,8,1,12.5,8,1
1976/3/5,7.9,8,1,10.8,8,1
1976/3/6,9.7,8,1,14.5,8,1
1976/3/7,12.2,8,1,16.5,8,1
1976/3/8,11.5,8,1,14.6,8,1
1976/3/9,10.7,8,1,14.6,8,1
1976/3/10,8.6,8,1,10.7,8,1
1976/3/11,10.5,8,1,15.5,8,1
1976/3/12,11.1,8,1,13.6,8,1
1976/3/13,7.9,8,1,10.8,8,1
1976/3/14,8.6,8,1,13.8,8,1
1976/3/15,11.1,8,1,15.3,8,1
1976/3/16,11.1,8,1,14.8,8,1
1976/3/17,7.4,8,1,11.5,8,1
1976/3/18,13.5,8,1,17.9,8,1
1976/3/19,8.0,8,1,13.4,8,1
1976/3/20,4.5,8,1,7.9,8,1
1976/3/21,5.5,8,1,9.8,8,1
1976/3/22,6.8,8,1,11.5,8,1
1976/3/23,8.3,8,1,13.4,8,1
1976/3/24,7.1,8,1,10.3,8,1
1976/3/25,7.5,8,1,11.0,8,1
1976/3/26,7.5,8,1,10.0,8,1
1976/3/27,9.3,8,1,16.0,8,1
1976/3/28,9.5,8,1,11.8,8,1
1976/3/29,8.1,8,1,10.1,8,1
1976/3/30,14.6,8,1,18.4,8,1
1976/3/31,10.5,8,1,13.5,8,1
1976/4/1,6.0,8,1,7.8,8,1
1976/4/2,10.2,8,1,14.9,8,1
1976/4/3,6.6,8,1,9.3,8,1
1976/4/4,6.6,8,1,7.8,8,1
1976/4/5,9.3,8,1,13.2,8,1
1976/4/6,12.6,8,1,15.7,8,1
1976/4/7,10.5,8,1,16.3,8,1
1976/4/8,7.7,8,1,10.7,8,1
1976/4/9,5.4,8,1,7.5,8,1
1976/4/10,8.8,8,1,13.1,8,1
1976/4/11,10.2,8,1,14.1,8,1
1976/4/12,12.4,8,1,15.9,8,1
1976/4/13,12.9,8,1,15.6,8,1
1976/4/14,17.0,8,1,19.9,8,1
1976/4/15,13.4,8,1,17.0,8,1
1976/4/16,14.6,8,1,19.7,8,1
1976/4/17,16.7,8,1,22.8,8,1
1976/4/18,11.9,8,1,14.7,8,1
1976/4/19,12.9,8,1,15.8,8,1
1976/4/20,15.7,8,1,18.5,8,1
1976/4/21,18.4,8,1,20.5,8,1
1976/4/22,14.4,8,1,16.9,8,1
1976/4/23,16.1,8,1,18.8,8,1
1976/4/24,18.0,8,1,24.1,8,1
1976/4/25,14.5,8,1,17.8,8,1
1976/4/26,16.3,8,1,20.6,8,1
1976/4/27,18.1,8,1,23.6,8,1
1976/4/28,18.4,8,1,23.1,8,1
1976/4/29,17.7,8,1,19.9,8,1
1976/4/30,11.4,8,1,18.0,8,1
1976/5/1,16.2,8,1,24.8,8,1
1976/5/2,14.9,8,1,19.9,8,1
1976/5/3,9.9,8,1,11.4,8,1
1976/5/4,12.5,8,1,15.8,8,1
1976/5/5,14.0,8,1,16.3,8,1
1976/5/6,16.1,8,1,21.1,8,1
1976/5/7,15.4,8,1,20.6,8,1
1976/5/8,15.2,8,1,20.2,8,1
1976/5/9,16.0,8,1,21.7,8,1
1976/5/10,17.0,8,1,22.2,8,1
1976/5/11,17.9,8,1,22.4,8,1
1976/5/12,18.6,8,1,21.9,8,1
1976/5/13,19.8,8,1,26.2,8,1
1976/5/14,16.9,8,1,21.8,8,1
1976/5/15,18.2,8,1,23.6,8,1
1976/5/16,18.1,8,1,21.1,8,1
1976/5/17,18.3,8,1,25.1,8,1
1976/5/18,19.5,8,1,24.7,8,1
1976/5/19,15.2,8,1,19.3,8,1
1976/5/20,15.8,8,1,20.2,8,1
1976/5/21,15.7,8,1,18.5,8,1
1976/5/22,18.6,8,1,22.7,8,1
1976/5/23,18.2,8,1,21.3,8,1
1976/5/24,20.3,8,1,23.5,8,1
1976/5/25,20.4,8,1,22.0,8,1
1976/5/26,22.5,8,1,27.3,8,1
1976/5/27,17.7,8,1,21.0,8,1
1976/5/28,20.5,8,1,25.8,8,1
1976/5/29,22.1,8,1,26.5,8,1
1976/5/30,18.8,8,1,21.3,8,1
1976/5/31,20.6,8,1,25.4,8,1
1976/6/1,21.6,8,1,25.2,8,1
1976/6/2,23.5,8,1,28.2,8,1
1976/6/3,20.7,8,1,24.5,8,1
1976/6/4,20.8,8,1,23.3,8,1
1976/6/5,18.7,8,1,21.1,8,1
1976/6/6,20.9,8,1,26.3,8,1
1976/6/7,21.3,8,1,24.8,8,1
1976/6/8,22.8,8,1,26.5,8,1
1976/6/9,23.3,8,1,25.7,8,1
1976/6/10,24.1,8,1,27.3,8,1
1976/6/11,23.8,8,1,28.0,8,1
1976/6/12,19.8,8,1,21.7,8,1
1976/6/13,18.9,8,1,21.1,8,1
1976/6/14,19.3,8,1,23.0,8,1
1976/6/15,18.5,8,1,22.1,8,1
1976/6/16,18.4,8,1,22.5,8,1
1976/6/17,20.3,8,1,24.7,8,1
1976/6/18,20.6,8,1,24.5,8,1
1976/6/19,19.9,8,1,22.4,8,1
1976/6/20,19.4,8,1,22.9,8,1
1976/6/21,20.5,8,1,25.0,8,1
1976/6/22,24.4,8,1,27.2,8,1
1976/6/23,24.0,8,1,27.3,8,1
1976/6/24,19.4,8,1,22.0,8,1
1976/6/25,22.4,8,1,26.3,8,1
1976/6/26,23.4,8,1,24.8,8,1
1976/6/27,23.6,8,1,27.9,8,1
1976/6/28,21.8,8,1,25.3,8,1
1976/6/29,20.6,8,1,22.8,8,1
1976/6/30,14.6,8,1,20.3,8,1
1976/7/1,16.2,8,1,19.6,8,1
1976/7/2,17.5,8,1,21.6,8,1
1976/7/3,15.1,8,1,16.8,8,1
1976/7/4,17.0,8,1,20.3,8,1
1976/7/5,18.8,8,1,22.0,8,1
1976/7/6,20.4,8,1,23.7,8,1
1976/7/7,21.5,8,1,25.0,8,1
1976/7/8,24.3,8,1,29.8,8,1
1976/7/9,23.5,8,1,28.2,8,1
1976/7/10,23.2,8,1,25.7,8,1
1976/7/11,23.3,8,1,24.1,8,1
1976/7/12,24.6,8,1,26.3,8,1
1976/7/13,25.7,8,1,28.5,8,1
1976/7/14,26.5,8,1,29.5,8,1
1976/7/15,24.9,8,1,27.5,8,1
1976/7/16,23.1,8,1,24.8,8,1
1976/7/17,26.0,8,1,30.5,8,1
1976/7/18,23.2,8,1,27.2,8,1
1976/7/19,19.7,8,1,20.9,8,1
1976/7/20,19.0,8,1,20.6,8,1
1976/7/21,23.1,8,1,27.5,8,1
1976/7/22,26.0,8,1,29.8,8,1
1976/7/23,25.7,8,1,30.4,8,1
1976/7/24,25.9,8,1,30.0,8,1
1976/7/25,27.6,8,1,31.4,8,1
1976/7/26,27.2,8,1,31.3,8,1
1976/7/27,26.4,8,1,30.0,8,1
1976/7/28,26.2,8,1,30.5,8,1
1976/7/29,27.0,8,1,31.2,8,1
1976/7/30,27.1,8,1,30.9,8,1
1976/7/31,27.2,8,1,30.9,8,1
1976/8/1,27.7,8,1,32.2,8,1
1976/8/2,27.7,8,1,32.1,8,1
1976/8/3,24.4,8,1,26.9,8,1
1976/8/4,23.6,8,1,26.9,8,1
1976/8/5,25.8,8,1,29.5,8,1
1976/8/6,27.4,8,1,30.7,8,1
1976/8/7,23.2,8,1,26.0,8,1
1976/8/8,25.7,8,1,29.9,8,1
1976/8/9,25.1,8,1,28.9,8,1
1976/8/10,27.8,8,1,33.3,8,1
1976/8/11,26.7,8,1,29.9,8,1
1976/8/12,26.1,8,1,30.4,8,1
1976/8/13,27.0,8,1,31.3,8,1
1976/8/14,25.9,8,1,29.9,8,1
1976/8/15,21.4,8,1,23.5,8,1
1976/8/16,22.8,8,1,26.0,8,1
1976/8/17,23.0,8,1,26.0,8,1
1976/8/18,23.1,8,1,26.4,8,1
1976/8/19,25.2,8,1,28.8,8,1
1976/8/20,26.9,8,1,30.6,8,1
1976/8/21,27.4,8,1,31.1,8,1
1976/8/22,27.9,8,1,31.8,8,1
1976/8/23,28.4,8,1,32.0,8,1
1976/8/24,27.6,8,1,32.6,8,1
1976/8/25,22.0,8,1,23.0,8,1
1976/8/26,21.0,8,1,24.4,8,1
1976/8/27,21.9,8,1,25.3,8,1
1976/8/28,22.7,8,1,26.2,8,1
1976/8/29,23.3,8,1,27.0,8,1
1976/8/30,20.9,8,1,24.1,8,1
1976/8/31,21.1,8,1,23.7,8,1
1976/9/1,24.6,8,1,29.0,8,1
1976/9/2,22.9,8,1,25.8,8,1
1976/9/3,21.9,8,1,23.7,8,1
1976/9/4,20.4,8,1,22.3,8,1
1976/9/5,21.4,8,1,24.7,8,1
1976/9/6,22.5,8,1,26.5,8,1
1976/9/7,23.9,8,1,28.3,8,1
1976/9/8,24.8,8,1,28.9,8,1
1976/9/9,26.1,8,1,28.8,8,1
1976/9/10,27.3,8,1,30.6,8,1
1976/9/11,26.9,8,1,30.5,8,1
1976/9/12,22.8,8,1,25.6,8,1
1976/9/13,20.2,8,1,22.5,8,1
1976/9/14,24.6,8,1,26.9,8,1
1976/9/15,23.7,8,1,27.1,8,1
1976/9/16,23.0,8,1,26.7,8,1
1976/9/17,22.4,8,1,27.8,8,1
1976/9/18,22.8,8,1,28.0,8,1
1976/9/19,21.8,8,1,25.5,8,1
1976/9/20,21.9,8,1,26.7,8,1
1976/9/21,21.1,8,1,24.2,8,1
1976/9/22,16.5,8,1,17.0,8,1
1976/9/23,19.0,8,1,24.1,8,1
1976/9/24,18.9,8,1,22.8,8,1
1976/9/25,18.5,8,1,22.9,8,1
1976/9/26,18.0,8,1,22.3,8,1
1976/9/27,17.0,8,1,19.5,8,1
1976/9/28,16.2,8,1,17.3,8,1
1976/9/29,20.0,8,1,25.6,8,1
1976/9/30,19.6,8,1,22.7,8,1
1976/10/1,20.7,8,1,22.8,8,1
1976/10/2,19.3,8,1,21.7,8,1
1976/10/3,19.9,8,1,23.7,8,1
1976/10/4,21.7,8,1,25.7,8,1
1976/10/5,17.4,8,1,21.7,8,1
1976/10/6,16.2,8,1,20.1,8,1
1976/10/7,16.7,8,1,21.6,8,1
1976/10/8,18.5,8,1,22.7,8,1
1976/10/9,16.4,8,1,17.4,8,1
1976/10/10,19.9,8,1,24.2,8,1
1976/10/11,16.7,8,1,19.7,8,1
1976/10/12,14.9,8,1,16.2,8,1
1976/10/13,16.1,8,1,20.0,8,1
1976/10/14,15.5,8,1,16.4,8,1
1976/10/15,19.0,8,1,23.4,8,1
1976/10/16,15.2,8,1,18.2,8,1
1976/10/17,16.7,8,1,20.1,8,1
1976/10/18,17.4,8,1,21.6,8,1
1976/10/19,18.2,8,1,22.3,8,1
1976/10/20,18.5,8,1,21.3,8,1
1976/10/21,21.7,8,1,25.0,8,1
1976/10/22,18.9,8,1,21.5,8,1
1976/10/23,19.4,8,1,23.5,8,1
1976/10/24,17.1,8,1,20.7,8,1
1976/10/25,14.1,8,1,18.6,8,1
1976/10/26,12.2,8,1,14.6,8,1
1976/10/27,13.6,8,1,19.0,8,1
1976/10/28,12.4,8,1,16.5,8,1
1976/10/29,14.4,8,1,18.5,8,1
1976/10/30,12.9,8,1,17.6,8,1
1976/10/31,14.6,8,1,20.6,8,1
1976/11/1,12.8,8,1,17.5,8,1
1976/11/2,12.8,8,1,18.0,8,1
1976/11/3,14.5,8,1,21.1,8,1
1976/11/4,20.0,8,1,23.2,8,1
1976/11/5,12.7,8,1,18.9,8,1
1976/11/6,9.9,8,1,10.6,8,1
1976/11/7,10.3,8,1,12.0,8,1
1976/11/8,15.7,8,1,21.5,8,1
1976/11/9,14.6,8,1,16.6,8,1
1976/11/10,16.2,8,1,19.9,8,1
1976/11/11,14.9,8,1,18.0,8,1
1976/11/12,10.2,8,1,13.6,8,1
1976/11/13,7.2,8,1,10.3,8,1
1976/11/14,10.9,8,1,14.6,8,1
1976/11/15,9.9,8,1,13.8,8,1
1976/11/16,8.6,8,1,11.4,8,1
1976/11/17,8.3,8,1,11.2,8,1
1976/11/18,13.4,8,1,15.6,8,1
1976/11/19,12.3,8,1,14.6,8,1
1976/11/20,8.7,8,1,12.0,8,1
1976/11/21,10.7,8,1,13.1,8,1
1976/11/22,10.3,8,1,12.2,8,1
1976/11/23,10.5,8,1,14.6,8,1
1976/11/24,8.7,8,1,12.8,8,1
1976/11/25,8.2,8,1,12.0,8,1
1976/11/26,11.1,8,1,16.6,8,1
1976/11/27,9.8,8,1,12.8,8,1
1976/11/28,9.2,8,1,13.0,8,1
1976/11/29,7.2,8,1,10.8,8,1
1976/11/30,6.2,8,1,11.1,8,1
1976/12/1,9.3,8,1,15.2,8,1
1976/12/2,9.9,8,1,13.6,8,1
1976/12/3,9.7,8,1,12.6,8,1
1976/12/4,10.7,8,1,14.8,8,1
1976/12/5,10.3,8,1,14.0,8,1
1976/12/6,8.2,8,1,11.4,8,1
1976/12/7,5.4,8,1,9.4,8,1
1976/12/8,8.4,8,1,12.8,8,1
1976/12/9,9.0,8,1,12.2,8,1
1976/12/10,7.8,8,1,12.8,8,1
1976/12/11,7.7,8,1,13.1,8,1
1976/12/12,7.0,8,1,9.6,8,1
1976/12/13,7.6,8,1,11.0,8,1
1976/12/14,8.4,8,1,12.8,8,1
1976/12/15,8.5,8,1,13.4,8,1
1976/12/16,8.4,8,1,13.1,8,1
1976/12/17,9.3,8,1,15.5,8,1
1976/12/18,9.3,8,1,13.4,8,1
1976/12/19,9.4,8,1,12.5,8,1
1976/12/20,7.8,8,1,11.7,8,1
1976/12/21,6.0,8,1,8.5,8,1
1976/12/22,7.1,8,1,10.5,8,1
1976/12/23,7.9,8,1,13.2,8,1
1976/12/24,4.0,8,1,5.6,8,1
1976/12/25,4.1,8,1,6.2,8,1
1976/12/26,7.2,8,1,13.9,8,1
1976/12/27,2.7,8,1,7.2,8,1
1976/12/28,2.9,8,1,7.6,8,1
1976/12/29,2.4,8,1,7.4,8,1
1976/12/30,2.6,8,1,8.7,8,1
1976/12/31,2.6,8,1,7.0,8,1
1977/1/1,1.0,8,1,5.1,8,1
1977/1/2,2.2,8,1,5.4,8,1
1977/1/3,4.5,8,1,9.1,8,1
1977/1/4,2.6,8,1,6.4,8,1
1977/1/5,2.0,8,1,6.5,8,1
1977/1/6,2.9,8,1,6.6,8,1
1977/1/7,3.5,8,1,9.5,8,1
1977/1/8,5.5,8,1,11.0,8,1
1977/1/9,4.1,8,1,5.9,8,1
1977/1/10,6.6,8,1,9.5,8,1
1977/1/11,5.3,8,1,7.4,8,1
1977/1/12,4.4,8,1,8.2,8,1
1977/1/13,2.5,8,1,7.1,8,1
1977/1/14,2.2,8,1,6.7,8,1
1977/1/15,1.9,8,1,4.0,8,1
1977/1/16,3.8,8,1,8.0,8,1
1977/1/17,4.3,8,1,8.5,8,1
1977/1/18,3.8,8,1,5.8,8,1
1977/1/19,3.6,8,1,7.0,8,1
1977/1/20,3.7,8,1,7.2,8,1
1977/1/21,2.7,8,1,6.2,8,1
1977/1/22,2.8,8,1,6.0,8,1
1977/1/23,0.4,8,1,2.1,8,1
1977/1/24,3.2,8,1,7.9,8,1
1977/1/25,4.4,8,1,9.7,8,1
1977/1/26,8.9,8,1,16.6,8,1
1977/1/27,3.5,8,1,4.7,8,1
1977/1/28,2.8,8,1,4.1,8,1
1977/1/29,2.2,8,1,6.0,8,1
1977/1/30,2.4,8,1,5.1,8,1
1977/1/31,1.3,8,1,5.8,8,1
1977/2/1,2.1,8,1,8.8,8,1
1977/2/2,3.3,8,1,8.2,8,1
1977/2/3,2.8,8,1,7.5,8,1
1977/2/4,3.3,8,1,7.8,8,1
1977/2/5,3.1,8,1,8.4,8,1
1977/2/6,2.6,8,1,7.7,8,1
1977/2/7,2.4,8,1,6.9,8,1
1977/2/8,4.0,8,1,9.4,8,1
1977/2/9,2.7,8,1,5.0,8,1
1977/2/10,1.7,8,1,3.3,8,1
1977/2/11,2.6,8,1,7.3,8,1
1977/2/12,3.2,8,1,5.6,8,1
1977/2/13,7.2,8,1,12.8,8,1
1977/2/14,5.3,8,1,10.7,8,1
1977/2/15,1.5,8,1,4.6,8,1
1977/2/16,1.2,8,1,5.4,8,1
1977/2/17,1.0,8,1,7.4,8,1
1977/2/18,1.4,8,1,6.9,8,1
1977/2/19,4.5,8,1,10.7,8,1
1977/2/20,7.8,8,1,14.9,8,1
1977/2/21,7.3,8,1,14.1,8,1
1977/2/22,2.7,8,1,6.3,8,1
1977/2/23,5.3,8,1,10.2,8,1
1977/2/24,8.0,8,1,14.0,8,1
1977/2/25,11.5,8,1,17.5,8,1
1977/2/26,14.2,8,1,19.4,8,1
1977/2/27,10.3,8,1,13.3,8,1
1977/2/28,10.2,8,1,13.9,8,1
1977/3/1,13.1,8,1,16.8,8,1
1977/3/2,8.2,8,1,10.5,8,1
1977/3/3,6.2,8,1,8.5,8,1
1977/3/4,2.9,8,1,8.9,8,1
1977/3/5,0.6,8,1,4.7,8,1
1977/3/6,2.5,8,1,7.2,8,1
1977/3/7,6.3,8,1,12.8,8,1
1977/3/8,10.3,8,1,15.4,8,1
1977/3/9,15.8,8,1,19.5,8,1
1977/3/10,9.5,8,1,16.0,8,1
1977/3/11,8.0,8,1,11.8,8,1
1977/3/12,7.7,8,1,12.4,8,1
1977/3/13,10.6,8,1,15.1,8,1
1977/3/14,12.0,8,1,15.8,8,1
1977/3/15,13.5,8,1,18.3,8,1
1977/3/16,10.6,8,1,12.8,8,1
1977/3/17,7.4,8,1,9.6,8,1
1977/3/18,9.6,8,1,14.4,8,1
1977/3/19,9.3,8,1,11.2,8,1
1977/3/20,10.2,8,1,13.0,8,1
1977/3/21,8.1,8,1,12.0,8,1
1977/3/22,9.5,8,1,14.0,8,1
1977/3/23,10.1,8,1,12.3,8,1
1977/3/24,14.7,8,1,21.0,8,1
1977/3/25,10.4,8,1,14.8,8,1
1977/3/26,11.7,8,1,17.5,8,1
