ダウンロードした時刻：2024/07/10 01:11:24

,横浜,横浜,横浜,横浜,横浜,横浜
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1977/3/27,8.5,8,1,12.3,8,1
1977/3/28,7.4,8,1,10.7,8,1
1977/3/29,8.0,8,1,10.8,8,1
1977/3/30,6.1,8,1,6.8,8,1
1977/3/31,11.7,8,1,13.5,8,1
1977/4/1,12.5,8,1,15.0,8,1
1977/4/2,13.3,8,1,21.1,8,1
1977/4/3,10.9,8,1,17.4,8,1
1977/4/4,9.6,8,1,14.1,8,1
1977/4/5,11.2,8,1,16.5,8,1
1977/4/6,14.0,8,1,19.3,8,1
1977/4/7,9.4,8,1,12.6,8,1
1977/4/8,9.3,8,1,11.9,8,1
1977/4/9,7.8,8,1,8.7,8,1
1977/4/10,12.6,8,1,16.7,8,1
1977/4/11,14.5,8,1,19.1,8,1
1977/4/12,16.1,8,1,19.6,8,1
1977/4/13,14.7,8,1,16.0,8,1
1977/4/14,16.1,8,1,19.4,8,1
1977/4/15,18.7,8,1,22.6,8,1
1977/4/16,19.5,8,1,22.2,8,1
1977/4/17,17.3,8,1,22.6,8,1
1977/4/18,17.8,8,1,24.0,8,1
1977/4/19,13.5,8,1,16.3,8,1
1977/4/20,17.7,8,1,21.6,8,1
1977/4/21,15.7,8,1,22.2,8,1
1977/4/22,15.1,8,1,18.9,8,1
1977/4/23,17.6,8,1,22.6,8,1
1977/4/24,17.8,8,1,21.2,8,1
1977/4/25,17.9,8,1,20.3,8,1
1977/4/26,17.6,8,1,22.0,8,1
1977/4/27,16.0,8,1,18.5,8,1
1977/4/28,18.5,8,1,23.4,8,1
1977/4/29,14.6,8,1,19.9,8,1
1977/4/30,13.6,8,1,19.0,8,1
1977/5/1,16.7,8,1,21.0,8,1
1977/5/2,19.0,8,1,22.5,8,1
1977/5/3,18.4,8,1,23.0,8,1
1977/5/4,13.3,8,1,16.0,8,1
1977/5/5,12.5,8,1,13.7,8,1
1977/5/6,19.0,8,1,25.0,8,1
1977/5/7,17.2,8,1,19.7,8,1
1977/5/8,18.1,8,1,23.2,8,1
1977/5/9,16.9,8,1,22.0,8,1
1977/5/10,17.8,8,1,23.5,8,1
1977/5/11,18.1,8,1,23.0,8,1
1977/5/12,17.9,8,1,22.2,8,1
1977/5/13,18.7,8,1,24.7,8,1
1977/5/14,19.5,8,1,23.9,8,1
1977/5/15,17.9,8,1,18.9,8,1
1977/5/16,16.7,8,1,22.3,8,1
1977/5/17,16.9,8,1,22.1,8,1
1977/5/18,18.2,8,1,22.9,8,1
1977/5/19,20.4,8,1,26.0,8,1
1977/5/20,21.8,8,1,27.7,8,1
1977/5/21,18.0,8,1,23.1,8,1
1977/5/22,14.8,8,1,17.0,8,1
1977/5/23,17.1,8,1,22.0,8,1
1977/5/24,17.8,8,1,21.9,8,1
1977/5/25,18.1,8,1,21.0,8,1
1977/5/26,17.6,8,1,19.6,8,1
1977/5/27,19.4,8,1,23.6,8,1
1977/5/28,19.7,8,1,25.3,8,1
1977/5/29,20.5,8,1,24.9,8,1
1977/5/30,19.2,8,1,22.0,8,1
1977/5/31,19.5,8,1,23.3,8,1
1977/6/1,20.0,8,1,23.6,8,1
1977/6/2,19.7,8,1,21.2,8,1
1977/6/3,23.5,8,1,28.4,8,1
1977/6/4,23.2,8,1,27.0,8,1
1977/6/5,22.9,8,1,27.6,8,1
1977/6/6,23.1,8,1,26.5,8,1
1977/6/7,21.4,8,1,23.6,8,1
1977/6/8,21.6,8,1,26.5,8,1
1977/6/9,22.4,8,1,26.9,8,1
1977/6/10,21.5,8,1,23.6,8,1
1977/6/11,20.1,8,1,21.7,8,1
1977/6/12,21.6,8,1,24.0,8,1
1977/6/13,24.0,8,1,28.0,8,1
1977/6/14,21.6,8,1,27.4,8,1
1977/6/15,19.3,8,1,21.7,8,1
1977/6/16,19.0,8,1,21.9,8,1
1977/6/17,17.6,8,1,18.5,8,1
1977/6/18,16.0,8,1,17.4,8,1
1977/6/19,15.8,8,1,18.1,8,1
1977/6/20,17.7,8,1,20.5,8,1
1977/6/21,18.0,8,1,21.3,8,1
1977/6/22,17.1,8,1,18.8,8,1
1977/6/23,16.5,8,1,17.8,8,1
1977/6/24,17.4,8,1,18.6,8,1
1977/6/25,18.0,8,1,18.8,8,1
1977/6/26,20.6,8,1,23.8,8,1
1977/6/27,20.1,8,1,23.1,8,1
1977/6/28,22.7,8,1,27.3,8,1
1977/6/29,23.1,8,1,26.5,8,1
1977/6/30,22.7,8,1,24.8,8,1
1977/7/1,21.8,8,1,23.2,8,1
1977/7/2,24.8,8,1,29.0,8,1
1977/7/3,24.9,8,1,30.1,8,1
1977/7/4,24.8,8,1,28.7,8,1
1977/7/5,24.1,8,1,28.2,8,1
1977/7/6,23.9,8,1,27.8,8,1
1977/7/7,22.0,8,1,26.8,8,1
1977/7/8,20.5,8,1,24.9,8,1
1977/7/9,22.6,8,1,27.1,8,1
1977/7/10,25.1,8,1,28.5,8,1
1977/7/11,25.9,8,1,30.4,8,1
1977/7/12,24.4,8,1,29.2,8,1
1977/7/13,27.8,8,1,30.9,8,1
1977/7/14,28.4,8,1,32.0,8,1
1977/7/15,27.3,8,1,31.9,8,1
1977/7/16,26.3,8,1,30.2,8,1
1977/7/17,23.7,8,1,25.4,8,1
1977/7/18,24.6,8,1,27.4,8,1
1977/7/19,25.6,8,1,30.5,8,1
1977/7/20,23.3,8,1,25.6,8,1
1977/7/21,23.6,8,1,28.0,8,1
1977/7/22,25.7,8,1,30.4,8,1
1977/7/23,26.0,8,1,30.6,8,1
1977/7/24,26.1,8,1,30.1,8,1
1977/7/25,26.2,8,1,29.7,8,1
1977/7/26,26.2,8,1,30.4,8,1
1977/7/27,26.7,8,1,30.8,8,1
1977/7/28,26.5,8,1,30.6,8,1
1977/7/29,26.8,8,1,30.8,8,1
1977/7/30,27.4,8,1,31.3,8,1
1977/7/31,27.0,8,1,30.8,8,1
1977/8/1,27.1,8,1,31.4,8,1
1977/8/2,27.4,8,1,32.2,8,1
1977/8/3,27.7,8,1,32.9,8,1
1977/8/4,28.6,8,1,33.2,8,1
1977/8/5,29.2,8,1,34.3,8,1
1977/8/6,28.7,8,1,33.2,8,1
1977/8/7,24.2,8,1,28.5,8,1
1977/8/8,25.2,8,1,27.5,8,1
1977/8/9,28.0,8,1,32.8,8,1
1977/8/10,25.4,8,1,29.4,8,1
1977/8/11,22.7,8,1,27.1,8,1
1977/8/12,24.6,8,1,26.6,8,1
1977/8/13,23.5,8,1,26.3,8,1
1977/8/14,20.2,8,1,21.0,8,1
1977/8/15,21.5,8,1,22.5,8,1
1977/8/16,24.3,8,1,28.2,8,1
1977/8/17,25.4,8,1,26.4,8,1
1977/8/18,24.4,8,1,25.4,8,1
1977/8/19,21.4,8,1,24.4,8,1
1977/8/20,22.2,8,1,25.2,8,1
1977/8/21,22.1,8,1,24.5,8,1
1977/8/22,19.5,8,1,21.6,8,1
1977/8/23,19.9,8,1,22.8,8,1
1977/8/24,20.9,8,1,24.2,8,1
1977/8/25,20.0,8,1,21.9,8,1
1977/8/26,23.7,8,1,27.4,8,1
1977/8/27,25.5,8,1,29.2,8,1
1977/8/28,25.4,8,1,29.6,8,1
1977/8/29,25.3,8,1,29.6,8,1
1977/8/30,25.5,8,1,29.7,8,1
1977/8/31,25.6,8,1,30.1,8,1
1977/9/1,25.7,8,1,30.1,8,1
1977/9/2,25.5,8,1,29.2,8,1
1977/9/3,26.6,8,1,30.2,8,1
1977/9/4,26.2,8,1,30.0,8,1
1977/9/5,25.2,8,1,29.7,8,1
1977/9/6,25.8,8,1,30.0,8,1
1977/9/7,26.2,8,1,30.5,8,1
1977/9/8,24.3,8,1,29.3,8,1
1977/9/9,24.8,8,1,26.4,8,1
1977/9/10,26.3,8,1,29.3,8,1
1977/9/11,27.2,8,1,30.7,8,1
1977/9/12,27.6,8,1,32.1,8,1
1977/9/13,26.7,8,1,30.7,8,1
1977/9/14,24.0,8,1,26.3,8,1
1977/9/15,24.7,8,1,29.7,8,1
1977/9/16,20.4,8,1,24.0,8,1
1977/9/17,21.0,8,1,25.2,8,1
1977/9/18,22.5,8,1,26.0,8,1
1977/9/19,22.4,8,1,25.2,8,1
1977/9/20,26.2,8,1,30.5,8,1
1977/9/21,24.7,8,1,28.6,8,1
1977/9/22,20.0,8,1,22.7,8,1
1977/9/23,19.4,8,1,21.2,8,1
1977/9/24,21.9,8,1,25.8,8,1
1977/9/25,21.0,8,1,24.8,8,1
1977/9/26,20.9,8,1,25.7,8,1
1977/9/27,22.0,8,1,26.3,8,1
1977/9/28,21.8,8,1,24.7,8,1
1977/9/29,20.6,8,1,23.9,8,1
1977/9/30,19.0,8,1,21.4,8,1
1977/10/1,21.9,8,1,26.4,8,1
1977/10/2,21.2,8,1,25.3,8,1
1977/10/3,19.1,8,1,21.9,8,1
1977/10/4,16.4,8,1,18.2,8,1
1977/10/5,20.4,8,1,25.9,8,1
1977/10/6,20.7,8,1,26.0,8,1
1977/10/7,20.4,8,1,25.3,8,1
1977/10/8,17.8,8,1,19.7,8,1
1977/10/9,17.5,8,1,19.1,8,1
1977/10/10,18.9,8,1,21.2,8,1
1977/10/11,17.8,8,1,19.1,8,1
1977/10/12,16.7,8,1,20.9,8,1
1977/10/13,16.8,8,1,20.9,8,1
1977/10/14,16.2,8,1,17.6,8,1
1977/10/15,19.9,8,1,24.5,8,1
1977/10/16,20.3,8,1,25.1,8,1
1977/10/17,16.3,8,1,18.6,8,1
1977/10/18,17.5,8,1,19.8,8,1
1977/10/19,17.9,8,1,21.1,8,1
1977/10/20,14.7,8,1,18.0,8,1
1977/10/21,14.9,8,1,19.8,8,1
1977/10/22,16.2,8,1,22.1,8,1
1977/10/23,16.6,8,1,22.2,8,1
1977/10/24,16.6,8,1,21.7,8,1
1977/10/25,17.2,8,1,22.1,8,1
1977/10/26,17.8,8,1,21.3,8,1
1977/10/27,17.6,8,1,22.9,8,1
1977/10/28,17.0,8,1,20.2,8,1
1977/10/29,17.9,8,1,21.4,8,1
1977/10/30,19.3,8,1,23.4,8,1
1977/10/31,22.4,8,1,25.8,8,1
1977/11/1,22.5,8,1,25.6,8,1
1977/11/2,17.9,8,1,22.4,8,1
1977/11/3,15.6,8,1,19.5,8,1
1977/11/4,12.1,8,1,14.3,8,1
1977/11/5,16.0,8,1,20.3,8,1
1977/11/6,18.8,8,1,23.7,8,1
1977/11/7,19.2,8,1,22.0,8,1
1977/11/8,21.1,8,1,24.8,8,1
1977/11/9,18.2,8,1,23.2,8,1
1977/11/10,15.7,8,1,19.5,8,1
1977/11/11,12.7,8,1,17.3,8,1
1977/11/12,9.5,8,1,12.4,8,1
1977/11/13,9.5,8,1,11.6,8,1
1977/11/14,12.8,8,1,14.1,8,1
1977/11/15,14.3,8,1,16.6,8,1
1977/11/16,12.3,8,1,13.8,8,1
1977/11/17,16.8,8,1,22.4,8,1
1977/11/18,17.9,8,1,20.3,8,1
1977/11/19,16.1,8,1,21.5,8,1
1977/11/20,13.7,8,1,17.4,8,1
1977/11/21,14.2,8,1,18.7,8,1
1977/11/22,16.5,8,1,19.5,8,1
1977/11/23,11.4,8,1,15.6,8,1
1977/11/24,9.8,8,1,14.1,8,1
1977/11/25,10.4,8,1,14.8,8,1
1977/11/26,12.0,8,1,14.1,8,1
1977/11/27,14.5,8,1,19.1,8,1
1977/11/28,13.9,8,1,17.8,8,1
1977/11/29,11.7,8,1,13.5,8,1
1977/11/30,11.2,8,1,15.7,8,1
1977/12/1,9.2,8,1,13.5,8,1
1977/12/2,9.1,8,1,15.3,8,1
1977/12/3,8.1,8,1,12.6,8,1
1977/12/4,9.3,8,1,15.1,8,1
1977/12/5,9.9,8,1,14.0,8,1
1977/12/6,10.2,8,1,14.0,8,1
1977/12/7,9.8,8,1,12.5,8,1
1977/12/8,9.9,8,1,13.4,8,1
1977/12/9,10.2,8,1,14.0,8,1
1977/12/10,8.8,8,1,12.4,8,1
1977/12/11,9.5,8,1,14.9,8,1
1977/12/12,7.1,8,1,8.7,8,1
1977/12/13,8.5,8,1,12.8,8,1
1977/12/14,9.5,8,1,15.5,8,1
1977/12/15,8.6,8,1,11.9,8,1
1977/12/16,11.3,8,1,16.4,8,1
1977/12/17,17.0,8,1,21.1,8,1
1977/12/18,10.8,8,1,13.6,8,1
1977/12/19,9.0,8,1,13.9,8,1
1977/12/20,7.8,8,1,11.0,8,1
1977/12/21,5.4,8,1,9.5,8,1
1977/12/22,5.7,8,1,9.4,8,1
1977/12/23,5.8,8,1,9.0,8,1
1977/12/24,6.3,8,1,12.0,8,1
1977/12/25,8.1,8,1,12.1,8,1
1977/12/26,6.6,8,1,11.0,8,1
1977/12/27,7.5,8,1,13.3,8,1
1977/12/28,5.4,8,1,10.0,8,1
1977/12/29,8.7,8,1,14.9,8,1
1977/12/30,13.3,8,1,19.0,8,1
1977/12/31,7.6,8,1,11.9,8,1
1978/1/1,9.4,8,1,11.5,8,1
1978/1/2,7.2,8,1,10.1,8,1
1978/1/3,2.1,8,1,5.2,8,1
1978/1/4,4.3,8,1,7.9,8,1
1978/1/5,6.7,8,1,10.9,8,1
1978/1/6,8.0,8,1,12.7,8,1
1978/1/7,9.3,8,1,15.7,8,1
1978/1/8,6.4,8,1,11.0,8,1
1978/1/9,8.1,8,1,13.1,8,1
1978/1/10,4.4,8,1,8.9,8,1
1978/1/11,5.0,8,1,10.9,8,1
1978/1/12,7.7,8,1,14.9,8,1
1978/1/13,6.8,8,1,10.8,8,1
1978/1/14,8.3,8,1,12.6,8,1
1978/1/15,11.2,8,1,17.7,8,1
1978/1/16,5.3,8,1,13.1,8,1
1978/1/17,4.1,8,1,6.5,8,1
1978/1/18,0.8,8,1,3.6,8,1
1978/1/19,4.5,8,1,9.6,8,1
1978/1/20,5.4,8,1,8.3,8,1
1978/1/21,5.5,8,1,10.4,8,1
1978/1/22,3.7,8,1,8.8,8,1
1978/1/23,4.7,8,1,9.8,8,1
1978/1/24,4.9,8,1,8.0,8,1
1978/1/25,4.0,8,1,8.1,8,1
1978/1/26,3.2,8,1,6.1,8,1
1978/1/27,7.3,8,1,14.8,8,1
1978/1/28,5.0,8,1,8.4,8,1
1978/1/29,2.7,8,1,4.7,8,1
1978/1/30,3.0,8,1,7.6,8,1
1978/1/31,5.0,8,1,10.3,8,1
1978/2/1,2.4,8,1,8.2,8,1
1978/2/2,1.8,8,1,7.8,8,1
1978/2/3,1.1,8,1,6.2,8,1
1978/2/4,2.1,8,1,7.4,8,1
1978/2/5,3.4,8,1,9.0,8,1
1978/2/6,3.6,8,1,7.0,8,1
1978/2/7,5.5,8,1,10.7,8,1
1978/2/8,6.1,8,1,11.1,8,1
1978/2/9,5.1,8,1,8.1,8,1
1978/2/10,6.0,8,1,9.0,8,1
1978/2/11,6.6,8,1,8.0,8,1
1978/2/12,2.7,8,1,5.3,8,1
1978/2/13,5.5,8,1,10.5,8,1
1978/2/14,3.0,8,1,4.4,8,1
1978/2/15,0.6,8,1,3.6,8,1
1978/2/16,2.1,8,1,6.3,8,1
1978/2/17,2.0,8,1,5.0,8,1
1978/2/18,2.7,8,1,8.3,8,1
1978/2/19,2.5,8,1,7.3,8,1
1978/2/20,4.9,8,1,9.4,8,1
1978/2/21,4.4,8,1,10.0,8,1
1978/2/22,4.7,8,1,8.5,8,1
1978/2/23,3.7,8,1,9.7,8,1
1978/2/24,3.6,8,1,6.1,8,1
1978/2/25,3.1,8,1,7.2,8,1
1978/2/26,4.6,8,1,8.2,8,1
1978/2/27,7.3,8,1,14.1,8,1
1978/2/28,10.0,8,1,16.7,8,1
1978/3/1,6.1,8,1,14.0,8,1
1978/3/2,5.6,8,1,11.5,8,1
1978/3/3,7.3,8,1,11.9,8,1
1978/3/4,12.2,8,1,18.0,8,1
1978/3/5,7.7,8,1,10.6,8,1
1978/3/6,8.2,8,1,11.8,8,1
1978/3/7,9.5,8,1,13.9,8,1
1978/3/8,9.6,8,1,14.5,8,1
1978/3/9,8.5,8,1,12.4,8,1
1978/3/10,6.3,8,1,9.0,8,1
1978/3/11,9.0,8,1,13.6,8,1
1978/3/12,4.3,8,1,7.0,8,1
1978/3/13,4.6,8,1,9.7,8,1
1978/3/14,5.1,8,1,9.7,8,1
1978/3/15,6.7,8,1,11.7,8,1
1978/3/16,7.1,8,1,10.0,8,1
1978/3/17,8.7,8,1,12.8,8,1
1978/3/18,9.1,8,1,13.2,8,1
1978/3/19,8.3,8,1,12.0,8,1
1978/3/20,9.4,8,1,14.0,8,1
1978/3/21,5.9,8,1,9.1,8,1
1978/3/22,5.7,8,1,8.6,8,1
1978/3/23,6.3,8,1,11.4,8,1
1978/3/24,7.8,8,1,13.2,8,1
1978/3/25,10.1,8,1,15.1,8,1
1978/3/26,12.1,8,1,18.0,8,1
1978/3/27,12.4,8,1,18.5,8,1
1978/3/28,10.6,8,1,14.3,8,1
1978/3/29,11.3,8,1,17.6,8,1
1978/3/30,11.4,8,1,18.2,8,1
1978/3/31,6.8,8,1,8.2,8,1
1978/4/1,8.3,8,1,13.2,8,1
1978/4/2,8.4,8,1,13.1,8,1
1978/4/3,6.4,8,1,7.9,8,1
1978/4/4,9.1,8,1,14.2,8,1
1978/4/5,11.3,8,1,15.0,8,1
1978/4/6,12.4,8,1,17.6,8,1
1978/4/7,11.0,8,1,16.7,8,1
1978/4/8,14.3,8,1,19.8,8,1
1978/4/9,17.8,8,1,23.0,8,1
1978/4/10,13.8,8,1,16.9,8,1
1978/4/11,10.7,8,1,13.1,8,1
1978/4/12,9.4,8,1,12.0,8,1
1978/4/13,9.7,8,1,10.9,8,1
1978/4/14,12.3,8,1,17.2,8,1
1978/4/15,16.6,8,1,22.6,8,1
1978/4/16,18.6,8,1,20.7,8,1
1978/4/17,14.3,8,1,19.3,8,1
1978/4/18,11.5,8,1,14.2,8,1
1978/4/19,14.0,8,1,19.0,8,1
1978/4/20,17.9,8,1,23.5,8,1
1978/4/21,11.5,8,1,13.6,8,1
1978/4/22,14.0,8,1,17.9,8,1
1978/4/23,14.7,8,1,19.2,8,1
1978/4/24,16.4,8,1,19.8,8,1
1978/4/25,14.7,8,1,20.8,8,1
1978/4/26,15.3,8,1,21.5,8,1
1978/4/27,17.4,8,1,20.8,8,1
1978/4/28,17.1,8,1,22.1,8,1
1978/4/29,15.9,8,1,17.4,8,1
1978/4/30,16.1,8,1,17.6,8,1
1978/5/1,18.9,8,1,22.3,8,1
1978/5/2,19.0,8,1,27.0,8,1
1978/5/3,17.2,8,1,21.0,8,1
1978/5/4,18.4,8,1,22.6,8,1
1978/5/5,18.8,8,1,22.6,8,1
1978/5/6,14.0,8,1,17.7,8,1
1978/5/7,10.5,8,1,13.2,8,1
1978/5/8,15.3,8,1,18.9,8,1
1978/5/9,18.3,8,1,21.1,8,1
1978/5/10,18.9,8,1,19.9,8,1
1978/5/11,14.4,8,1,18.9,8,1
1978/5/12,17.1,8,1,22.4,8,1
1978/5/13,17.7,8,1,22.0,8,1
1978/5/14,17.5,8,1,20.7,8,1
1978/5/15,17.9,8,1,22.4,8,1
1978/5/16,18.7,8,1,25.1,8,1
1978/5/17,19.5,8,1,24.6,8,1
1978/5/18,19.2,8,1,22.7,8,1
1978/5/19,20.1,8,1,22.5,8,1
1978/5/20,19.5,8,1,23.8,8,1
1978/5/21,19.6,8,1,24.7,8,1
1978/5/22,19.0,8,1,23.2,8,1
1978/5/23,18.9,8,1,23.6,8,1
1978/5/24,20.3,8,1,23.9,8,1
1978/5/25,20.4,8,1,24.2,8,1
1978/5/26,20.8,8,1,25.6,8,1
1978/5/27,20.8,8,1,26.0,8,1
1978/5/28,22.4,8,1,26.2,8,1
1978/5/29,21.9,8,1,24.8,8,1
1978/5/30,15.5,8,1,20.8,8,1
1978/5/31,16.7,8,1,21.1,8,1
1978/6/1,20.6,8,1,27.1,8,1
1978/6/2,21.1,8,1,26.5,8,1
1978/6/3,21.0,8,1,26.2,8,1
1978/6/4,17.3,8,1,19.3,8,1
1978/6/5,21.6,8,1,25.9,8,1
1978/6/6,21.2,8,1,25.7,8,1
1978/6/7,20.9,8,1,24.8,8,1
1978/6/8,21.5,8,1,26.5,8,1
1978/6/9,22.8,8,1,27.5,8,1
1978/6/10,22.9,8,1,27.3,8,1
1978/6/11,22.9,8,1,26.6,8,1
1978/6/12,22.2,8,1,25.1,8,1
1978/6/13,22.5,8,1,26.3,8,1
1978/6/14,23.6,8,1,28.4,8,1
1978/6/15,24.4,8,1,29.0,8,1
1978/6/16,25.3,8,1,28.6,8,1
1978/6/17,25.5,8,1,28.9,8,1
1978/6/18,25.9,8,1,29.4,8,1
1978/6/19,25.8,8,1,29.5,8,1
1978/6/20,26.1,8,1,29.4,8,1
1978/6/21,26.4,8,1,28.9,8,1
1978/6/22,25.2,8,1,28.7,8,1
1978/6/23,20.5,8,1,23.6,8,1
1978/6/24,22.3,8,1,25.4,8,1
1978/6/25,23.9,8,1,27.2,8,1
1978/6/26,24.5,8,1,26.0,8,1
1978/6/27,22.7,8,1,23.8,8,1
1978/6/28,19.8,8,1,21.0,8,1
1978/6/29,22.6,8,1,26.0,8,1
1978/6/30,24.0,8,1,28.5,8,1
1978/7/1,22.0,8,1,22.8,8,1
1978/7/2,24.4,8,1,28.8,8,1
1978/7/3,25.5,8,1,29.7,8,1
1978/7/4,26.8,8,1,31.5,8,1
1978/7/5,27.8,8,1,31.7,8,1
1978/7/6,27.1,8,1,32.2,8,1
1978/7/7,27.2,8,1,30.8,8,1
1978/7/8,27.2,8,1,32.2,8,1
1978/7/9,27.1,8,1,31.5,8,1
1978/7/10,26.5,8,1,30.0,8,1
1978/7/11,26.2,8,1,30.1,8,1
1978/7/12,26.4,8,1,29.2,8,1
1978/7/13,26.8,8,1,31.0,8,1
1978/7/14,26.3,8,1,30.6,8,1
1978/7/15,26.1,8,1,29.5,8,1
1978/7/16,25.8,8,1,29.6,8,1
1978/7/17,26.4,8,1,30.5,8,1
1978/7/18,26.3,8,1,30.2,8,1
1978/7/19,26.7,8,1,31.1,8,1
1978/7/20,26.8,8,1,30.5,8,1
1978/7/21,26.3,8,1,29.9,8,1
1978/7/22,27.9,8,1,31.9,8,1
1978/7/23,28.7,8,1,33.6,8,1
1978/7/24,28.3,8,1,32.6,8,1
1978/7/25,28.3,8,1,32.4,8,1
1978/7/26,27.7,8,1,31.7,8,1
1978/7/27,27.8,8,1,32.0,8,1
1978/7/28,28.1,8,1,33.0,8,1
1978/7/29,28.4,8,1,32.2,8,1
1978/7/30,28.0,8,1,32.5,8,1
1978/7/31,28.1,8,1,32.4,8,1
1978/8/1,27.0,8,1,29.9,8,1
1978/8/2,28.8,8,1,31.4,8,1
1978/8/3,27.8,8,1,30.4,8,1
1978/8/4,27.5,8,1,29.9,8,1
1978/8/5,28.6,8,1,33.6,8,1
1978/8/6,28.2,8,1,33.2,8,1
1978/8/7,28.2,8,1,31.8,8,1
1978/8/8,28.0,8,1,31.7,8,1
1978/8/9,28.6,8,1,32.5,8,1
1978/8/10,27.9,8,1,32.5,8,1
1978/8/11,28.9,8,1,32.6,8,1
1978/8/12,29.2,8,1,34.4,8,1
1978/8/13,28.5,8,1,33.3,8,1
1978/8/14,28.3,8,1,32.0,8,1
1978/8/15,28.9,8,1,33.1,8,1
1978/8/16,29.1,8,1,32.8,8,1
1978/8/17,27.5,8,1,30.8,8,1
1978/8/18,26.2,8,1,29.4,8,1
1978/8/19,27.1,8,1,31.9,8,1
1978/8/20,27.6,8,1,32.1,8,1
1978/8/21,29.4,8,1,33.0,8,1
1978/8/22,30.2,8,1,35.7,8,1
1978/8/23,28.7,8,1,33.4,8,1
1978/8/24,28.4,8,1,34.5,8,1
1978/8/25,25.9,8,1,29.7,8,1
1978/8/26,25.6,8,1,30.6,8,1
1978/8/27,26.0,8,1,31.4,8,1
1978/8/28,26.2,8,1,31.1,8,1
1978/8/29,27.0,8,1,32.4,8,1
1978/8/30,27.1,8,1,32.6,8,1
1978/8/31,26.6,8,1,30.8,8,1
1978/9/1,23.2,8,1,24.9,8,1
1978/9/2,22.6,8,1,27.5,8,1
1978/9/3,22.5,8,1,26.4,8,1
1978/9/4,25.6,8,1,31.0,8,1
1978/9/5,20.0,8,1,23.3,8,1
1978/9/6,22.1,8,1,26.6,8,1
1978/9/7,22.4,8,1,26.5,8,1
1978/9/8,22.1,8,1,26.4,8,1
1978/9/9,24.3,8,1,28.8,8,1
1978/9/10,27.7,8,1,31.7,8,1
1978/9/11,21.9,8,1,26.1,8,1
1978/9/12,17.8,8,1,18.9,8,1
1978/9/13,17.5,8,1,18.9,8,1
1978/9/14,19.4,8,1,20.5,8,1
1978/9/15,20.2,8,1,23.3,8,1
1978/9/16,20.1,8,1,21.2,8,1
1978/9/17,24.5,8,1,29.9,8,1
1978/9/18,23.8,8,1,28.9,8,1
1978/9/19,22.8,8,1,27.3,8,1
1978/9/20,24.5,8,1,28.5,8,1
1978/9/21,22.0,8,1,24.4,8,1
1978/9/22,21.6,8,1,24.6,8,1
1978/9/23,19.0,8,1,20.7,8,1
1978/9/24,19.5,8,1,22.2,8,1
1978/9/25,22.2,8,1,26.9,8,1
1978/9/26,22.8,8,1,26.2,8,1
1978/9/27,21.0,8,1,24.6,8,1
1978/9/28,18.1,8,1,20.3,8,1
1978/9/29,16.7,8,1,18.1,8,1
1978/9/30,18.9,8,1,22.0,8,1
1978/10/1,20.6,8,1,25.0,8,1
1978/10/2,20.3,8,1,25.8,8,1
1978/10/3,20.5,8,1,25.7,8,1
1978/10/4,21.0,8,1,26.1,8,1
1978/10/5,14.5,8,1,21.1,8,1
1978/10/6,14.8,8,1,17.3,8,1
1978/10/7,16.0,8,1,19.6,8,1
1978/10/8,15.8,8,1,19.0,8,1
1978/10/9,16.3,8,1,20.5,8,1
1978/10/10,18.6,8,1,22.2,8,1
1978/10/11,19.6,8,1,23.3,8,1
1978/10/12,19.1,8,1,22.9,8,1
1978/10/13,16.5,8,1,19.0,8,1
1978/10/14,14.4,8,1,18.5,8,1
1978/10/15,12.1,8,1,14.5,8,1
1978/10/16,18.1,8,1,23.7,8,1
1978/10/17,16.1,8,1,19.4,8,1
1978/10/18,16.3,8,1,21.5,8,1
1978/10/19,15.5,8,1,17.9,8,1
1978/10/20,17.9,8,1,22.0,8,1
1978/10/21,17.3,8,1,21.8,8,1
1978/10/22,15.0,8,1,18.5,8,1
1978/10/23,15.5,8,1,20.7,8,1
1978/10/24,18.2,8,1,22.2,8,1
1978/10/25,17.4,8,1,20.8,8,1
1978/10/26,17.9,8,1,21.4,8,1
1978/10/27,19.6,8,1,24.3,8,1
1978/10/28,16.6,8,1,24.1,8,1
1978/10/29,14.1,8,1,17.5,8,1
1978/10/30,14.4,8,1,17.1,8,1
1978/10/31,13.7,8,1,17.5,8,1
1978/11/1,15.8,8,1,20.0,8,1
1978/11/2,14.6,8,1,18.3,8,1
1978/11/3,12.8,8,1,17.0,8,1
1978/11/4,11.2,8,1,15.4,8,1
1978/11/5,12.7,8,1,18.6,8,1
1978/11/6,13.6,8,1,18.7,8,1
1978/11/7,14.4,8,1,17.5,8,1
1978/11/8,15.7,8,1,19.4,8,1
1978/11/9,14.7,8,1,21.3,8,1
1978/11/10,11.9,8,1,14.6,8,1
1978/11/11,11.8,8,1,16.1,8,1
1978/11/12,13.1,8,1,15.3,8,1
1978/11/13,9.8,8,1,10.9,8,1
1978/11/14,13.7,8,1,17.2,8,1
1978/11/15,15.8,8,1,21.6,8,1
1978/11/16,13.7,8,1,18.0,8,1
1978/11/17,9.6,8,1,12.2,8,1
1978/11/18,12.4,8,1,16.5,8,1
