ダウンロードした時刻：2024/07/09 16:08:10

,浜松,浜松,浜松,浜松,浜松,浜松
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1986/8/9,26.7,8,1,30.5,8,1
1986/8/10,26.7,8,1,30.9,8,1
1986/8/11,26.8,8,1,30.3,8,1
1986/8/12,27.0,8,1,30.2,8,1
1986/8/13,26.9,8,1,30.2,8,1
1986/8/14,26.9,8,1,30.6,8,1
1986/8/15,27.1,8,1,30.7,8,1
1986/8/16,27.3,8,1,30.6,8,1
1986/8/17,27.0,8,1,30.8,8,1
1986/8/18,27.1,8,1,30.5,8,1
1986/8/19,26.8,8,1,30.4,8,1
1986/8/20,27.6,8,1,30.7,8,1
1986/8/21,28.0,8,1,32.1,8,1
1986/8/22,25.8,8,1,28.8,8,1
1986/8/23,26.3,8,1,31.1,8,1
1986/8/24,24.9,8,1,28.7,8,1
1986/8/25,26.7,8,1,32.0,8,1
1986/8/26,27.4,8,1,31.2,8,1
1986/8/27,27.6,8,1,31.4,8,1
1986/8/28,26.3,8,1,30.4,8,1
1986/8/29,26.6,8,1,30.1,8,1
1986/8/30,27.2,8,1,30.5,8,1
1986/8/31,25.9,8,1,30.3,8,1
1986/9/1,27.0,8,1,31.5,8,1
1986/9/2,27.0,8,1,32.9,8,1
1986/9/3,27.0,8,1,31.5,8,1
1986/9/4,28.1,8,1,33.5,8,1
1986/9/5,28.1,8,1,33.3,8,1
1986/9/6,26.1,8,1,29.8,8,1
1986/9/7,25.8,8,1,28.9,8,1
1986/9/8,26.4,8,1,29.7,8,1
1986/9/9,25.2,8,1,28.8,8,1
1986/9/10,24.4,8,1,26.8,8,1
1986/9/11,25.7,8,1,30.5,8,1
1986/9/12,24.5,8,1,28.2,8,1
1986/9/13,23.5,8,1,29.6,8,1
1986/9/14,24.1,8,1,28.8,8,1
1986/9/15,19.7,8,1,21.6,8,1
1986/9/16,21.1,8,1,23.8,8,1
1986/9/17,22.1,8,1,23.6,8,1
1986/9/18,22.1,8,1,27.5,8,1
1986/9/19,23.6,8,1,28.7,8,1
1986/9/20,23.6,8,1,27.2,8,1
1986/9/21,24.4,8,1,26.7,8,1
1986/9/22,24.8,8,1,28.6,8,1
1986/9/23,22.6,8,1,27.3,8,1
1986/9/24,23.0,8,1,28.9,8,1
1986/9/25,21.5,8,1,26.6,8,1
1986/9/26,21.6,8,1,26.0,8,1
1986/9/27,21.0,8,1,25.3,8,1
1986/9/28,22.0,8,1,27.8,8,1
1986/9/29,23.1,8,1,29.4,8,1
1986/9/30,22.4,8,1,26.9,8,1
1986/10/1,20.0,8,1,21.2,8,1
1986/10/2,23.1,8,1,26.8,8,1
1986/10/3,22.2,8,1,26.6,8,1
1986/10/4,20.7,8,1,25.7,8,1
1986/10/5,20.2,8,1,24.2,8,1
1986/10/6,19.6,8,1,22.4,8,1
1986/10/7,18.3,8,1,21.3,8,1
1986/10/8,19.6,8,1,26.1,8,1
1986/10/9,20.0,8,1,25.6,8,1
1986/10/10,18.2,8,1,22.9,8,1
1986/10/11,17.5,8,1,23.1,8,1
1986/10/12,18.0,8,1,22.9,8,1
1986/10/13,18.6,8,1,24.2,8,1
1986/10/14,17.4,8,1,22.5,8,1
1986/10/15,18.8,8,1,24.8,8,1
1986/10/16,18.5,8,1,23.7,8,1
1986/10/17,15.8,8,1,20.3,8,1
1986/10/18,13.5,8,1,17.8,8,1
1986/10/19,13.4,8,1,19.5,8,1
1986/10/20,12.1,8,1,17.1,8,1
1986/10/21,14.9,8,1,20.9,8,1
1986/10/22,17.3,8,1,22.0,8,1
1986/10/23,14.3,8,1,19.0,8,1
1986/10/24,15.4,8,1,18.5,8,1
1986/10/25,15.4,8,1,20.1,8,1
1986/10/26,15.9,8,1,20.3,8,1
1986/10/27,15.0,8,1,18.8,8,1
1986/10/28,15.2,8,1,19.6,8,1
1986/10/29,15.0,8,1,17.3,8,1
1986/10/30,13.1,8,1,16.8,8,1
1986/10/31,13.0,8,1,18.0,8,1
1986/11/1,13.7,8,1,16.3,8,1
1986/11/2,15.8,8,1,20.9,8,1
1986/11/3,16.4,8,1,20.0,8,1
1986/11/4,16.6,8,1,21.4,8,1
1986/11/5,12.6,8,1,15.5,8,1
1986/11/6,12.8,8,1,18.6,8,1
1986/11/7,14.8,8,1,20.0,8,1
1986/11/8,14.5,8,1,18.9,8,1
1986/11/9,14.2,8,1,20.1,8,1
1986/11/10,14.2,8,1,18.3,8,1
1986/11/11,10.9,8,1,13.9,8,1
1986/11/12,12.2,8,1,17.5,8,1
1986/11/13,14.3,8,1,17.5,8,1
1986/11/14,16.7,8,1,20.8,8,1
1986/11/15,15.3,8,1,17.4,8,1
1986/11/16,11.3,8,1,15.1,8,1
1986/11/17,10.8,8,1,13.9,8,1
1986/11/18,10.9,8,1,15.8,8,1
1986/11/19,11.2,8,1,17.3,8,1
1986/11/20,11.5,8,1,17.4,8,1
1986/11/21,11.8,8,1,17.3,8,1
1986/11/22,12.8,8,1,19.2,8,1
1986/11/23,12.6,8,1,18.3,8,1
1986/11/24,14.2,8,1,17.0,8,1
1986/11/25,16.6,8,1,20.5,8,1
1986/11/26,9.7,8,1,13.4,8,1
1986/11/27,8.9,8,1,11.6,8,1
1986/11/28,11.5,8,1,16.5,8,1
1986/11/29,10.6,8,1,14.8,8,1
1986/11/30,7.9,8,1,12.0,8,1
1986/12/1,9.5,8,1,14.2,8,1
1986/12/2,10.5,8,1,14.5,8,1
1986/12/3,11.1,8,1,16.2,8,1
1986/12/4,10.4,8,1,14.3,8,1
1986/12/5,9.0,8,1,13.3,8,1
1986/12/6,10.3,8,1,15.6,8,1
1986/12/7,11.1,8,1,15.6,8,1
1986/12/8,9.3,8,1,14.9,8,1
1986/12/9,8.5,8,1,15.9,8,1
1986/12/10,10.1,8,1,17.0,8,1
1986/12/11,11.8,8,1,15.7,8,1
1986/12/12,10.7,8,1,16.6,8,1
1986/12/13,11.8,8,1,17.9,8,1
1986/12/14,12.3,8,1,13.7,8,1
1986/12/15,12.3,8,1,15.9,8,1
1986/12/16,8.4,8,1,13.2,8,1
1986/12/17,8.3,8,1,13.8,8,1
1986/12/18,11.2,8,1,16.6,8,1
1986/12/19,12.5,8,1,17.8,8,1
1986/12/20,7.1,8,1,9.8,8,1
1986/12/21,8.2,8,1,11.9,8,1
1986/12/22,6.9,8,1,11.4,8,1
1986/12/23,6.0,8,1,10.3,8,1
1986/12/24,9.9,8,1,13.8,8,1
1986/12/25,8.8,8,1,10.7,8,1
1986/12/26,8.6,8,1,11.8,8,1
1986/12/27,7.4,8,1,10.9,8,1
1986/12/28,6.4,8,1,10.0,8,1
1986/12/29,4.5,8,1,7.7,8,1
1986/12/30,7.2,8,1,10.7,8,1
1986/12/31,9.0,8,1,10.7,8,1
1987/1/1,7.2,8,1,10.7,8,1
1987/1/2,7.3,8,1,9.3,8,1
1987/1/3,11.9,8,1,16.5,8,1
1987/1/4,8.1,8,1,12.2,8,1
1987/1/5,5.4,8,1,8.9,8,1
1987/1/6,6.6,8,1,10.2,8,1
1987/1/7,7.6,8,1,11.3,8,1
1987/1/8,8.8,8,1,12.5,8,1
1987/1/9,8.1,8,1,11.7,8,1
1987/1/10,5.2,8,1,8.7,8,1
1987/1/11,2.4,8,1,6.5,8,1
1987/1/12,3.6,8,1,5.7,8,1
1987/1/13,3.2,8,1,4.9,8,1
1987/1/14,3.0,8,1,7.2,8,1
1987/1/15,6.4,8,1,12.1,8,1
1987/1/16,7.4,8,1,12.4,8,1
1987/1/17,10.1,8,1,14.5,8,1
1987/1/18,5.0,8,1,8.2,8,1
1987/1/19,4.7,8,1,8.6,8,1
1987/1/20,2.8,8,1,6.9,8,1
1987/1/21,3.4,8,1,8.4,8,1
1987/1/22,5.8,8,1,11.4,8,1
1987/1/23,10.1,8,1,15.1,8,1
1987/1/24,9.3,8,1,16.6,8,1
1987/1/25,3.3,8,1,8.3,8,1
1987/1/26,2.2,8,1,6.7,8,1
1987/1/27,4.8,8,1,8.7,8,1
1987/1/28,6.7,8,1,11.3,8,1
1987/1/29,8.1,8,1,13.3,8,1
1987/1/30,8.9,8,1,14.9,8,1
1987/1/31,5.0,8,1,9.2,8,1
1987/2/1,3.8,8,1,8.6,8,1
1987/2/2,3.5,8,1,8.4,8,1
1987/2/3,3.1,8,1,5.1,8,1
1987/2/4,3.7,8,1,6.9,8,1
1987/2/5,6.6,8,1,11.2,8,1
1987/2/6,8.1,8,1,11.8,8,1
1987/2/7,9.0,8,1,14.0,8,1
1987/2/8,9.0,8,1,14.2,8,1
1987/2/9,9.5,8,1,14.3,8,1
1987/2/10,12.1,8,1,18.6,8,1
1987/2/11,13.5,8,1,18.6,8,1
1987/2/12,14.7,8,1,17.7,8,1
1987/2/13,7.9,8,1,12.3,8,1
1987/2/14,8.9,8,1,13.7,8,1
1987/2/15,6.8,8,1,9.9,8,1
1987/2/16,6.3,8,1,11.2,8,1
1987/2/17,5.1,8,1,10.2,8,1
1987/2/18,6.7,8,1,8.7,8,1
1987/2/19,5.5,8,1,8.4,8,1
1987/2/20,6.2,8,1,10.9,8,1
1987/2/21,4.9,8,1,8.4,8,1
1987/2/22,5.5,8,1,9.5,8,1
1987/2/23,7.5,8,1,12.8,8,1
1987/2/24,9.5,8,1,14.2,8,1
1987/2/25,4.7,8,1,10.6,8,1
1987/2/26,2.3,8,1,5.3,8,1
1987/2/27,2.7,8,1,6.6,8,1
1987/2/28,3.5,8,1,7.8,8,1
1987/3/1,4.1,8,1,8.9,8,1
1987/3/2,2.9,8,1,7.6,8,1
1987/3/3,5.1,8,1,9.6,8,1
1987/3/4,9.0,8,1,14.0,8,1
1987/3/5,11.3,8,1,17.1,8,1
1987/3/6,11.8,8,1,17.1,8,1
1987/3/7,4.6,8,1,8.6,8,1
1987/3/8,6.1,8,1,11.3,8,1
1987/3/9,6.5,8,1,9.7,8,1
1987/3/10,6.9,8,1,10.3,8,1
1987/3/11,8.5,8,1,13.7,8,1
1987/3/12,9.5,8,1,13.3,8,1
1987/3/13,10.2,8,1,11.6,8,1
1987/3/14,12.5,8,1,14.6,8,1
1987/3/15,9.4,8,1,14.4,8,1
1987/3/16,8.8,8,1,13.5,8,1
1987/3/17,7.9,8,1,11.3,8,1
1987/3/18,10.9,8,1,16.3,8,1
1987/3/19,11.8,8,1,16.5,8,1
1987/3/20,13.6,8,1,18.6,8,1
1987/3/21,13.8,8,1,17.0,8,1
1987/3/22,14.3,8,1,18.5,8,1
1987/3/23,14.5,8,1,17.1,8,1
1987/3/24,15.8,8,1,20.0,8,1
1987/3/25,8.8,8,1,14.4,8,1
1987/3/26,5.8,8,1,10.9,8,1
1987/3/27,8.3,8,1,13.2,8,1
1987/3/28,10.4,8,1,14.7,8,1
1987/3/29,10.0,8,1,12.0,8,1
1987/3/30,11.6,8,1,15.9,8,1
1987/3/31,11.1,8,1,16.6,8,1
1987/4/1,7.2,8,1,9.6,8,1
1987/4/2,9.5,8,1,11.6,8,1
1987/4/3,11.4,8,1,16.3,8,1
1987/4/4,13.9,8,1,20.3,8,1
1987/4/5,14.3,8,1,20.0,8,1
1987/4/6,14.7,8,1,19.9,8,1
1987/4/7,13.7,8,1,15.7,8,1
1987/4/8,18.1,8,1,24.2,8,1
1987/4/9,16.3,8,1,18.1,8,1
1987/4/10,17.2,8,1,21.3,8,1
1987/4/11,13.3,8,1,19.3,8,1
1987/4/12,9.2,8,1,14.0,8,1
1987/4/13,8.1,8,1,13.1,8,1
1987/4/14,9.3,8,1,14.5,8,1
1987/4/15,11.0,8,1,15.8,8,1
1987/4/16,12.7,8,1,17.8,8,1
1987/4/17,14.7,8,1,20.1,8,1
1987/4/18,15.0,8,1,20.4,8,1
1987/4/19,16.0,8,1,21.5,8,1
1987/4/20,17.1,8,1,22.1,8,1
1987/4/21,18.0,8,1,21.6,8,1
1987/4/22,19.8,8,1,24.6,8,1
1987/4/23,17.9,8,1,22.7,8,1
1987/4/24,17.4,8,1,22.0,8,1
1987/4/25,15.7,8,1,19.7,8,1
1987/4/26,13.8,8,1,15.6,8,1
1987/4/27,13.9,8,1,18.3,8,1
1987/4/28,15.5,8,1,19.4,8,1
1987/4/29,16.9,8,1,22.3,8,1
1987/4/30,16.9,8,1,21.8,8,1
1987/5/1,15.0,8,1,16.3,8,1
1987/5/2,20.5,8,1,25.5,8,1
1987/5/3,16.6,8,1,19.8,8,1
1987/5/4,13.8,8,1,18.1,8,1
1987/5/5,14.7,8,1,19.4,8,1
1987/5/6,16.0,8,1,21.0,8,1
1987/5/7,17.2,8,1,22.6,8,1
1987/5/8,16.4,8,1,22.9,8,1
1987/5/9,18.0,8,1,24.3,8,1
1987/5/10,17.8,8,1,22.7,8,1
1987/5/11,18.0,8,1,22.5,8,1
1987/5/12,18.8,8,1,21.3,8,1
1987/5/13,18.6,8,1,21.0,8,1
1987/5/14,16.5,8,1,18.8,8,1
1987/5/15,17.3,8,1,20.6,8,1
1987/5/16,19.7,8,1,23.7,8,1
1987/5/17,17.3,8,1,18.4,8,1
1987/5/18,18.7,8,1,22.7,8,1
1987/5/19,18.9,8,1,23.2,8,1
1987/5/20,21.0,8,1,28.2,8,1
1987/5/21,21.2,8,1,26.2,8,1
1987/5/22,20.1,8,1,22.9,8,1
1987/5/23,21.2,8,1,21.9,8,1
1987/5/24,21.2,8,1,24.7,8,1
1987/5/25,20.4,8,1,24.0,8,1
1987/5/26,20.8,8,1,24.1,8,1
1987/5/27,18.8,8,1,21.0,8,1
1987/5/28,18.9,8,1,25.0,8,1
1987/5/29,19.0,8,1,23.6,8,1
1987/5/30,19.8,8,1,23.6,8,1
1987/5/31,21.0,8,1,26.2,8,1
1987/6/1,21.2,8,1,25.4,8,1
1987/6/2,21.5,8,1,24.8,8,1
1987/6/3,21.0,8,1,22.1,8,1
1987/6/4,23.2,8,1,27.0,8,1
1987/6/5,25.2,8,1,32.4,8,1
1987/6/6,24.8,8,1,29.5,8,1
1987/6/7,24.1,8,1,27.5,8,1
1987/6/8,24.1,8,1,26.6,8,1
1987/6/9,22.8,8,1,25.7,8,1
1987/6/10,20.2,8,1,21.6,8,1
1987/6/11,21.3,8,1,24.9,8,1
1987/6/12,20.9,8,1,24.0,8,1
1987/6/13,20.7,8,1,24.1,8,1
1987/6/14,20.9,8,1,24.3,8,1
1987/6/15,18.0,8,1,19.9,8,1
1987/6/16,20.7,8,1,25.6,8,1
1987/6/17,21.9,8,1,26.6,8,1
1987/6/18,22.7,8,1,27.4,8,1
1987/6/19,22.6,8,1,26.2,8,1
1987/6/20,19.5,8,1,21.9,8,1
1987/6/21,21.1,8,1,25.6,8,1
1987/6/22,20.6,8,1,24.1,8,1
1987/6/23,21.2,8,1,25.6,8,1
1987/6/24,22.1,8,1,27.4,8,1
1987/6/25,23.7,8,1,30.0,8,1
1987/6/26,23.4,8,1,27.6,8,1
1987/6/27,24.2,8,1,27.5,8,1
1987/6/28,23.2,8,1,27.6,8,1
1987/6/29,21.7,8,1,26.2,8,1
1987/6/30,22.2,8,1,24.4,8,1
1987/7/1,22.5,8,1,25.2,8,1
1987/7/2,24.4,8,1,28.0,8,1
1987/7/3,23.1,8,1,24.0,8,1
1987/7/4,26.2,8,1,30.0,8,1
1987/7/5,23.6,8,1,27.7,8,1
1987/7/6,23.4,8,1,26.2,8,1
1987/7/7,25.8,8,1,31.1,8,1
1987/7/8,25.6,8,1,29.0,8,1
1987/7/9,25.9,8,1,29.5,8,1
1987/7/10,26.4,8,1,32.1,8,1
1987/7/11,25.6,8,1,28.2,8,1
1987/7/12,25.7,8,1,27.6,8,1
1987/7/13,25.4,8,1,29.0,8,1
1987/7/14,26.2,8,1,28.8,8,1
1987/7/15,27.1,8,1,29.9,8,1
1987/7/16,26.8,8,1,29.6,8,1
1987/7/17,25.5,8,1,29.7,8,1
1987/7/18,23.7,8,1,25.1,8,1
1987/7/19,22.9,8,1,24.3,8,1
1987/7/20,24.8,8,1,27.3,8,1
1987/7/21,25.3,8,1,28.3,8,1
1987/7/22,26.0,8,1,28.8,8,1
1987/7/23,26.6,8,1,28.6,8,1
1987/7/24,26.6,8,1,29.1,8,1
1987/7/25,27.9,8,1,32.4,8,1
1987/7/26,29.4,8,1,34.9,8,1
1987/7/27,28.6,8,1,32.1,8,1
1987/7/28,29.8,8,1,35.1,8,1
1987/7/29,27.5,8,1,33.1,8,1
1987/7/30,26.6,8,1,30.8,8,1
1987/7/31,27.3,8,1,34.0,8,1
1987/8/1,27.1,8,1,31.9,8,1
1987/8/2,25.1,8,1,27.4,8,1
1987/8/3,25.3,8,1,28.0,8,1
1987/8/4,25.5,8,1,28.4,8,1
1987/8/5,25.9,8,1,29.0,8,1
1987/8/6,25.1,8,1,27.1,8,1
1987/8/7,26.8,8,1,30.7,8,1
1987/8/8,27.0,8,1,29.4,8,1
1987/8/9,27.7,8,1,30.9,8,1
1987/8/10,27.3,8,1,30.9,8,1
1987/8/11,27.7,8,1,32.8,8,1
1987/8/12,27.7,8,1,30.2,8,1
1987/8/13,27.6,8,1,31.2,8,1
1987/8/14,27.8,8,1,31.2,8,1
1987/8/15,27.7,8,1,31.6,8,1
1987/8/16,27.5,8,1,31.1,8,1
1987/8/17,28.2,8,1,32.6,8,1
1987/8/18,27.9,8,1,32.5,8,1
1987/8/19,27.7,8,1,32.0,8,1
1987/8/20,27.6,8,1,31.6,8,1
1987/8/21,28.3,8,1,33.5,8,1
1987/8/22,29.3,8,1,34.3,8,1
1987/8/23,26.8,8,1,30.4,8,1
1987/8/24,26.8,8,1,29.5,8,1
1987/8/25,27.3,8,1,30.3,8,1
1987/8/26,28.3,8,1,33.6,8,1
1987/8/27,26.8,8,1,32.2,8,1
1987/8/28,27.3,8,1,31.2,8,1
1987/8/29,28.3,8,1,33.2,8,1
1987/8/30,28.2,8,1,32.0,8,1
1987/8/31,27.7,8,1,30.6,8,1
1987/9/1,27.5,8,1,32.9,8,1
1987/9/2,26.2,8,1,30.7,8,1
1987/9/3,23.3,8,1,26.5,8,1
1987/9/4,22.0,8,1,25.2,8,1
1987/9/5,24.8,8,1,29.7,8,1
1987/9/6,26.1,8,1,31.0,8,1
1987/9/7,25.5,8,1,29.0,8,1
1987/9/8,26.3,8,1,30.3,8,1
1987/9/9,25.9,8,1,28.9,8,1
1987/9/10,27.1,8,1,31.4,8,1
1987/9/11,25.4,8,1,30.5,8,1
1987/9/12,23.3,8,1,26.2,8,1
1987/9/13,22.5,8,1,25.0,8,1
1987/9/14,24.8,8,1,29.8,8,1
1987/9/15,25.6,8,1,31.2,8,1
1987/9/16,22.8,8,1,25.0,8,1
1987/9/17,26.3,8,1,31.9,8,1
1987/9/18,23.1,8,1,28.4,8,1
1987/9/19,23.0,8,1,28.3,8,1
1987/9/20,23.1,8,1,28.3,8,1
1987/9/21,23.3,8,1,28.8,8,1
1987/9/22,23.8,8,1,27.8,8,1
1987/9/23,22.2,8,1,25.4,8,1
1987/9/24,21.6,8,1,25.0,8,1
1987/9/25,23.9,8,1,27.9,8,1
1987/9/26,22.2,8,1,27.2,8,1
1987/9/27,19.6,8,1,24.4,8,1
1987/9/28,18.7,8,1,21.3,8,1
1987/9/29,21.2,8,1,27.4,8,1
1987/9/30,19.0,8,1,22.4,8,1
1987/10/1,21.4,8,1,26.4,8,1
1987/10/2,22.1,8,1,27.7,8,1
1987/10/3,21.9,8,1,27.3,8,1
1987/10/4,21.8,8,1,26.2,8,1
1987/10/5,22.4,8,1,26.8,8,1
1987/10/6,19.4,8,1,21.4,8,1
1987/10/7,21.0,8,1,24.9,8,1
1987/10/8,22.7,8,1,27.3,8,1
1987/10/9,21.7,8,1,26.1,8,1
1987/10/10,20.5,8,1,25.1,8,1
1987/10/11,19.3,8,1,22.1,8,1
1987/10/12,20.0,8,1,26.2,8,1
1987/10/13,20.2,8,1,25.3,8,1
1987/10/14,21.0,8,1,25.1,8,1
1987/10/15,19.3,8,1,22.1,8,1
1987/10/16,21.1,8,1,24.1,8,1
1987/10/17,22.0,8,1,24.7,8,1
1987/10/18,19.6,8,1,24.4,8,1
1987/10/19,18.1,8,1,22.6,8,1
1987/10/20,16.3,8,1,20.4,8,1
1987/10/21,16.3,8,1,20.6,8,1
1987/10/22,15.3,8,1,20.3,8,1
1987/10/23,15.8,8,1,20.4,8,1
1987/10/24,15.4,8,1,16.9,8,1
1987/10/25,16.9,8,1,20.1,8,1
1987/10/26,15.3,8,1,18.6,8,1
1987/10/27,17.1,8,1,22.3,8,1
1987/10/28,17.2,8,1,24.1,8,1
1987/10/29,18.1,8,1,23.3,8,1
1987/10/30,20.7,8,1,24.8,8,1
1987/10/31,18.8,8,1,22.1,8,1
1987/11/1,15.1,8,1,18.1,8,1
1987/11/2,17.1,8,1,19.4,8,1
1987/11/3,20.5,8,1,24.8,8,1
1987/11/4,16.2,8,1,17.8,8,1
1987/11/5,14.3,8,1,19.7,8,1
1987/11/6,11.5,8,1,14.3,8,1
1987/11/7,12.4,8,1,17.0,8,1
1987/11/8,14.2,8,1,19.3,8,1
1987/11/9,13.5,8,1,18.8,8,1
1987/11/10,14.9,8,1,20.3,8,1
1987/11/11,16.0,8,1,21.7,8,1
1987/11/12,17.9,8,1,22.4,8,1
1987/11/13,17.0,8,1,20.2,8,1
1987/11/14,13.5,8,1,15.8,8,1
1987/11/15,13.9,8,1,18.4,8,1
1987/11/16,14.2,8,1,18.8,8,1
1987/11/17,14.3,8,1,17.8,8,1
1987/11/18,13.3,8,1,17.6,8,1
1987/11/19,13.8,8,1,18.3,8,1
1987/11/20,13.3,8,1,17.9,8,1
1987/11/21,14.0,8,1,18.4,8,1
1987/11/22,13.7,8,1,18.3,8,1
1987/11/23,12.6,8,1,16.8,8,1
1987/11/24,13.4,8,1,18.4,8,1
1987/11/25,11.7,8,1,16.7,8,1
1987/11/26,13.4,8,1,17.1,8,1
1987/11/27,15.5,8,1,18.6,8,1
1987/11/28,12.4,8,1,14.9,8,1
1987/11/29,8.9,8,1,13.0,8,1
1987/11/30,7.9,8,1,10.5,8,1
1987/12/1,8.5,8,1,12.7,8,1
1987/12/2,4.7,8,1,8.0,8,1
1987/12/3,5.8,8,1,9.5,8,1
1987/12/4,6.1,8,1,8.9,8,1
1987/12/5,7.4,8,1,11.7,8,1
1987/12/6,6.2,8,1,10.7,8,1
1987/12/7,6.6,8,1,11.4,8,1
1987/12/8,7.0,8,1,9.3,8,1
1987/12/9,8.0,8,1,9.5,8,1
1987/12/10,11.1,8,1,15.4,8,1
1987/12/11,11.4,8,1,14.0,8,1
1987/12/12,11.1,8,1,14.3,8,1
1987/12/13,7.1,8,1,10.6,8,1
1987/12/14,6.5,8,1,12.1,8,1
1987/12/15,8.1,8,1,13.1,8,1
1987/12/16,9.3,8,1,12.1,8,1
1987/12/17,8.1,8,1,12.3,8,1
1987/12/18,6.8,8,1,10.8,8,1
1987/12/19,8.8,8,1,13.7,8,1
1987/12/20,9.0,8,1,13.5,8,1
1987/12/21,8.6,8,1,12.0,8,1
1987/12/22,8.3,8,1,13.1,8,1
1987/12/23,9.6,8,1,14.5,8,1
1987/12/24,10.2,8,1,15.3,8,1
1987/12/25,10.6,8,1,17.4,8,1
1987/12/26,13.0,8,1,18.5,8,1
1987/12/27,12.7,8,1,18.7,8,1
1987/12/28,12.8,8,1,18.0,8,1
1987/12/29,13.6,8,1,19.0,8,1
1987/12/30,11.7,8,1,17.9,8,1
1987/12/31,6.5,8,1,11.0,8,1
1988/1/1,8.2,8,1,13.9,8,1
1988/1/2,11.6,8,1,16.1,8,1
1988/1/3,10.7,8,1,14.4,8,1
1988/1/4,10.0,8,1,14.9,8,1
1988/1/5,6.9,8,1,9.3,8,1
1988/1/6,5.4,8,1,10.1,8,1
1988/1/7,8.0,8,1,12.1,8,1
1988/1/8,9.3,8,1,12.4,8,1
1988/1/9,7.2,8,1,9.8,8,1
1988/1/10,3.5,8,1,6.8,8,1
1988/1/11,4.0,8,1,6.7,8,1
1988/1/12,6.5,8,1,10.9,8,1
1988/1/13,8.4,8,1,13.4,8,1
1988/1/14,8.5,8,1,14.9,8,1
1988/1/15,10.5,8,1,16.2,8,1
1988/1/16,9.9,8,1,14.0,8,1
1988/1/17,7.4,8,1,11.4,8,1
1988/1/18,5.6,8,1,9.7,8,1
1988/1/19,5.1,8,1,8.9,8,1
1988/1/20,7.8,8,1,13.5,8,1
1988/1/21,9.1,8,1,13.3,8,1
1988/1/22,12.3,8,1,15.8,8,1
1988/1/23,7.3,8,1,13.3,8,1
1988/1/24,2.5,8,1,5.8,8,1
1988/1/25,4.3,8,1,8.2,8,1
1988/1/26,5.6,8,1,9.3,8,1
1988/1/27,6.2,8,1,9.8,8,1
1988/1/28,5.6,8,1,9.5,8,1
1988/1/29,6.7,8,1,9.8,8,1
1988/1/30,7.6,8,1,10.7,8,1
1988/1/31,7.0,8,1,10.4,8,1
1988/2/1,5.3,8,1,9.6,8,1
1988/2/2,5.8,8,1,11.1,8,1
1988/2/3,-0.1,8,1,2.7,8,1
1988/2/4,2.5,8,1,6.7,8,1
1988/2/5,9.4,8,1,13.2,8,1
1988/2/6,9.3,8,1,13.5,8,1
1988/2/7,1.7,8,1,4.3,8,1
1988/2/8,2.3,8,1,6.8,8,1
1988/2/9,3.6,8,1,7.6,8,1
1988/2/10,3.5,8,1,8.0,8,1
1988/2/11,4.4,8,1,9.3,8,1
1988/2/12,5.9,8,1,10.5,8,1
1988/2/13,5.7,8,1,9.9,8,1
1988/2/14,5.9,8,1,11.7,8,1
1988/2/15,4.4,8,1,8.3,8,1
1988/2/16,3.4,8,1,7.9,8,1
1988/2/17,3.3,8,1,8.0,8,1
1988/2/18,3.4,8,1,7.8,8,1
1988/2/19,3.6,8,1,8.7,8,1
1988/2/20,5.7,8,1,10.8,8,1
1988/2/21,4.9,8,1,9.8,8,1
1988/2/22,5.8,8,1,9.8,8,1
1988/2/23,8.7,8,1,11.7,8,1
1988/2/24,8.8,8,1,13.5,8,1
1988/2/25,8.0,8,1,11.6,8,1
1988/2/26,7.2,8,1,9.3,8,1
1988/2/27,4.9,8,1,6.2,8,1
1988/2/28,5.9,8,1,10.9,8,1
1988/2/29,7.7,8,1,11.3,8,1
1988/3/1,8.9,8,1,11.1,8,1
1988/3/2,8.9,8,1,12.5,8,1
1988/3/3,6.0,8,1,10.5,8,1
1988/3/4,4.5,8,1,10.2,8,1
1988/3/5,6.0,8,1,10.4,8,1
1988/3/6,6.9,8,1,11.0,8,1
1988/3/7,5.7,8,1,9.8,8,1
1988/3/8,4.1,8,1,8.6,8,1
1988/3/9,5.4,8,1,9.7,8,1
1988/3/10,7.5,8,1,12.5,8,1
1988/3/11,11.0,8,1,16.2,8,1
1988/3/12,13.2,8,1,17.7,8,1
1988/3/13,11.2,8,1,16.7,8,1
1988/3/14,12.6,8,1,19.0,8,1
1988/3/15,11.1,8,1,16.1,8,1
1988/3/16,7.2,8,1,11.8,8,1
1988/3/17,8.7,8,1,10.7,8,1
1988/3/18,9.9,8,1,14.1,8,1
1988/3/19,11.2,8,1,16.9,8,1
1988/3/20,11.2,8,1,15.8,8,1
1988/3/21,9.2,8,1,11.5,8,1
1988/3/22,11.9,8,1,15.7,8,1
1988/3/23,11.3,8,1,15.8,8,1
1988/3/24,9.7,8,1,14.6,8,1
1988/3/25,9.3,8,1,11.7,8,1
1988/3/26,9.0,8,1,10.3,8,1
1988/3/27,8.7,8,1,14.0,8,1
1988/3/28,11.1,8,1,16.2,8,1
1988/3/29,9.5,8,1,12.1,8,1
1988/3/30,9.9,8,1,12.9,8,1
1988/3/31,8.6,8,1,11.0,8,1
1988/4/1,10.3,8,1,15.3,8,1
