ダウンロードした時刻：2024/07/10 01:13:36

,東京,東京,東京,東京,東京,東京
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1975/7/27,28.0,8,1,31.5,8,1
1975/7/28,28.3,8,1,31.3,8,1
1975/7/29,28.8,8,1,32.4,8,1
1975/7/30,29.5,8,1,33.8,8,1
1975/7/31,29.0,8,1,34.0,8,1
1975/8/1,28.4,8,1,32.0,8,1
1975/8/2,28.9,8,1,32.8,8,1
1975/8/3,28.7,8,1,33.5,8,1
1975/8/4,29.2,8,1,33.2,8,1
1975/8/5,30.0,8,1,35.5,8,1
1975/8/6,29.3,8,1,34.9,8,1
1975/8/7,25.7,8,1,27.3,8,1
1975/8/8,25.9,8,1,30.1,8,1
1975/8/9,24.6,8,1,28.9,8,1
1975/8/10,24.5,8,1,28.2,8,1
1975/8/11,25.6,8,1,30.6,8,1
1975/8/12,26.1,8,1,31.5,8,1
1975/8/13,26.9,8,1,32.9,8,1
1975/8/14,27.7,8,1,32.9,8,1
1975/8/15,28.0,8,1,33.4,8,1
1975/8/16,28.2,8,1,31.5,8,1
1975/8/17,27.8,8,1,31.3,8,1
1975/8/18,28.5,8,1,32.8,8,1
1975/8/19,27.4,8,1,31.3,8,1
1975/8/20,29.2,8,1,33.5,8,1
1975/8/21,29.4,8,1,34.3,8,1
1975/8/22,28.0,8,1,29.7,8,1
1975/8/23,27.4,8,1,29.2,8,1
1975/8/24,27.2,8,1,32.8,8,1
1975/8/25,25.2,8,1,29.1,8,1
1975/8/26,24.5,8,1,27.2,8,1
1975/8/27,25.2,8,1,30.9,8,1
1975/8/28,26.7,8,1,31.4,8,1
1975/8/29,26.6,8,1,31.5,8,1
1975/8/30,27.1,8,1,31.6,8,1
1975/8/31,27.1,8,1,32.1,8,1
1975/9/1,27.5,8,1,33.2,8,1
1975/9/2,27.4,8,1,32.9,8,1
1975/9/3,27.0,8,1,31.6,8,1
1975/9/4,27.5,8,1,32.3,8,1
1975/9/5,26.1,8,1,30.4,8,1
1975/9/6,26.8,8,1,32.5,8,1
1975/9/7,26.7,8,1,32.2,8,1
1975/9/8,26.6,8,1,31.9,8,1
1975/9/9,26.4,8,1,31.7,8,1
1975/9/10,25.9,8,1,30.6,8,1
1975/9/11,25.6,8,1,31.2,8,1
1975/9/12,27.4,8,1,32.2,8,1
1975/9/13,28.0,8,1,32.6,8,1
1975/9/14,25.3,8,1,28.3,8,1
1975/9/15,25.2,8,1,30.0,8,1
1975/9/16,28.5,8,1,34.1,8,1
1975/9/17,28.6,8,1,33.2,8,1
1975/9/18,26.0,8,1,30.0,8,1
1975/9/19,25.6,8,1,30.5,8,1
1975/9/20,26.7,8,1,31.4,8,1
1975/9/21,28.4,8,1,32.2,8,1
1975/9/22,26.9,8,1,31.5,8,1
1975/9/23,21.2,8,1,23.6,8,1
1975/9/24,19.5,8,1,21.3,8,1
1975/9/25,20.6,8,1,25.5,8,1
1975/9/26,22.0,8,1,27.3,8,1
1975/9/27,22.2,8,1,25.8,8,1
1975/9/28,22.5,8,1,26.0,8,1
1975/9/29,18.2,8,1,21.1,8,1
1975/9/30,18.9,8,1,21.3,8,1
1975/10/1,18.2,8,1,22.5,8,1
1975/10/2,19.1,8,1,21.7,8,1
1975/10/3,18.0,8,1,18.8,8,1
1975/10/4,21.9,8,1,26.4,8,1
1975/10/5,21.2,8,1,22.8,8,1
1975/10/6,21.9,8,1,27.9,8,1
1975/10/7,21.4,8,1,23.6,8,1
1975/10/8,21.3,8,1,24.1,8,1
1975/10/9,21.5,8,1,25.6,8,1
1975/10/10,20.3,8,1,25.0,8,1
1975/10/11,18.9,8,1,22.1,8,1
1975/10/12,17.4,8,1,19.4,8,1
1975/10/13,16.8,8,1,17.9,8,1
1975/10/14,17.7,8,1,20.9,8,1
1975/10/15,16.5,8,1,20.3,8,1
1975/10/16,14.3,8,1,16.9,8,1
1975/10/17,15.0,8,1,17.9,8,1
1975/10/18,14.5,8,1,15.8,8,1
1975/10/19,15.8,8,1,18.0,8,1
1975/10/20,18.7,8,1,23.3,8,1
1975/10/21,18.8,8,1,23.2,8,1
1975/10/22,16.3,8,1,20.8,8,1
1975/10/23,15.5,8,1,19.4,8,1
1975/10/24,15.6,8,1,17.9,8,1
1975/10/25,14.7,8,1,16.3,8,1
1975/10/26,13.7,8,1,17.6,8,1
1975/10/27,14.6,8,1,19.0,8,1
1975/10/28,14.0,8,1,15.1,8,1
1975/10/29,20.4,8,1,24.7,8,1
1975/10/30,13.7,8,1,19.1,8,1
1975/10/31,9.3,8,1,11.9,8,1
1975/11/1,12.5,8,1,17.1,8,1
1975/11/2,13.4,8,1,17.1,8,1
1975/11/3,12.9,8,1,17.3,8,1
1975/11/4,12.5,8,1,17.3,8,1
1975/11/5,13.6,8,1,16.7,8,1
1975/11/6,12.3,8,1,12.9,8,1
1975/11/7,16.6,8,1,23.4,8,1
1975/11/8,17.2,8,1,20.3,8,1
1975/11/9,13.6,8,1,18.0,8,1
1975/11/10,11.3,8,1,15.0,8,1
1975/11/11,10.9,8,1,13.4,8,1
1975/11/12,12.1,8,1,16.1,8,1
1975/11/13,12.7,8,1,15.9,8,1
1975/11/14,14.0,8,1,15.8,8,1
1975/11/15,14.6,8,1,16.8,8,1
1975/11/16,19.2,8,1,25.1,8,1
1975/11/17,17.3,8,1,21.2,8,1
1975/11/18,14.3,8,1,18.6,8,1
1975/11/19,12.8,8,1,14.1,8,1
1975/11/20,12.9,8,1,17.5,8,1
1975/11/21,9.3,8,1,10.9,8,1
1975/11/22,11.4,8,1,13.0,8,1
1975/11/23,9.9,8,1,12.9,8,1
1975/11/24,8.9,8,1,13.1,8,1
1975/11/25,9.4,8,1,14.2,8,1
1975/11/26,11.3,8,1,15.9,8,1
1975/11/27,9.8,8,1,12.0,8,1
1975/11/28,13.2,8,1,17.5,8,1
1975/11/29,12.5,8,1,15.9,8,1
1975/11/30,9.7,8,1,14.3,8,1
1975/12/1,7.6,8,1,10.8,8,1
1975/12/2,7.1,8,1,11.1,8,1
1975/12/3,7.6,8,1,12.8,8,1
1975/12/4,10.0,8,1,15.3,8,1
1975/12/5,10.5,8,1,14.0,8,1
1975/12/6,9.9,8,1,12.6,8,1
1975/12/7,9.8,8,1,13.5,8,1
1975/12/8,6.9,8,1,10.6,8,1
1975/12/9,5.0,8,1,6.4,8,1
1975/12/10,6.2,8,1,9.3,8,1
1975/12/11,5.8,8,1,7.5,8,1
1975/12/12,6.7,8,1,11.0,8,1
1975/12/13,6.0,8,1,9.1,8,1
1975/12/14,5.2,8,1,7.8,8,1
1975/12/15,6.7,8,1,10.6,8,1
1975/12/16,6.8,8,1,12.0,8,1
1975/12/17,6.2,8,1,10.2,8,1
1975/12/18,5.9,8,1,10.1,8,1
1975/12/19,6.1,8,1,11.0,8,1
1975/12/20,6.4,8,1,10.0,8,1
1975/12/21,5.5,8,1,9.0,8,1
1975/12/22,7.5,8,1,12.9,8,1
1975/12/23,6.5,8,1,11.5,8,1
1975/12/24,6.7,8,1,11.8,8,1
1975/12/25,5.7,8,1,10.4,8,1
1975/12/26,6.2,8,1,11.4,8,1
1975/12/27,6.1,8,1,9.8,8,1
1975/12/28,4.7,8,1,9.5,8,1
1975/12/29,4.8,8,1,9.0,8,1
1975/12/30,6.2,8,1,11.2,8,1
1975/12/31,5.0,8,1,9.7,8,1
1976/1/1,4.7,8,1,9.6,8,1
1976/1/2,7.4,8,1,16.7,8,1
1976/1/3,7.0,8,1,10.4,8,1
1976/1/4,9.8,8,1,15.3,8,1
1976/1/5,11.5,8,1,18.6,8,1
1976/1/6,6.7,8,1,11.1,8,1
1976/1/7,6.1,8,1,11.9,8,1
1976/1/8,7.7,8,1,15.6,8,1
1976/1/9,7.8,8,1,13.1,8,1
1976/1/10,4.9,8,1,8.9,8,1
1976/1/11,4.1,8,1,9.3,8,1
1976/1/12,4.1,8,1,8.0,8,1
1976/1/13,5.3,8,1,10.6,8,1
1976/1/14,6.4,8,1,13.8,8,1
1976/1/15,4.5,8,1,8.2,8,1
1976/1/16,4.3,8,1,8.8,8,1
1976/1/17,7.9,8,1,14.5,8,1
1976/1/18,7.3,8,1,12.4,8,1
1976/1/19,4.3,8,1,9.8,8,1
1976/1/20,3.1,8,1,7.9,8,1
1976/1/21,1.2,8,1,5.0,8,1
1976/1/22,1.7,8,1,8.0,8,1
1976/1/23,0.9,8,1,6.1,8,1
1976/1/24,2.8,8,1,7.8,8,1
1976/1/25,3.6,8,1,8.2,8,1
1976/1/26,5.4,8,1,9.7,8,1
1976/1/27,3.9,8,1,9.1,8,1
1976/1/28,4.8,8,1,8.8,8,1
1976/1/29,6.1,8,1,11.0,8,1
1976/1/30,6.0,8,1,11.0,8,1
1976/1/31,5.3,8,1,10.4,8,1
1976/2/1,5.3,8,1,8.8,8,1
1976/2/2,7.6,8,1,12.2,8,1
1976/2/3,8.3,8,1,13.9,8,1
1976/2/4,8.3,8,1,13.3,8,1
1976/2/5,4.2,8,1,7.7,8,1
1976/2/6,5.3,8,1,10.2,8,1
1976/2/7,3.8,8,1,8.1,8,1
1976/2/8,4.2,8,1,7.9,8,1
1976/2/9,5.9,8,1,10.6,8,1
1976/2/10,6.3,8,1,9.9,8,1
1976/2/11,4.5,8,1,8.8,8,1
1976/2/12,1.9,8,1,6.8,8,1
1976/2/13,1.9,8,1,5.8,8,1
1976/2/14,3.3,8,1,6.4,8,1
1976/2/15,10.8,8,1,17.6,8,1
1976/2/16,9.0,8,1,12.1,8,1
1976/2/17,8.7,8,1,12.0,8,1
1976/2/18,7.9,8,1,9.1,8,1
1976/2/19,8.7,8,1,9.9,8,1
1976/2/20,4.8,8,1,7.2,8,1
1976/2/21,4.9,8,1,9.4,8,1
1976/2/22,5.7,8,1,8.6,8,1
1976/2/23,7.2,8,1,10.1,8,1
1976/2/24,6.7,8,1,11.1,8,1
1976/2/25,6.5,8,1,9.9,8,1
1976/2/26,7.6,8,1,11.8,8,1
1976/2/27,10.4,8,1,15.9,8,1
1976/2/28,14.4,8,1,17.5,8,1
1976/2/29,11.7,8,1,18.3,8,1
1976/3/1,7.2,8,1,9.3,8,1
1976/3/2,4.6,8,1,7.1,8,1
1976/3/3,5.9,8,1,9.7,8,1
1976/3/4,7.9,8,1,12.7,8,1
1976/3/5,8.1,8,1,11.8,8,1
1976/3/6,10.2,8,1,14.5,8,1
1976/3/7,11.4,8,1,17.8,8,1
1976/3/8,11.4,8,1,15.2,8,1
1976/3/9,11.3,8,1,14.9,8,1
1976/3/10,8.7,8,1,11.4,8,1
1976/3/11,11.0,8,1,15.8,8,1
1976/3/12,11.4,8,1,14.3,8,1
1976/3/13,8.3,8,1,11.7,8,1
1976/3/14,9.0,8,1,14.0,8,1
1976/3/15,11.6,8,1,17.0,8,1
1976/3/16,11.5,8,1,15.3,8,1
1976/3/17,7.9,8,1,10.8,8,1
1976/3/18,13.7,8,1,19.1,8,1
1976/3/19,7.7,8,1,13.8,8,1
1976/3/20,4.8,8,1,7.5,8,1
1976/3/21,5.7,8,1,10.4,8,1
1976/3/22,6.8,8,1,11.7,8,1
1976/3/23,8.2,8,1,14.6,8,1
1976/3/24,7.4,8,1,11.3,8,1
1976/3/25,7.6,8,1,12.3,8,1
1976/3/26,7.1,8,1,10.5,8,1
1976/3/27,9.6,8,1,15.8,8,1
1976/3/28,9.8,8,1,13.2,8,1
1976/3/29,8.1,8,1,9.9,8,1
1976/3/30,13.3,8,1,18.0,8,1
1976/3/31,10.8,8,1,14.1,8,1
1976/4/1,6.7,8,1,8.1,8,1
1976/4/2,10.6,8,1,14.7,8,1
1976/4/3,7.1,8,1,9.5,8,1
1976/4/4,6.7,8,1,8.2,8,1
1976/4/5,9.8,8,1,14.0,8,1
1976/4/6,11.7,8,1,15.3,8,1
1976/4/7,10.7,8,1,17.1,8,1
1976/4/8,8.1,8,1,12.2,8,1
1976/4/9,6.1,8,1,8.3,8,1
1976/4/10,8.9,8,1,13.8,8,1
1976/4/11,10.3,8,1,14.1,8,1
1976/4/12,12.7,8,1,16.1,8,1
1976/4/13,13.2,8,1,15.7,8,1
1976/4/14,17.0,8,1,19.4,8,1
1976/4/15,14.0,8,1,17.8,8,1
1976/4/16,15.3,8,1,20.1,8,1
1976/4/17,16.4,8,1,21.6,8,1
1976/4/18,12.0,8,1,14.7,8,1
1976/4/19,13.8,8,1,16.3,8,1
1976/4/20,16.1,8,1,19.5,8,1
1976/4/21,18.8,8,1,21.5,8,1
1976/4/22,14.5,8,1,17.4,8,1
1976/4/23,16.2,8,1,18.9,8,1
1976/4/24,16.9,8,1,23.7,8,1
1976/4/25,14.2,8,1,18.3,8,1
1976/4/26,16.6,8,1,20.7,8,1
1976/4/27,18.7,8,1,23.3,8,1
1976/4/28,18.4,8,1,22.3,8,1
1976/4/29,18.1,8,1,21.0,8,1
1976/4/30,11.8,8,1,18.0,8,1
1976/5/1,13.9,8,1,19.1,8,1
1976/5/2,14.8,8,1,20.2,8,1
1976/5/3,9.9,8,1,11.1,8,1
1976/5/4,12.8,8,1,16.2,8,1
1976/5/5,13.8,8,1,14.9,8,1
1976/5/6,16.1,8,1,20.7,8,1
1976/5/7,15.3,8,1,20.6,8,1
1976/5/8,15.2,8,1,21.1,8,1
1976/5/9,16.0,8,1,21.7,8,1
1976/5/10,17.6,8,1,23.4,8,1
1976/5/11,18.3,8,1,23.3,8,1
1976/5/12,19.2,8,1,22.8,8,1
1976/5/13,20.3,8,1,28.2,8,1
1976/5/14,17.8,8,1,22.1,8,1
1976/5/15,18.4,8,1,23.1,8,1
1976/5/16,18.5,8,1,21.5,8,1
1976/5/17,18.5,8,1,24.3,8,1
1976/5/18,20.0,8,1,24.9,8,1
1976/5/19,16.2,8,1,19.1,8,1
1976/5/20,16.0,8,1,20.4,8,1
1976/5/21,15.7,8,1,18.3,8,1
1976/5/22,19.4,8,1,24.5,8,1
1976/5/23,17.9,8,1,19.5,8,1
1976/5/24,20.6,8,1,24.6,8,1
1976/5/25,20.5,8,1,22.5,8,1
1976/5/26,23.2,8,1,27.7,8,1
1976/5/27,18.3,8,1,21.3,8,1
1976/5/28,21.0,8,1,26.6,8,1
1976/5/29,22.6,8,1,26.9,8,1
1976/5/30,19.3,8,1,21.9,8,1
1976/5/31,21.0,8,1,26.4,8,1
1976/6/1,22.1,8,1,25.5,8,1
1976/6/2,23.9,8,1,29.3,8,1
1976/6/3,21.4,8,1,25.3,8,1
1976/6/4,21.4,8,1,24.0,8,1
1976/6/5,19.3,8,1,22.1,8,1
1976/6/6,20.5,8,1,24.3,8,1
1976/6/7,21.9,8,1,25.5,8,1
1976/6/8,23.5,8,1,26.0,8,1
1976/6/9,24.8,8,1,27.2,8,1
1976/6/10,24.5,8,1,28.6,8,1
1976/6/11,24.6,8,1,28.2,8,1
1976/6/12,20.1,8,1,22.1,8,1
1976/6/13,19.3,8,1,21.5,8,1
1976/6/14,19.7,8,1,23.6,8,1
1976/6/15,18.5,8,1,22.4,8,1
1976/6/16,18.7,8,1,22.5,8,1
1976/6/17,21.0,8,1,25.3,8,1
1976/6/18,20.8,8,1,25.2,8,1
1976/6/19,19.8,8,1,23.2,8,1
1976/6/20,19.7,8,1,23.0,8,1
1976/6/21,21.3,8,1,25.4,8,1
1976/6/22,25.1,8,1,28.7,8,1
1976/6/23,24.9,8,1,27.8,8,1
1976/6/24,19.3,8,1,22.4,8,1
1976/6/25,21.8,8,1,25.4,8,1
1976/6/26,24.0,8,1,26.0,8,1
1976/6/27,23.8,8,1,28.8,8,1
1976/6/28,22.5,8,1,26.6,8,1
1976/6/29,20.6,8,1,24.1,8,1
1976/6/30,14.9,8,1,19.8,8,1
1976/7/1,16.5,8,1,20.2,8,1
1976/7/2,18.2,8,1,23.6,8,1
1976/7/3,15.7,8,1,17.9,8,1
1976/7/4,17.5,8,1,21.1,8,1
1976/7/5,19.6,8,1,23.4,8,1
1976/7/6,21.4,8,1,24.2,8,1
1976/7/7,22.4,8,1,25.5,8,1
1976/7/8,25.1,8,1,31.0,8,1
1976/7/9,24.2,8,1,29.6,8,1
1976/7/10,24.0,8,1,26.9,8,1
1976/7/11,23.2,8,1,24.0,8,1
1976/7/12,24.9,8,1,26.6,8,1
1976/7/13,26.3,8,1,30.6,8,1
1976/7/14,27.6,8,1,31.6,8,1
1976/7/15,25.5,8,1,28.9,8,1
1976/7/16,23.2,8,1,25.0,8,1
1976/7/17,26.3,8,1,32.2,8,1
1976/7/18,22.0,8,1,24.7,8,1
1976/7/19,19.9,8,1,21.6,8,1
1976/7/20,19.6,8,1,21.9,8,1
1976/7/21,23.5,8,1,28.4,8,1
1976/7/22,26.0,8,1,29.3,8,1
1976/7/23,26.6,8,1,30.8,8,1
1976/7/24,26.7,8,1,31.1,8,1
1976/7/25,27.6,8,1,31.5,8,1
1976/7/26,27.6,8,1,31.7,8,1
1976/7/27,27.4,8,1,32.4,8,1
1976/7/28,27.5,8,1,31.2,8,1
1976/7/29,27.8,8,1,32.2,8,1
1976/7/30,27.7,8,1,31.7,8,1
1976/7/31,28.7,8,1,33.4,8,1
1976/8/1,28.5,8,1,32.6,8,1
1976/8/2,28.1,8,1,33.2,8,1
1976/8/3,24.7,8,1,27.0,8,1
1976/8/4,24.3,8,1,27.8,8,1
1976/8/5,25.9,8,1,29.6,8,1
1976/8/6,27.6,8,1,32.3,8,1
1976/8/7,23.5,8,1,26.7,8,1
1976/8/8,26.2,8,1,30.2,8,1
1976/8/9,25.9,8,1,30.5,8,1
1976/8/10,27.1,8,1,32.8,8,1
1976/8/11,27.1,8,1,31.2,8,1
1976/8/12,26.9,8,1,31.0,8,1
1976/8/13,27.5,8,1,32.2,8,1
1976/8/14,25.3,8,1,31.0,8,1
1976/8/15,21.4,8,1,22.9,8,1
1976/8/16,22.8,8,1,26.3,8,1
1976/8/17,22.8,8,1,26.5,8,1
1976/8/18,23.2,8,1,26.2,8,1
1976/8/19,25.7,8,1,29.2,8,1
1976/8/20,26.9,8,1,30.7,8,1
1976/8/21,27.8,8,1,31.5,8,1
1976/8/22,28.3,8,1,32.3,8,1
1976/8/23,29.4,8,1,33.8,8,1
1976/8/24,28.1,8,1,35.4,8,1
1976/8/25,22.2,8,1,23.3,8,1
1976/8/26,21.0,8,1,24.2,8,1
1976/8/27,22.0,8,1,25.0,8,1
1976/8/28,22.4,8,1,27.2,8,1
1976/8/29,23.2,8,1,28.5,8,1
1976/8/30,21.3,8,1,24.9,8,1
1976/8/31,21.8,8,1,25.1,8,1
1976/9/1,24.8,8,1,28.4,8,1
1976/9/2,23.0,8,1,26.2,8,1
1976/9/3,22.2,8,1,24.5,8,1
1976/9/4,20.9,8,1,23.4,8,1
1976/9/5,21.7,8,1,25.8,8,1
1976/9/6,23.0,8,1,26.9,8,1
1976/9/7,24.5,8,1,29.0,8,1
1976/9/8,25.6,8,1,30.0,8,1
1976/9/9,25.8,8,1,28.8,8,1
1976/9/10,27.8,8,1,31.6,8,1
1976/9/11,27.0,8,1,30.2,8,1
1976/9/12,22.4,8,1,26.1,8,1
1976/9/13,21.2,8,1,23.4,8,1
1976/9/14,24.8,8,1,27.3,8,1
1976/9/15,23.4,8,1,27.5,8,1
1976/9/16,22.6,8,1,27.1,8,1
1976/9/17,23.3,8,1,28.1,8,1
1976/9/18,23.3,8,1,28.2,8,1
1976/9/19,21.9,8,1,25.8,8,1
1976/9/20,21.3,8,1,26.6,8,1
1976/9/21,21.2,8,1,24.6,8,1
1976/9/22,16.7,8,1,17.3,8,1
1976/9/23,19.6,8,1,25.1,8,1
1976/9/24,19.0,8,1,24.3,8,1
1976/9/25,18.5,8,1,23.9,8,1
1976/9/26,18.1,8,1,22.0,8,1
1976/9/27,17.3,8,1,20.3,8,1
1976/9/28,16.5,8,1,18.0,8,1
1976/9/29,21.1,8,1,26.0,8,1
1976/9/30,20.7,8,1,24.6,8,1
1976/10/1,21.4,8,1,24.4,8,1
1976/10/2,19.9,8,1,22.1,8,1
1976/10/3,20.5,8,1,25.0,8,1
1976/10/4,21.7,8,1,26.9,8,1
1976/10/5,17.6,8,1,22.2,8,1
1976/10/6,16.7,8,1,20.9,8,1
1976/10/7,17.6,8,1,23.4,8,1
1976/10/8,19.0,8,1,23.6,8,1
1976/10/9,17.1,8,1,18.5,8,1
1976/10/10,21.1,8,1,26.7,8,1
1976/10/11,16.9,8,1,20.2,8,1
1976/10/12,15.4,8,1,18.0,8,1
1976/10/13,16.7,8,1,20.4,8,1
1976/10/14,16.0,8,1,17.0,8,1
1976/10/15,19.0,8,1,22.5,8,1
1976/10/16,15.7,8,1,18.6,8,1
1976/10/17,16.9,8,1,21.0,8,1
1976/10/18,17.9,8,1,21.9,8,1
1976/10/19,18.8,8,1,23.1,8,1
1976/10/20,19.0,8,1,21.6,8,1
1976/10/21,22.1,8,1,26.7,8,1
1976/10/22,19.0,8,1,22.2,8,1
1976/10/23,20.2,8,1,24.0,8,1
1976/10/24,17.7,8,1,20.9,8,1
1976/10/25,14.8,8,1,19.5,8,1
1976/10/26,12.2,8,1,15.0,8,1
1976/10/27,14.1,8,1,19.5,8,1
1976/10/28,12.7,8,1,16.7,8,1
1976/10/29,14.9,8,1,20.5,8,1
1976/10/30,13.7,8,1,17.5,8,1
1976/10/31,15.1,8,1,21.3,8,1
1976/11/1,12.8,8,1,17.0,8,1
1976/11/2,12.8,8,1,18.1,8,1
1976/11/3,13.8,8,1,19.9,8,1
1976/11/4,17.6,8,1,24.1,8,1
1976/11/5,11.9,8,1,17.8,8,1
1976/11/6,10.0,8,1,11.0,8,1
1976/11/7,10.6,8,1,11.9,8,1
1976/11/8,16.0,8,1,20.6,8,1
1976/11/9,14.7,8,1,17.3,8,1
1976/11/10,17.0,8,1,20.3,8,1
1976/11/11,14.9,8,1,18.7,8,1
1976/11/12,10.5,8,1,13.6,8,1
1976/11/13,7.8,8,1,10.6,8,1
1976/11/14,11.0,8,1,15.2,8,1
1976/11/15,10.3,8,1,14.5,8,1
1976/11/16,8.5,8,1,12.1,8,1
1976/11/17,8.6,8,1,10.9,8,1
1976/11/18,13.8,8,1,16.4,8,1
1976/11/19,12.1,8,1,14.9,8,1
1976/11/20,9.1,8,1,10.4,8,1
1976/11/21,10.7,8,1,12.1,8,1
1976/11/22,9.8,8,1,13.4,8,1
1976/11/23,10.5,8,1,14.2,8,1
1976/11/24,9.3,8,1,13.5,8,1
1976/11/25,9.0,8,1,13.4,8,1
1976/11/26,10.6,8,1,17.3,8,1
1976/11/27,10.1,8,1,13.8,8,1
1976/11/28,8.6,8,1,12.9,8,1
1976/11/29,7.2,8,1,10.6,8,1
1976/11/30,7.4,8,1,12.2,8,1
1976/12/1,10.5,8,1,15.1,8,1
1976/12/2,10.3,8,1,14.5,8,1
1976/12/3,9.9,8,1,12.9,8,1
1976/12/4,10.9,8,1,15.0,8,1
1976/12/5,10.3,8,1,14.0,8,1
1976/12/6,8.0,8,1,11.6,8,1
1976/12/7,6.2,8,1,10.0,8,1
1976/12/8,8.4,8,1,12.5,8,1
1976/12/9,8.8,8,1,11.8,8,1
1976/12/10,8.2,8,1,13.6,8,1
1976/12/11,8.5,8,1,13.1,8,1
1976/12/12,7.5,8,1,10.7,8,1
1976/12/13,8.0,8,1,11.6,8,1
1976/12/14,8.6,8,1,13.0,8,1
1976/12/15,8.7,8,1,14.4,8,1
1976/12/16,7.7,8,1,12.4,8,1
1976/12/17,9.4,8,1,15.2,8,1
1976/12/18,9.2,8,1,13.6,8,1
1976/12/19,9.3,8,1,13.3,8,1
1976/12/20,8.1,8,1,12.0,8,1
1976/12/21,6.4,8,1,10.1,8,1
1976/12/22,7.5,8,1,11.2,8,1
1976/12/23,7.8,8,1,13.5,8,1
1976/12/24,4.0,8,1,5.5,8,1
1976/12/25,4.1,8,1,5.6,8,1
1976/12/26,6.9,8,1,12.1,8,1
1976/12/27,3.3,8,1,7.4,8,1
1976/12/28,2.7,8,1,7.6,8,1
1976/12/29,3.1,8,1,7.3,8,1
1976/12/30,2.5,8,1,8.5,8,1
1976/12/31,2.9,8,1,6.7,8,1
1977/1/1,1.3,8,1,5.4,8,1
1977/1/2,2.7,8,1,5.4,8,1
1977/1/3,4.2,8,1,9.3,8,1
1977/1/4,2.4,8,1,6.0,8,1
1977/1/5,1.9,8,1,7.2,8,1
1977/1/6,3.5,8,1,7.9,8,1
1977/1/7,3.9,8,1,9.1,8,1
1977/1/8,5.9,8,1,12.1,8,1
1977/1/9,4.2,8,1,5.9,8,1
1977/1/10,6.7,8,1,10.3,8,1
1977/1/11,5.1,8,1,7.4,8,1
1977/1/12,4.8,8,1,8.0,8,1
1977/1/13,2.8,8,1,7.1,8,1
1977/1/14,2.3,8,1,6.7,8,1
1977/1/15,1.9,8,1,4.4,8,1
1977/1/16,4.1,8,1,8.8,8,1
1977/1/17,4.7,8,1,9.2,8,1
1977/1/18,3.7,8,1,6.9,8,1
1977/1/19,3.7,8,1,7.1,8,1
1977/1/20,3.7,8,1,7.6,8,1
1977/1/21,2.6,8,1,7.2,8,1
1977/1/22,2.8,8,1,6.6,8,1
1977/1/23,0.9,8,1,2.4,8,1
1977/1/24,3.1,8,1,7.5,8,1
1977/1/25,4.2,8,1,10.0,8,1
1977/1/26,6.8,8,1,17.9,8,1
1977/1/27,3.5,8,1,5.2,8,1
1977/1/28,3.2,8,1,6.1,8,1
1977/1/29,2.4,8,1,6.3,8,1
1977/1/30,2.6,8,1,5.0,8,1
1977/1/31,1.3,8,1,6.3,8,1
1977/2/1,2.3,8,1,8.0,8,1
1977/2/2,3.0,8,1,7.0,8,1
1977/2/3,3.4,8,1,8.4,8,1
1977/2/4,3.5,8,1,8.1,8,1
1977/2/5,3.2,8,1,7.8,8,1
1977/2/6,2.5,8,1,7.5,8,1
1977/2/7,2.6,8,1,6.8,8,1
1977/2/8,3.9,8,1,9.0,8,1
1977/2/9,3.0,8,1,4.8,8,1
1977/2/10,2.5,8,1,5.0,8,1
1977/2/11,3.0,8,1,7.1,8,1
1977/2/12,3.4,8,1,6.8,8,1
1977/2/13,6.9,8,1,11.8,8,1
1977/2/14,5.2,8,1,7.3,8,1
1977/2/15,1.7,8,1,3.8,8,1
1977/2/16,1.4,8,1,6.3,8,1
1977/2/17,1.4,8,1,6.0,8,1
1977/2/18,1.9,8,1,6.8,8,1
1977/2/19,5.0,8,1,9.7,8,1
1977/2/20,7.1,8,1,13.4,8,1
1977/2/21,6.6,8,1,14.5,8,1
1977/2/22,3.1,8,1,6.3,8,1
1977/2/23,5.8,8,1,11.4,8,1
1977/2/24,7.9,8,1,14.2,8,1
1977/2/25,11.9,8,1,17.1,8,1
1977/2/26,14.3,8,1,20.3,8,1
1977/2/27,10.4,8,1,13.2,8,1
1977/2/28,10.6,8,1,14.7,8,1
1977/3/1,11.9,8,1,17.3,8,1
1977/3/2,8.2,8,1,11.4,8,1
1977/3/3,6.6,8,1,9.4,8,1
1977/3/4,2.5,8,1,6.6,8,1
1977/3/5,1.0,8,1,4.5,8,1
1977/3/6,2.9,8,1,7.0,8,1
1977/3/7,7.2,8,1,13.8,8,1
1977/3/8,10.9,8,1,16.3,8,1
1977/3/9,14.9,8,1,20.1,8,1
1977/3/10,9.5,8,1,15.8,8,1
1977/3/11,8.5,8,1,13.1,8,1
1977/3/12,8.9,8,1,14.7,8,1
1977/3/13,10.2,8,1,15.1,8,1
1977/3/14,12.5,8,1,18.0,8,1
1977/3/15,14.2,8,1,19.0,8,1
1977/3/16,10.9,8,1,13.6,8,1
1977/3/17,8.2,8,1,9.8,8,1
1977/3/18,10.1,8,1,14.8,8,1
1977/3/19,9.8,8,1,11.9,8,1
1977/3/20,10.6,8,1,14.0,8,1
