ダウンロードした時刻：2024/07/10 01:13:36

,東京,東京,東京,東京,東京,東京
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1977/3/21,8.3,8,1,13.4,8,1
1977/3/22,10.0,8,1,14.0,8,1
1977/3/23,10.7,8,1,12.1,8,1
1977/3/24,14.0,8,1,18.0,8,1
1977/3/25,10.6,8,1,15.2,8,1
1977/3/26,12.4,8,1,17.7,8,1
1977/3/27,8.7,8,1,11.1,8,1
1977/3/28,7.8,8,1,11.9,8,1
1977/3/29,8.1,8,1,11.8,8,1
1977/3/30,6.5,8,1,7.6,8,1
1977/3/31,11.7,8,1,14.2,8,1
1977/4/1,12.7,8,1,15.6,8,1
1977/4/2,13.1,8,1,20.5,8,1
1977/4/3,10.5,8,1,17.5,8,1
1977/4/4,10.1,8,1,14.8,8,1
1977/4/5,11.8,8,1,16.7,8,1
1977/4/6,14.6,8,1,20.0,8,1
1977/4/7,9.2,8,1,12.7,8,1
1977/4/8,9.5,8,1,13.4,8,1
1977/4/9,8.2,8,1,8.9,8,1
1977/4/10,13.2,8,1,17.4,8,1
1977/4/11,15.1,8,1,20.0,8,1
1977/4/12,16.4,8,1,20.5,8,1
1977/4/13,15.1,8,1,16.3,8,1
1977/4/14,16.6,8,1,19.4,8,1
1977/4/15,18.9,8,1,21.6,8,1
1977/4/16,21.1,8,1,24.3,8,1
1977/4/17,18.4,8,1,23.1,8,1
1977/4/18,17.7,8,1,24.8,8,1
1977/4/19,14.0,8,1,18.2,8,1
1977/4/20,18.0,8,1,23.5,8,1
1977/4/21,16.1,8,1,23.3,8,1
1977/4/22,15.2,8,1,19.9,8,1
1977/4/23,18.7,8,1,24.7,8,1
1977/4/24,17.9,8,1,21.4,8,1
1977/4/25,18.3,8,1,20.9,8,1
1977/4/26,18.2,8,1,22.3,8,1
1977/4/27,16.2,8,1,18.5,8,1
1977/4/28,19.1,8,1,25.8,8,1
1977/4/29,14.2,8,1,19.8,8,1
1977/4/30,14.0,8,1,19.4,8,1
1977/5/1,17.4,8,1,22.0,8,1
1977/5/2,20.3,8,1,24.8,8,1
1977/5/3,20.0,8,1,23.9,8,1
1977/5/4,13.2,8,1,17.1,8,1
1977/5/5,13.1,8,1,14.8,8,1
1977/5/6,19.7,8,1,25.9,8,1
1977/5/7,18.0,8,1,20.9,8,1
1977/5/8,18.5,8,1,23.1,8,1
1977/5/9,17.5,8,1,22.1,8,1
1977/5/10,18.6,8,1,24.1,8,1
1977/5/11,19.2,8,1,24.0,8,1
1977/5/12,18.9,8,1,22.7,8,1
1977/5/13,20.4,8,1,25.9,8,1
1977/5/14,20.3,8,1,25.0,8,1
1977/5/15,18.3,8,1,19.5,8,1
1977/5/16,16.4,8,1,20.8,8,1
1977/5/17,17.3,8,1,23.7,8,1
1977/5/18,19.5,8,1,24.3,8,1
1977/5/19,21.9,8,1,26.3,8,1
1977/5/20,22.4,8,1,30.5,8,1
1977/5/21,19.0,8,1,25.6,8,1
1977/5/22,15.3,8,1,17.6,8,1
1977/5/23,17.2,8,1,23.2,8,1
1977/5/24,18.2,8,1,22.2,8,1
1977/5/25,19.0,8,1,21.5,8,1
1977/5/26,18.7,8,1,20.9,8,1
1977/5/27,20.3,8,1,25.1,8,1
1977/5/28,20.4,8,1,24.9,8,1
1977/5/29,20.8,8,1,24.8,8,1
1977/5/30,19.8,8,1,23.0,8,1
1977/5/31,20.1,8,1,24.0,8,1
1977/6/1,21.1,8,1,24.8,8,1
1977/6/2,20.3,8,1,21.9,8,1
1977/6/3,23.9,8,1,29.5,8,1
1977/6/4,23.8,8,1,27.6,8,1
1977/6/5,23.9,8,1,28.1,8,1
1977/6/6,23.8,8,1,26.9,8,1
1977/6/7,22.1,8,1,24.7,8,1
1977/6/8,21.7,8,1,26.6,8,1
1977/6/9,23.1,8,1,27.3,8,1
1977/6/10,22.3,8,1,24.2,8,1
1977/6/11,21.1,8,1,23.2,8,1
1977/6/12,22.4,8,1,25.5,8,1
1977/6/13,24.5,8,1,28.7,8,1
1977/6/14,22.1,8,1,27.5,8,1
1977/6/15,19.9,8,1,22.5,8,1
1977/6/16,19.7,8,1,22.9,8,1
1977/6/17,18.0,8,1,19.5,8,1
1977/6/18,16.5,8,1,17.7,8,1
1977/6/19,16.1,8,1,19.1,8,1
1977/6/20,18.2,8,1,22.9,8,1
1977/6/21,18.4,8,1,22.5,8,1
1977/6/22,17.5,8,1,19.9,8,1
1977/6/23,17.0,8,1,19.1,8,1
1977/6/24,18.0,8,1,19.4,8,1
1977/6/25,18.5,8,1,19.8,8,1
1977/6/26,21.2,8,1,24.7,8,1
1977/6/27,21.4,8,1,23.8,8,1
1977/6/28,23.7,8,1,28.4,8,1
1977/6/29,23.4,8,1,26.4,8,1
1977/6/30,23.0,8,1,25.4,8,1
1977/7/1,22.4,8,1,23.8,8,1
1977/7/2,25.4,8,1,29.9,8,1
1977/7/3,25.6,8,1,30.0,8,1
1977/7/4,25.7,8,1,29.7,8,1
1977/7/5,24.5,8,1,29.3,8,1
1977/7/6,24.4,8,1,28.7,8,1
1977/7/7,22.0,8,1,26.8,8,1
1977/7/8,20.5,8,1,25.5,8,1
1977/7/9,22.9,8,1,27.0,8,1
1977/7/10,25.7,8,1,28.0,8,1
1977/7/11,26.0,8,1,31.2,8,1
1977/7/12,25.2,8,1,29.8,8,1
1977/7/13,29.5,8,1,33.6,8,1
1977/7/14,28.9,8,1,32.9,8,1
1977/7/15,28.4,8,1,32.8,8,1
1977/7/16,26.8,8,1,30.8,8,1
1977/7/17,24.5,8,1,27.4,8,1
1977/7/18,25.1,8,1,27.7,8,1
1977/7/19,25.7,8,1,30.0,8,1
1977/7/20,23.5,8,1,26.5,8,1
1977/7/21,24.4,8,1,28.8,8,1
1977/7/22,26.8,8,1,31.0,8,1
1977/7/23,27.1,8,1,30.8,8,1
1977/7/24,27.2,8,1,31.4,8,1
1977/7/25,27.3,8,1,31.3,8,1
1977/7/26,27.4,8,1,31.3,8,1
1977/7/27,27.7,8,1,32.3,8,1
1977/7/28,27.3,8,1,31.3,8,1
1977/7/29,27.4,8,1,30.4,8,1
1977/7/30,27.8,8,1,31.2,8,1
1977/7/31,27.7,8,1,31.9,8,1
1977/8/1,28.2,8,1,32.6,8,1
1977/8/2,28.5,8,1,33.0,8,1
1977/8/3,29.0,8,1,34.0,8,1
1977/8/4,29.7,8,1,34.1,8,1
1977/8/5,30.1,8,1,33.6,8,1
1977/8/6,29.3,8,1,33.7,8,1
1977/8/7,25.2,8,1,30.3,8,1
1977/8/8,25.9,8,1,27.8,8,1
1977/8/9,29.0,8,1,34.9,8,1
1977/8/10,25.7,8,1,29.9,8,1
1977/8/11,23.2,8,1,26.8,8,1
1977/8/12,25.1,8,1,27.7,8,1
1977/8/13,23.6,8,1,26.3,8,1
1977/8/14,20.6,8,1,21.9,8,1
1977/8/15,22.2,8,1,23.9,8,1
1977/8/16,25.4,8,1,30.0,8,1
1977/8/17,26.0,8,1,27.7,8,1
1977/8/18,25.3,8,1,26.5,8,1
1977/8/19,21.8,8,1,25.2,8,1
1977/8/20,22.6,8,1,26.5,8,1
1977/8/21,22.1,8,1,24.4,8,1
1977/8/22,20.3,8,1,21.7,8,1
1977/8/23,20.2,8,1,23.3,8,1
1977/8/24,21.6,8,1,25.2,8,1
1977/8/25,20.8,8,1,22.5,8,1
1977/8/26,24.1,8,1,27.0,8,1
1977/8/27,26.1,8,1,30.2,8,1
1977/8/28,26.0,8,1,30.7,8,1
1977/8/29,26.1,8,1,30.4,8,1
1977/8/30,26.3,8,1,29.8,8,1
1977/8/31,26.3,8,1,30.2,8,1
1977/9/1,26.6,8,1,30.6,8,1
1977/9/2,26.7,8,1,29.8,8,1
1977/9/3,27.0,8,1,30.3,8,1
1977/9/4,26.3,8,1,29.9,8,1
1977/9/5,25.7,8,1,29.7,8,1
1977/9/6,26.6,8,1,30.5,8,1
1977/9/7,26.7,8,1,30.4,8,1
1977/9/8,25.9,8,1,29.8,8,1
1977/9/9,25.8,8,1,27.8,8,1
1977/9/10,27.0,8,1,30.2,8,1
1977/9/11,28.0,8,1,31.7,8,1
1977/9/12,28.0,8,1,32.3,8,1
1977/9/13,27.0,8,1,31.8,8,1
1977/9/14,24.1,8,1,26.6,8,1
1977/9/15,25.2,8,1,29.6,8,1
1977/9/16,20.5,8,1,24.3,8,1
1977/9/17,21.3,8,1,25.1,8,1
1977/9/18,22.7,8,1,26.1,8,1
1977/9/19,22.4,8,1,23.5,8,1
1977/9/20,26.9,8,1,31.6,8,1
1977/9/21,25.3,8,1,30.0,8,1
1977/9/22,20.3,8,1,22.6,8,1
1977/9/23,20.3,8,1,21.9,8,1
1977/9/24,22.6,8,1,25.9,8,1
1977/9/25,21.3,8,1,24.5,8,1
1977/9/26,21.9,8,1,26.8,8,1
1977/9/27,22.9,8,1,26.9,8,1
1977/9/28,22.0,8,1,25.4,8,1
1977/9/29,21.4,8,1,24.8,8,1
1977/9/30,19.9,8,1,21.8,8,1
1977/10/1,22.9,8,1,27.6,8,1
1977/10/2,21.5,8,1,25.5,8,1
1977/10/3,19.4,8,1,21.9,8,1
1977/10/4,17.1,8,1,18.2,8,1
1977/10/5,21.6,8,1,26.9,8,1
1977/10/6,21.6,8,1,26.5,8,1
1977/10/7,20.9,8,1,25.8,8,1
1977/10/8,18.4,8,1,20.2,8,1
1977/10/9,17.8,8,1,19.0,8,1
1977/10/10,19.7,8,1,21.8,8,1
1977/10/11,18.4,8,1,20.0,8,1
1977/10/12,17.2,8,1,21.2,8,1
1977/10/13,17.4,8,1,22.0,8,1
1977/10/14,16.8,8,1,19.0,8,1
1977/10/15,20.6,8,1,24.9,8,1
1977/10/16,21.0,8,1,26.9,8,1
1977/10/17,17.1,8,1,18.0,8,1
1977/10/18,18.2,8,1,20.9,8,1
1977/10/19,18.1,8,1,22.3,8,1
1977/10/20,14.6,8,1,18.3,8,1
1977/10/21,15.6,8,1,20.7,8,1
1977/10/22,16.9,8,1,22.6,8,1
1977/10/23,17.2,8,1,22.2,8,1
1977/10/24,17.9,8,1,24.0,8,1
1977/10/25,18.0,8,1,23.4,8,1
1977/10/26,18.9,8,1,23.2,8,1
1977/10/27,18.8,8,1,23.3,8,1
1977/10/28,17.8,8,1,20.8,8,1
1977/10/29,18.8,8,1,23.0,8,1
1977/10/30,19.2,8,1,23.0,8,1
1977/10/31,21.7,8,1,27.0,8,1
1977/11/1,22.3,8,1,26.7,8,1
1977/11/2,18.4,8,1,22.3,8,1
1977/11/3,15.8,8,1,20.0,8,1
1977/11/4,12.6,8,1,14.8,8,1
1977/11/5,16.6,8,1,21.1,8,1
1977/11/6,19.1,8,1,23.1,8,1
1977/11/7,19.2,8,1,21.8,8,1
1977/11/8,21.1,8,1,24.7,8,1
1977/11/9,18.3,8,1,23.3,8,1
1977/11/10,15.8,8,1,20.1,8,1
1977/11/11,12.6,8,1,17.4,8,1
1977/11/12,9.4,8,1,12.8,8,1
1977/11/13,9.8,8,1,12.6,8,1
1977/11/14,13.6,8,1,15.4,8,1
1977/11/15,14.5,8,1,17.1,8,1
1977/11/16,13.0,8,1,14.9,8,1
1977/11/17,15.5,8,1,19.1,8,1
1977/11/18,17.8,8,1,20.0,8,1
1977/11/19,16.4,8,1,21.8,8,1
1977/11/20,14.6,8,1,18.1,8,1
1977/11/21,13.6,8,1,18.3,8,1
1977/11/22,15.6,8,1,20.4,8,1
1977/11/23,11.0,8,1,15.3,8,1
1977/11/24,10.2,8,1,14.5,8,1
1977/11/25,11.2,8,1,15.5,8,1
1977/11/26,12.6,8,1,14.9,8,1
1977/11/27,14.4,8,1,19.0,8,1
1977/11/28,14.3,8,1,18.3,8,1
1977/11/29,11.8,8,1,13.4,8,1
1977/11/30,11.6,8,1,16.5,8,1
1977/12/1,9.8,8,1,13.6,8,1
1977/12/2,9.1,8,1,15.2,8,1
1977/12/3,8.8,8,1,13.4,8,1
1977/12/4,9.1,8,1,13.8,8,1
1977/12/5,10.6,8,1,15.1,8,1
1977/12/6,11.0,8,1,16.5,8,1
1977/12/7,9.9,8,1,13.3,8,1
1977/12/8,10.4,8,1,14.7,8,1
1977/12/9,10.8,8,1,15.0,8,1
1977/12/10,9.9,8,1,14.4,8,1
1977/12/11,10.0,8,1,15.4,8,1
1977/12/12,7.1,8,1,8.8,8,1
1977/12/13,8.8,8,1,13.6,8,1
1977/12/14,10.0,8,1,15.2,8,1
1977/12/15,9.1,8,1,12.9,8,1
1977/12/16,10.0,8,1,12.5,8,1
1977/12/17,13.8,8,1,22.0,8,1
1977/12/18,11.1,8,1,13.3,8,1
1977/12/19,9.1,8,1,13.8,8,1
1977/12/20,7.6,8,1,10.8,8,1
1977/12/21,6.2,8,1,9.6,8,1
1977/12/22,5.3,8,1,9.4,8,1
1977/12/23,5.9,8,1,9.2,8,1
1977/12/24,5.7,8,1,10.8,8,1
1977/12/25,8.4,8,1,13.0,8,1
1977/12/26,6.7,8,1,10.5,8,1
1977/12/27,7.6,8,1,14.0,8,1
1977/12/28,5.1,8,1,9.4,8,1
1977/12/29,8.4,8,1,15.1,8,1
1977/12/30,12.4,8,1,17.8,8,1
1977/12/31,8.0,8,1,11.6,8,1
1978/1/1,9.2,8,1,11.1,8,1
1978/1/2,6.4,8,1,9.3,8,1
1978/1/3,2.2,8,1,5.5,8,1
1978/1/4,3.8,8,1,7.4,8,1
1978/1/5,6.4,8,1,11.1,8,1
1978/1/6,7.8,8,1,11.8,8,1
1978/1/7,8.0,8,1,14.5,8,1
1978/1/8,5.9,8,1,8.2,8,1
1978/1/9,8.2,8,1,14.1,8,1
1978/1/10,4.5,8,1,7.9,8,1
1978/1/11,6.0,8,1,10.7,8,1
1978/1/12,7.4,8,1,14.5,8,1
1978/1/13,6.8,8,1,9.6,8,1
1978/1/14,8.7,8,1,13.4,8,1
1978/1/15,10.6,8,1,16.3,8,1
1978/1/16,5.6,8,1,11.3,8,1
1978/1/17,4.2,8,1,6.8,8,1
1978/1/18,1.0,8,1,3.3,8,1
1978/1/19,5.0,8,1,10.6,8,1
1978/1/20,6.0,8,1,9.4,8,1
1978/1/21,5.7,8,1,11.0,8,1
1978/1/22,4.0,8,1,7.5,8,1
1978/1/23,6.4,8,1,10.7,8,1
1978/1/24,4.9,8,1,7.8,8,1
1978/1/25,4.0,8,1,7.8,8,1
1978/1/26,2.9,8,1,4.7,8,1
1978/1/27,7.7,8,1,14.6,8,1
1978/1/28,5.2,8,1,8.7,8,1
1978/1/29,2.7,8,1,4.2,8,1
1978/1/30,2.4,8,1,6.7,8,1
1978/1/31,4.5,8,1,8.7,8,1
1978/2/1,2.1,8,1,8.4,8,1
1978/2/2,2.3,8,1,6.1,8,1
1978/2/3,1.4,8,1,6.3,8,1
1978/2/4,2.8,8,1,6.5,8,1
1978/2/5,3.7,8,1,8.8,8,1
1978/2/6,4.4,8,1,7.4,8,1
1978/2/7,6.3,8,1,11.2,8,1
1978/2/8,6.2,8,1,9.8,8,1
1978/2/9,5.3,8,1,8.4,8,1
1978/2/10,6.4,8,1,9.2,8,1
1978/2/11,6.6,8,1,8.1,8,1
1978/2/12,3.1,8,1,5.3,8,1
1978/2/13,5.7,8,1,11.6,8,1
1978/2/14,3.0,8,1,4.5,8,1
1978/2/15,1.1,8,1,4.8,8,1
1978/2/16,2.3,8,1,6.4,8,1
1978/2/17,2.0,8,1,5.1,8,1
1978/2/18,2.8,8,1,8.7,8,1
1978/2/19,2.4,8,1,6.1,8,1
1978/2/20,5.4,8,1,9.5,8,1
1978/2/21,4.8,8,1,10.3,8,1
1978/2/22,4.8,8,1,8.4,8,1
1978/2/23,3.3,8,1,9.1,8,1
1978/2/24,4.2,8,1,7.6,8,1
1978/2/25,4.0,8,1,9.3,8,1
1978/2/26,4.8,8,1,8.4,8,1
1978/2/27,7.7,8,1,13.7,8,1
1978/2/28,9.5,8,1,15.7,8,1
1978/3/1,5.2,8,1,10.6,8,1
1978/3/2,6.4,8,1,12.1,8,1
1978/3/3,7.8,8,1,12.9,8,1
1978/3/4,11.7,8,1,18.4,8,1
1978/3/5,8.1,8,1,11.2,8,1
1978/3/6,9.2,8,1,13.7,8,1
1978/3/7,9.8,8,1,14.5,8,1
1978/3/8,9.8,8,1,15.3,8,1
1978/3/9,8.4,8,1,11.9,8,1
1978/3/10,6.6,8,1,8.8,8,1
1978/3/11,9.1,8,1,14.3,8,1
1978/3/12,5.2,8,1,7.2,8,1
1978/3/13,4.9,8,1,8.7,8,1
1978/3/14,5.8,8,1,10.3,8,1
1978/3/15,7.4,8,1,11.7,8,1
1978/3/16,7.8,8,1,10.8,8,1
1978/3/17,9.2,8,1,14.6,8,1
1978/3/18,9.6,8,1,13.8,8,1
1978/3/19,8.9,8,1,13.4,8,1
1978/3/20,9.8,8,1,15.0,8,1
1978/3/21,6.6,8,1,9.0,8,1
1978/3/22,6.2,8,1,8.6,8,1
1978/3/23,7.5,8,1,13.4,8,1
1978/3/24,8.6,8,1,14.4,8,1
1978/3/25,10.6,8,1,15.1,8,1
1978/3/26,12.8,8,1,18.5,8,1
1978/3/27,13.4,8,1,18.8,8,1
1978/3/28,10.9,8,1,13.4,8,1
1978/3/29,12.6,8,1,18.3,8,1
1978/3/30,11.3,8,1,17.3,8,1
1978/3/31,7.0,8,1,9.4,8,1
1978/4/1,8.5,8,1,12.9,8,1
1978/4/2,8.5,8,1,12.6,8,1
1978/4/3,7.1,8,1,8.2,8,1
1978/4/4,10.6,8,1,16.6,8,1
1978/4/5,11.7,8,1,15.5,8,1
1978/4/6,12.9,8,1,16.7,8,1
1978/4/7,11.5,8,1,15.4,8,1
1978/4/8,14.6,8,1,20.5,8,1
1978/4/9,17.9,8,1,24.5,8,1
1978/4/10,13.9,8,1,17.2,8,1
1978/4/11,10.9,8,1,13.3,8,1
1978/4/12,10.3,8,1,12.9,8,1
1978/4/13,10.5,8,1,11.9,8,1
1978/4/14,12.4,8,1,16.2,8,1
1978/4/15,16.7,8,1,22.1,8,1
1978/4/16,19.5,8,1,21.4,8,1
1978/4/17,14.9,8,1,19.6,8,1
1978/4/18,12.2,8,1,14.5,8,1
1978/4/19,14.8,8,1,19.6,8,1
1978/4/20,18.0,8,1,24.5,8,1
1978/4/21,12.6,8,1,13.8,8,1
1978/4/22,14.8,8,1,19.5,8,1
1978/4/23,15.1,8,1,19.2,8,1
1978/4/24,17.0,8,1,20.1,8,1
1978/4/25,15.4,8,1,20.3,8,1
1978/4/26,16.1,8,1,22.4,8,1
1978/4/27,17.6,8,1,21.7,8,1
1978/4/28,18.1,8,1,22.7,8,1
1978/4/29,16.5,8,1,18.1,8,1
1978/4/30,16.9,8,1,18.6,8,1
1978/5/1,19.8,8,1,22.4,8,1
1978/5/2,19.2,8,1,26.0,8,1
1978/5/3,17.7,8,1,21.2,8,1
1978/5/4,19.1,8,1,23.2,8,1
1978/5/5,19.5,8,1,23.7,8,1
1978/5/6,14.2,8,1,18.4,8,1
1978/5/7,11.2,8,1,13.2,8,1
1978/5/8,16.1,8,1,19.5,8,1
1978/5/9,19.2,8,1,21.7,8,1
1978/5/10,19.5,8,1,20.8,8,1
1978/5/11,15.2,8,1,19.5,8,1
1978/5/12,18.3,8,1,22.5,8,1
1978/5/13,18.6,8,1,23.1,8,1
1978/5/14,18.5,8,1,22.1,8,1
1978/5/15,18.6,8,1,23.7,8,1
1978/5/16,20.2,8,1,25.7,8,1
1978/5/17,20.9,8,1,26.0,8,1
1978/5/18,20.4,8,1,23.0,8,1
1978/5/19,21.2,8,1,23.6,8,1
1978/5/20,19.2,8,1,20.9,8,1
1978/5/21,20.4,8,1,24.5,8,1
1978/5/22,19.7,8,1,23.6,8,1
1978/5/23,19.6,8,1,24.0,8,1
1978/5/24,20.9,8,1,23.5,8,1
1978/5/25,21.7,8,1,25.2,8,1
1978/5/26,21.4,8,1,26.0,8,1
1978/5/27,22.0,8,1,26.0,8,1
1978/5/28,22.9,8,1,26.0,8,1
1978/5/29,21.5,8,1,25.7,8,1
1978/5/30,15.2,8,1,16.3,8,1
1978/5/31,18.1,8,1,22.5,8,1
1978/6/1,22.2,8,1,28.4,8,1
1978/6/2,22.4,8,1,28.1,8,1
1978/6/3,22.2,8,1,26.6,8,1
1978/6/4,17.9,8,1,20.7,8,1
1978/6/5,22.5,8,1,26.4,8,1
1978/6/6,22.1,8,1,27.7,8,1
1978/6/7,21.7,8,1,25.3,8,1
1978/6/8,22.4,8,1,26.9,8,1
1978/6/9,23.4,8,1,26.8,8,1
1978/6/10,23.5,8,1,27.1,8,1
1978/6/11,23.9,8,1,27.0,8,1
1978/6/12,23.6,8,1,26.7,8,1
1978/6/13,23.7,8,1,27.4,8,1
1978/6/14,24.1,8,1,28.0,8,1
1978/6/15,25.1,8,1,29.4,8,1
1978/6/16,26.8,8,1,30.3,8,1
1978/6/17,27.1,8,1,30.9,8,1
1978/6/18,27.0,8,1,30.9,8,1
1978/6/19,26.7,8,1,30.4,8,1
1978/6/20,27.5,8,1,31.6,8,1
1978/6/21,27.8,8,1,30.9,8,1
1978/6/22,26.5,8,1,29.9,8,1
1978/6/23,20.9,8,1,23.8,8,1
1978/6/24,22.9,8,1,25.9,8,1
1978/6/25,24.4,8,1,27.7,8,1
1978/6/26,25.2,8,1,27.5,8,1
1978/6/27,23.0,8,1,24.6,8,1
1978/6/28,20.2,8,1,21.2,8,1
1978/6/29,23.7,8,1,27.9,8,1
1978/6/30,24.8,8,1,28.9,8,1
1978/7/1,22.5,8,1,23.8,8,1
1978/7/2,25.3,8,1,29.0,8,1
1978/7/3,26.4,8,1,29.9,8,1
1978/7/4,28.4,8,1,32.5,8,1
1978/7/5,29.1,8,1,31.9,8,1
1978/7/6,28.8,8,1,33.4,8,1
1978/7/7,28.4,8,1,31.9,8,1
1978/7/8,27.7,8,1,33.0,8,1
1978/7/9,27.8,8,1,31.4,8,1
1978/7/10,27.8,8,1,31.1,8,1
1978/7/11,27.0,8,1,29.7,8,1
1978/7/12,27.5,8,1,30.0,8,1
1978/7/13,27.6,8,1,31.7,8,1
1978/7/14,27.0,8,1,30.7,8,1
1978/7/15,26.7,8,1,30.1,8,1
1978/7/16,26.9,8,1,30.8,8,1
1978/7/17,26.9,8,1,31.4,8,1
1978/7/18,27.3,8,1,31.1,8,1
1978/7/19,27.7,8,1,32.5,8,1
1978/7/20,27.1,8,1,31.2,8,1
1978/7/21,26.7,8,1,29.3,8,1
1978/7/22,29.0,8,1,32.9,8,1
1978/7/23,29.3,8,1,33.6,8,1
1978/7/24,29.6,8,1,33.2,8,1
1978/7/25,29.2,8,1,33.4,8,1
1978/7/26,28.3,8,1,31.6,8,1
1978/7/27,28.8,8,1,32.9,8,1
1978/7/28,29.0,8,1,33.3,8,1
1978/7/29,28.9,8,1,32.7,8,1
1978/7/30,28.8,8,1,32.6,8,1
1978/7/31,28.8,8,1,32.6,8,1
1978/8/1,27.8,8,1,30.7,8,1
1978/8/2,30.2,8,1,33.8,8,1
1978/8/3,28.9,8,1,31.3,8,1
1978/8/4,29.1,8,1,31.6,8,1
1978/8/5,29.7,8,1,34.2,8,1
1978/8/6,29.2,8,1,33.5,8,1
1978/8/7,29.3,8,1,33.2,8,1
1978/8/8,29.2,8,1,32.6,8,1
1978/8/9,29.7,8,1,34.5,8,1
1978/8/10,28.2,8,1,31.8,8,1
1978/8/11,30.0,8,1,33.5,8,1
1978/8/12,30.4,8,1,35.0,8,1
1978/8/13,29.5,8,1,34.3,8,1
1978/8/14,29.1,8,1,32.7,8,1
1978/8/15,30.3,8,1,35.5,8,1
1978/8/16,30.4,8,1,35.0,8,1
1978/8/17,28.5,8,1,31.7,8,1
1978/8/18,26.1,8,1,28.6,8,1
1978/8/19,27.5,8,1,32.7,8,1
1978/8/20,28.5,8,1,32.6,8,1
1978/8/21,30.9,8,1,35.1,8,1
1978/8/22,31.7,8,1,36.3,8,1
1978/8/23,30.1,8,1,35.6,8,1
1978/8/24,29.7,8,1,35.9,8,1
1978/8/25,25.9,8,1,29.8,8,1
1978/8/26,26.3,8,1,30.5,8,1
1978/8/27,27.2,8,1,31.7,8,1
1978/8/28,27.5,8,1,32.0,8,1
1978/8/29,28.3,8,1,32.9,8,1
1978/8/30,28.3,8,1,33.3,8,1
1978/8/31,26.9,8,1,31.7,8,1
1978/9/1,23.7,8,1,25.0,8,1
1978/9/2,22.8,8,1,27.2,8,1
1978/9/3,23.1,8,1,27.6,8,1
1978/9/4,24.9,8,1,29.5,8,1
1978/9/5,20.6,8,1,22.5,8,1
1978/9/6,22.8,8,1,26.6,8,1
1978/9/7,22.8,8,1,26.1,8,1
1978/9/8,22.8,8,1,26.9,8,1
1978/9/9,24.7,8,1,28.7,8,1
1978/9/10,28.1,8,1,33.1,8,1
1978/9/11,22.2,8,1,26.8,8,1
1978/9/12,18.7,8,1,20.4,8,1
1978/9/13,18.5,8,1,20.0,8,1
1978/9/14,20.4,8,1,21.7,8,1
1978/9/15,21.4,8,1,24.9,8,1
1978/9/16,21.0,8,1,22.2,8,1
1978/9/17,25.4,8,1,31.6,8,1
1978/9/18,24.4,8,1,28.5,8,1
1978/9/19,24.0,8,1,27.5,8,1
1978/9/20,24.9,8,1,28.2,8,1
1978/9/21,22.4,8,1,24.1,8,1
1978/9/22,22.2,8,1,25.4,8,1
1978/9/23,20.2,8,1,21.4,8,1
1978/9/24,20.4,8,1,23.4,8,1
1978/9/25,23.6,8,1,27.0,8,1
1978/9/26,23.7,8,1,27.2,8,1
1978/9/27,21.3,8,1,23.6,8,1
1978/9/28,18.9,8,1,21.0,8,1
1978/9/29,17.2,8,1,18.2,8,1
1978/9/30,19.7,8,1,22.4,8,1
1978/10/1,20.8,8,1,25.5,8,1
1978/10/2,21.0,8,1,26.6,8,1
1978/10/3,21.1,8,1,26.5,8,1
1978/10/4,21.6,8,1,25.7,8,1
1978/10/5,15.3,8,1,21.1,8,1
1978/10/6,15.5,8,1,17.9,8,1
1978/10/7,16.7,8,1,20.2,8,1
1978/10/8,16.1,8,1,19.2,8,1
1978/10/9,16.9,8,1,20.6,8,1
1978/10/10,18.8,8,1,22.3,8,1
1978/10/11,19.6,8,1,23.4,8,1
1978/10/12,20.2,8,1,23.3,8,1
1978/10/13,16.7,8,1,20.4,8,1
1978/10/14,14.8,8,1,17.9,8,1
1978/10/15,12.7,8,1,15.4,8,1
1978/10/16,18.0,8,1,22.9,8,1
1978/10/17,16.8,8,1,20.6,8,1
1978/10/18,17.0,8,1,21.4,8,1
1978/10/19,16.5,8,1,18.0,8,1
1978/10/20,18.5,8,1,20.9,8,1
1978/10/21,18.0,8,1,22.7,8,1
1978/10/22,15.3,8,1,19.4,8,1
1978/10/23,16.2,8,1,20.6,8,1
1978/10/24,18.0,8,1,22.1,8,1
1978/10/25,18.3,8,1,22.8,8,1
1978/10/26,18.4,8,1,21.7,8,1
1978/10/27,18.9,8,1,22.9,8,1
1978/10/28,15.8,8,1,19.3,8,1
1978/10/29,14.5,8,1,16.6,8,1
1978/10/30,15.1,8,1,18.8,8,1
1978/10/31,14.5,8,1,17.3,8,1
1978/11/1,16.4,8,1,20.7,8,1
1978/11/2,15.0,8,1,19.4,8,1
1978/11/3,13.1,8,1,16.9,8,1
1978/11/4,11.7,8,1,15.4,8,1
1978/11/5,13.2,8,1,18.5,8,1
1978/11/6,14.4,8,1,19.8,8,1
1978/11/7,15.0,8,1,18.5,8,1
1978/11/8,16.4,8,1,20.0,8,1
1978/11/9,15.1,8,1,22.1,8,1
1978/11/10,12.0,8,1,15.0,8,1
1978/11/11,12.4,8,1,15.5,8,1
1978/11/12,13.4,8,1,15.4,8,1
1978/11/13,10.4,8,1,11.7,8,1
